Description;accueil;Description_2;Description_3;clusters
je suis insatisfaite du traitement de mon dossier de demandeur d emploi par l agence pole emploi de capesterre belle eau de l ile de guadeloupe  les conseillers pole emploi qui m ont ete attribue ne facilite pas mon retour a l emploi  leur attitude professionnelle va contre mes interets de demandeur d emploi  les formalites n ont pas ete correctement rempli ;1;['insatisf', 'doss', 'agenc', 'capesterr', 'eau', 'ile', 'guadeloup', 'attribu', 'attitud', 'interet', 'formal'];insatisf doss agenc capesterr eau ile guadeloup attribu attitud interet formal;-1
n ayant toujours pas de nouvelles de ma conseillere pe malgre mes nombreuses relances  je me suis deplacee en agence  la un conseiller m a repondu que c etait normal car elle traitait plus de 400 dossiers  ce a quoi je lui ai repondu     comment je fais sans allocation plus de 6 mois      et la  contre toute attente  il me dit     vous etes mariee   pour le meilleur et pour le pire  votre mari a un bon salaire vous n avez pas a vous plaindre    je lui ai souhaite une bonne journee et je suis rentree chez moi  je n ai toujours pas de nouvelles de ma conseillere  au telephone on me conseille de me deplacer ;1;['agenc', '400', 'doss', 'alloc', 'meilleur', 'salair', 'plaindr'];agenc 400 doss alloc meilleur salair plaindr;-1
j ai demande a participer a un evenement pole emploi  les conseillers que j ai eu au numero de service 3949 non pas voulu me renseigner  ils ont dit que cette evenement d acces a l emploi faisait l objet d une pre selection pour acceder a la recherche d emploi  le pole emploi n a pas souhaite me communiquer les moyens d acceder a l evenement  le rally pour l emploi  du 28 juin 2022;1;['even', 'servic', '3949', 'even', 'objet', 'select', 'communiqu', 'even', 'rally', 'juin'];even servic 3949 even objet select communiqu even rally juin;0
bonjour  je raconte mon histoire pour aider peut etre des gens qui sont dans mon cas   avec pole emploi de ma localite cela ne se passe pas toujours tres bien  depuis quelques temps a chaque demarche faite j ai affaire avec un groupe de conseiller eres  uni es  malveillants  face aux chomeurs qui ne sont pas des experts dans le domaine  ils ont un comportement inapproprie lors de l accueil et de leur mission en bloquant tout ce qui pourrait facilite a la comprehension dans la demarche afin d aboutir a un resultat satisfaisant pour les deux parties   si le demandeur d emploi est bien renseigne il ne reviendra pas et les employes auront moins de travail   si les donnees sont correctement entrees  dans le logiciel il y aurait  moins de trop percus a traiter ;1;['racont', 'histoir', 'demarch', 'affair', 'group', 'ere', 'uni', 'malveil', 'fac', 'expert', 'inappropr', 'bloqu', 'demarch', 'about', 'satisf', 'reviendr', 'percus'];racont histoir demarch affair group ere uni malveil fac expert inappropr bloqu demarch about satisf reviendr percus;0
j ai ete licenciee au 1er juillet 2022  je me suis rendue a pole emploi  menton  afin de m inscrire et tenter de trouver un nouveau travail  je pensais rester plusieurs heures a attendre mon tour  voire prendre rdv pour un autre jour   des mon arrivee  une personne de pole emploi m a propose de m aider    un monsieur tres aimable m a indique que je pouvais faire la demarche en ligne egalement si je le souhaitais  dans le cas contraire  il m a propose d attendre qu un ordinateur se libere et m a propose de m aider a realiser l inscription   j ai commence a inserer mes donnees  il passait de temps en temps des que j en avais necessite  pour repondre a une question puis partait aider d autres personnes  en 20 min environ j avais fini de saisir les donnees  il m a propose de scanner mes documents sur place et les a insere dans le logiciel   comment les gens peuvent se plaindre sans arret en france surtout  alors que de tres nombreux services administratifs sont tres efficients  le systeme est tres efficace  merci aux personnes de pole emploi pour leur patience qui doit etre souvent mise a l epreuve je pense ;1;['licenc', 'juillet', 'menton', 'tent', 'tour', 'rdv', 'person', 'aimabl', 'demarch', 'lib', 'inser', 'necess', 'person', 'min', 'docu', 'inser', 'plaindr', 'servic', 'administr', 'efficient', 'system', 'person', 'patienc', 'epreuv'];licenc juillet menton tent tour rdv person aimabl demarch lib inser necess person min docu inser plaindr servic administr efficient system person patienc epreuv;0
non  pplication des regles de l unedic en matiere d indemnisation  impossible d obtenir une reponse meme avec une lettre recommandee  aucune reponse aux reclamations faites ;1;['pplicat', 'unedic', 'mati', 'indemn', 'repon', 'recommand', 'repon', 'reclam'];pplicat unedic mati indemn repon recommand repon reclam;-1
faire son inscription ou reinscription comme demandeur d emploi sur le site   est un sacre marathon et une grande gymnastique cerebrale    en gros   il y a beaucoup de rubriques  des sous rubriques avec de longues listes a lire avant de trouver la ligne qui correspond au choix voulu  je dois quand meme preciser  que je ne suis pas dans une situation particuliere ou autre  je precise   salarie ayant perdu son travail  rupture conventionnelle    rien de special avec deja un dossier pole emploi a reactualiser  j ai perdu beaucoup de temps a naviguer et a me perdre dans les differentes rubriques  avec tout le stress  l enervement que ca engendre et surtout la peur de se tromper     pour a la fin  etre oblige de passer par l assistance telephonique et finaliser mon inscription  avec un conseiller qui a ete au top et que je tiens a remercier;1;['reinscript', 'sacr', 'marathon', 'gymnast', 'cerebral', 'conventionnel', 'special', 'doss', 'reactual', 'navigu', 'stress', 'enerv', 'engendr', 'peur', 'tromp', 'top'];reinscript sacr marathon gymnast cerebral conventionnel special doss reactual navigu stress enerv engendr peur tromp top;-1
inscription agence pole emploi de cenon  accueil et conseils parfaitement adaptes ainsi que le suivi de dossier  beaucoup de disponibilite et de bienveillance ;1;['agenc', 'cenon', 'doss', 'disponibil'];agenc cenon doss disponibil;0
ayant contacter ma conseillere sur le sujet des attestations employeur  elle m a repondu une 1ere fois que celles ci n etaient pas necessaire du faite que l employeur transmettait cette attestation et la fiche de paie  par voie dematerialisee  une seconde fois  elle m informe que cette attestation est obligatoire  donc il faut bien que de mon cote je la transmette tous les mois avec ma fiche de paie  de plus  quand je lui pose des questions  souvent dans sa reponse je ne retrouve qu une partie des reponses qui fait  que je suis oblige de reiterer mes questions qui sont restees sans reponses  j ai eu egalement la desagreable surprise d apprendre qu il manquait des justificatifs a mon dossier qu il m a fallut faire 130 photocopies et  quand j ai fourni ces 130 photocopies  on m a dit que c etait pas la peine de fournir ces documents du faite qu ils etaient deja dans mon dossier ;1;['contact', 'attest', 'employeur', 'cel', 'employeur', 'transmet', 'attest', 'pai', 'dematerialis', 'second', 'attest', 'transmet', 'pai', 'repon', 'repon', 'reit', 'repon', 'apprendr', 'justif', 'doss', 'fallut', '130', 'photocop', '130', 'photocop', 'docu', 'doss'];contact attest employeur cel employeur transmet attest pai dematerialis second attest transmet pai repon repon reit repon apprendr justif doss fallut 130 photocop 130 photocop docu doss;0
j ai ete convoque a pole emploi lezignan  25km aller  sur place parques a 50 dans une salle  en pleine epidemie de covid 19 et de periode de confinement   qui n a pas assez de places pour accueillir tout le monde  les animatrice qui se plaignent  car elles ont convoque encore 60 personnes  et qu il n y a pas assez de places  quand je demande les raisons de cette convocation accompagnee de menace de radiation  cela alors que je viens de terminer un atelier de creation d entreprise et que je suis en cours de creation  la reponse donnee a ete   vous devez faire ce que je vous dis et je n ai pas de compte a rendre  et si ca ne vous convient pas  vous serez radie des listes de demandeurs d emploi   bravo pole emploi ;1;['convoqu', 'lezignan', '25km', 'parqu', '50', 'sall', 'epidem', 'covid', '19', 'confin', 'plac', 'anim', 'plaignent', 'convoqu', '60', 'person', 'plac', 'convoc', 'atel', 'repon', 'compt', 'convient'];convoqu lezignan 25km parqu 50 sall epidem covid 19 confin plac anim plaignent convoqu 60 person plac convoc atel repon compt convient;0
l actualisation du demandeur d emploi vient de prendre un coup de jeune  en langage informatique  on pourrait dire que ce service a vu sa charte graphique mise a jour  ou  vient d etre mise au gout du jour  mais quel interet dans ce changement   aucune explication n a ete donnee aux principaux interesses   les demandeurs d emplois  en back office  il y a peut etre un interet a cette evolution  mais en front office  ce changement n offre aucune difference  aucune clarte supplementaire a ce qui se faisait auparavant  on ne peut que rester indifferent ;1;['vient', 'jeun', 'langag', 'servic', 'chart', 'graphiqu', 'vient', 'gout', 'interet', 'back', 'offic', 'interet', 'evolu', 'front', 'offic', 'offre', 'clart', 'supplementair', 'auparav', 'indifferent'];vient jeun langag servic chart graphiqu vient gout interet back offic interet evolu front offic offre clart supplementair auparav indifferent;0
bonjour   j ai ete agreablement surprise par l efficience du site de pole emploi destine aux candidats   licenciee apres un rachat de notre entreprise  j ai du m inscrire a pole emploi et fut reellement stupefaite par la reactivite des conseillers egalement   ceux ci sont emphatiques et accueillants nous avons beaucoup de chance en france de pouvoir etre soutenus de cette facon   il faut en prendre conscience  trop de personnes sont insatisfaites et critiquent les errements administratifs  or si l on voyage  on se rend compte a quel point nous sommes assistes et proteges   merci aux concepteurs du site et aux conseillers  ;1;['efficient', 'destin', 'licenc', 'rachat', 'stupef', 'reactiv', 'emphat', 'soutenus', 'conscienc', 'person', 'insatisf', 'critiquent', 'errement', 'administr', 'voyag', 'compt', 'proteg', 'concepteur'];efficient destin licenc rachat stupef reactiv emphat soutenus conscienc person insatisf critiquent errement administr voyag compt proteg concepteur;-1
bonjour  je viens declarer l incompetence d un conseiller pole emploi a l agence de dammary  non seulement il ne m a ete d aucune utilite  il ne m a rien propose ni explique et n a meme pas regarde mon cv  mais aussi il n a pas marque ma presence et suite a cela j ai recu un avertissement pour absence non justifiee alors que je me suis bien presentee le jour du rdv a l agence ;1;['declar', 'incompetent', 'agenc', 'dammary', 'util', 'regard', 'marqu', 'presenc', 'avert', 'absenc', 'justif', 'rdv', 'agenc'];declar incompetent agenc dammary util regard marqu presenc avert absenc justif rdv agenc;-1
bonjour    bon  j ai accumule de bonnes experiences avec les services public en general mais la c etait catastrophique  conseillere fermee d esprit a base de phrases toutes faites et de lieux communs   faut pas partir dans tous les sens    faut vous remettre dans la realite du marche de l emploi   etc  alors que j arrivais avec un projet simple et complet  mais bon  forcement quand on rentre pas dans les cases  on essaie de nous y mettre de force   c etait infantilisant  insultant et deresponsabilisant  a contrario j avais eu affaire a un autre conseiller qui avait tout fait pour m aider dans ce meme projet quelques annees auparavant alors comme quoi  c est une question de bonne volonte et d ouverture d esprit  dommage que je n ai pas eu la sante necessaire pour le mener a bien a l epoque   controler et infantiliser les chomeurs ne va pas les faire travailler plus et surtout pas rentrer dans les cases  bien au contraire  sachez le  surtout quand cela signifie devenir chaudronniere ou soudeuse alors qu on fait a peine 1m60 et qu on a un projet de comportementaliste pour animaux      ;1;['accumul', 'servic', 'ferm', 'esprit', 'phras', 'lieux', 'remettr', 'arriv', 'infantil', 'insult', 'deresponsabil', 'contrario', 'affair', 'auparav', 'volont', 'ouvertur', 'esprit', 'sant', 'epoqu', 'infantil', 'sach', 'signif', 'deven', 'chaudronni', 'soudeux', '1m60', 'comportemental', 'animal'];accumul servic ferm esprit phras lieux remettr arriv infantil insult deresponsabil contrario affair auparav volont ouvertur esprit sant epoqu infantil sach signif deven chaudronni soudeux 1m60 comportemental animal;-1
je suis autonome dans la recherche d emploi  heureusement  car sinon  face aux difficultes que je rencontre avec l agence pole emploi de brie comte robert  je pense que je finirai malade moralement   on m a communique que j ai le droit a un montant precis d allocation  or cette allocation est regulierement reduite sans explication  pire  je decouvre la notification sur l application  pas de retour de mail parfois  je contacte le conseiller indemnisation  la reponse peut mettre 48h  je suis de bonne foi et je fais mon actualisation des le 28 du mois  je me retrouve systematiquement dans le rouge  tres confortable pour ma famille et moi  et evidemment c est a moi d aller a la peche aux informations  un gros manque de transparence sur les procedures  et je le repete  heureusement que je parle ecris parfaitement le francais et suis autonome sur le plan numerique   une honte  un suivi deshumanise des demandeurs d emploi  une gestion par identifiant  des rendez vous quasi inexistants  j ai ete obligee de solliciter le mien au bout de deux mois  et encore en visio   des structures a la chaine sans visage et sans nom  des renvois de suivi vers des prestataires exterieurs qui coutent des fortunes a l etat et qui ne menent a rien  on m a convoquee de maniere obligatoire  en me menacant de radiation si non presentation  pour me proposer de suivre un atelier pour construire mon cv et ma lettre de motivation  alors meme que je viens de la formation professionnelle et que ma fonction precedente consistait a aider les personnes en recherche d emploi a le faire   vide de sens  seul le financier prime  et on vous le coupe a tout bout de champ pour un oui ou un non alors qu il y a des personnes en chair et en os derriere  des familles   voila mon experience  elle n est glorieuse ni pour l administration ni pour l etat  dont elle depend ;1;['autonom', 'fac', 'agenc', 'bri', 'comt', 'robert', 'malad', 'moral', 'prec', 'alloc', 'alloc', 'reguli', 'reduit', 'decouvr', 'contact', 'indemn', 'repon', '48h', 'foi', 'roug', 'confort', 'famill', 'pech', 'transparent', 'procedur', 'repet', 'ecris', 'autonom', 'plan', 'num', 'deshuman', 'gestion', 'identif', 'quas', 'inexist', 'mien', 'visio', 'structur', 'chain', 'visag', 'renvois', 'prestatair', 'exterieur', 'coutent', 'fortun', 'menent', 'convoqu', 'atel', 'construir', 'format', 'consist', 'person', 'vid', 'financ', 'person', 'chair', 'os', 'derri', 'famill', 'glorieux', 'administr', 'depend'];autonom fac agenc bri comt robert malad moral prec alloc alloc reguli reduit decouvr contact indemn repon 48h foi roug confort famill pech transparent procedur repet ecris autonom plan num deshuman gestion identif quas inexist mien visio structur chain visag renvois prestatair exterieur coutent fortun menent convoqu atel construir format consist person vid financ person chair os derri famill glorieux administr depend;0
bonjour   j ai tout d abord percu une allocation de la caf  pour par la suite  a savoir a la fin de mon dernier contrat de travail   percevoir des allocations de pole emploi   je ne comprends leur calcul sur mes droits allocations chomage ou indemnisation   j ai emis une demande au sujet de ce calcul entre pole emploi  les employeurs et la france  sans jamais obtenir de reponse s    cordialement;1;['abord', 'alloc', 'caf', 'contrat', 'percevoir', 'alloc', 'alloc', 'chomag', 'indemn', 'emis', 'employeur', 'repon'];abord alloc caf contrat percevoir alloc alloc chomag indemn emis employeur repon;-1
je souhaite remercier pole emploi  pour son travail fourni  il nous a beaucoup aide et j en suis reconnaissante   merci beaucoup pole emploi de lunel;1;['reconnaiss', 'lunel'];reconnaiss lunel;0
ce 04 08 22  j ai ete a une reunion de groupe pour le  pack remobilisation   sur le site de neuchateau 88300 pour une duree de 3 heures imposees  pour faire quoi    jouer  a un  escape game 1 0  pas du tout au point  il fallait y etre pour le croire  on nous prend pour des gosses et encore  eux au moins ils sont mieux lotis niveau jeu  ils seraient partis en courant  serieux  c est cela qui va nous aider a trouver un emploi  c est une perte de temps  un entretien avec un conseiller  permanent   personnalise  serait franchement plus efficace ;1;['04', '08', '22', 'group', 'pack', 'remobil', 'neuchateau', '88300', 'impos', 'jou', 'escap', 'gam', 'goss', 'lot', 'jeu', 'permanent', 'personnal'];04 08 22 group pack remobil neuchateau 88300 impos jou escap gam goss lot jeu permanent personnal;0
je temoigne  retraite  jamais inscrit au chomage et recherchant un poste de saisonnier s est presente au rdv propose par pole emploi a l agence de cavaillon  apres 30 min d attente sans explication  je me suis manifeste  une agent m a fait comprendre que je n etais pas prioritaire  me faisant comprendre que je n avais rien a faire la    une premiere experience lamentable;1;['temoign', 'retr', 'inscrit', 'chomag', 'saison', 'rdv', 'agenc', 'cavaillon', 'min', 'manifest', 'agent', 'prioritair'];temoign retr inscrit chomag saison rdv agenc cavaillon min manifest agent prioritair;0
le nouveau systeme pour faire l actualisation est tres clair et rapide  sans difficulte   je pense qu il faut garder ce type d actualisation  ;1;['system', 'gard'];system gard;-1
inscrite a pole emploi depuis avril 2021  en debut d annee 2022 je me suis inscrite comme autoentrepreneur en mai 2022  cependant je n ai pas du tout facture   a aucun moment lors de mes rdv  avec mon referent  je n ai eu d information sur les cas de changements de situation auxquels je pouvais etre confrontee   donc le protocole pour devenir autoentrepreneur et les specificites de declaration m etaient completement inconnus   j avais dans l idee que bien evidemment je devais declarer toute source de revenus    ce que j ai fait naivement quand j ai voulu faire ma declaration   actualisation mensuelle    bilan   suspension de revenus  pas d alerte ni mail ni telephone     mais courrier simple    vous etes radiee  j ai pris contact avec pe par telephone  3649    indemnisation mais la personne n etait pas au fait de tout le protocole  je n ai recu que des info partielles    bilan   cela a engendre encore du retard dans la perception de mon indemnisation et du coup une situation financiere me conduisant a plusieurs incidents bancaires    puisque mes charges  elles  continuaient bien a etre preleves    par ailleurs  j ai suivi des formations non remunerees et non financees par le pe  j avais tellement d inquietudes sur le moindre changement par rapport a l actualisation que je ne les ai pas declarees   je deplore    1  que lors du rdv avec le referent  une information precise sur les cas de figure par rapport au changement de situation ne soit pas precisee  car le moindre faux pas engendre une catastrophe et n incite pas a declarer tout changement  meme a son benefice 2  que les applications pe ne renvoient pas de notification ou de messages d alerte quand une situation  exemple  mauvais document transmis  a pour consequence une suspension d indemnisation    cela met l usager dans une situation encore plus precaire qu il ne l est deja 3  le traitement inflige par certains interlocuteurs du service indemnisation  celui dont je depens  particulierement indecent de mepris;1;['inscrit', 'inscrit', 'autoentrepreneur', 'cepend', 'rdv', 'chang', 'auxquel', 'confront', 'protocol', 'deven', 'autoentrepreneur', 'specific', 'declar', 'inconnus', 'ide', 'declar', 'sourc', 'revenus', 'naiv', 'declar', 'suspen', 'revenus', 'alert', 'courr', 'contact', '3649', 'indemn', 'person', 'protocol', 'info', 'engendr', 'retard', 'percept', 'indemn', 'conduis', 'incident', 'bancair', 'charg', 'prelev', 'format', 'remuner', 'financ', 'inquietud', 'deplor', 'rdv', 'figur', 'engendr', 'incit', 'declar', 'benefic', 'renvoient', 'alert', 'mauv', 'docu', 'suspen', 'indemn', 'usag', 'precair', 'inflig', 'interlocuteur', 'servic', 'indemn', 'depen', 'indecent', 'mepr'];inscrit inscrit autoentrepreneur cepend rdv chang auxquel confront protocol deven autoentrepreneur specific declar inconnus ide declar sourc revenus naiv declar suspen revenus alert courr contact 3649 indemn person protocol info engendr retard percept indemn conduis incident bancair charg prelev format remuner financ inquietud deplor rdv figur engendr incit declar benefic renvoient alert mauv docu suspen indemn usag precair inflig interlocuteur servic indemn depen indecent mepr;0
depuis mon demenagement  mon conseiller a ete change j ai rencontre ma nouvelle conseillere pour un entretien de bilan  a sa demande  quand j ai demande des informations sur une formation  elle m a mal parle  j ai ensuite essaye de retourner a la formation  sans reponse de la directrice du centre  aujourd hui je suis toujours a la recherche d une formation qui me convienne  ma conseillere n essaie meme pas de me conseiller dans mes demarches  elle repond a mes mails en 2 mots sans explication  la conseillere doit bien conseiller et diriger les gens dans leurs demarches  pas se moquer d eux  merci;1;['demenag', 'format', 'format', 'repon', 'directric', 'format', 'convien', 'demarch', 'dirig', 'demarch', 'moqu'];demenag format format repon directric format convien demarch dirig demarch moqu;0
en avril  j ai repris une entreprise    de ce fait  j ai demande a ma conseillere pe actuelle de l aide pour enfin connaitre et debloquer mes droits  arce  acre      apres avoir enfin reussi a voir un rendez vous avec  ma  conseillere a ce sujet  je suis ressortie avec une demande de documents pour debloquer mes droits  car tous les documents que j avais amenes avec moi me suffisaient pas      apres plusieurs semaine  le temps de recevoir les documents demandes   je transmets mes docs via  mes echanges avec pole emploi  service transmettre et suivre un document ou sur votre application mobile mon espace dans mes justificatifs   mais comme d habitude  mes docs sont rejetes     alors  je les transmets a mes conseilleres  je ne sais plus a laquelle je dois m adresser alors     par mail  et en retour je recois  un mail type me demandant de transmettre mes docs via  mes echanges avec pole emploi  service transmettre et suivre un document ou sur votre application mobile mon espace dans mes justificatifs  lol donc  je choisi de prendre rdv avec ma  mes  conseillere s  directement en agence  mais impossible car plus de planning de rdv en agence   horaires d ouverture du pe de ploermel   8h30 12h30 du lundi au vendredi mais pas de possibilite de rdv  non  sur place  il y a des personne pour t aider a  transmettre mais docs via  mes echanges avec pole emploi  service  transmettre et suivre un document ou sur votre application mobile mon espace dans mes justificatifs   et c est tout   et le pe est aussi ouvert de 12h30 a 16h30 sur rdv   on me conseille plutot le 3949   ;1;['repr', 'actuel', 'connaitr', 'debloqu', 'arce', 'acre', 'ressort', 'docu', 'debloqu', 'docu', 'amen', 'docu', 'transmet', 'servic', 'docu', 'mobil', 'justif', 'habitud', 'transmet', 'servic', 'docu', 'mobil', 'justif', 'lol', 'rdv', 'agenc', 'planning', 'rdv', 'agenc', 'horair', 'ouvertur', 'ploermel', '8h30', '12h30', 'lund', 'vendred', 'rdv', 'person', 'servic', 'docu', 'mobil', 'justif', 'ouvert', '12h30', '16h30', 'rdv', '3949'];repr actuel connaitr debloqu arce acre ressort docu debloqu docu amen docu transmet servic docu mobil justif habitud transmet servic docu mobil justif lol rdv agenc planning rdv agenc horair ouvertur ploermel 8h30 12h30 lund vendred rdv person servic docu mobil justif ouvert 12h30 16h30 rdv 3949;0
depuis plusieurs mois vous me demandez de justifier mes heures travaillees   chaque mois via mes feuilles de paie que je ne recois que le 12 de chaque mois   mais mon loyer est preleve le 10 de chaque mois   donc je ne peux le payer dans les temps car je n ai pas de reserve d argent sur mon compte    et donc de ce fait je suis oblige de demander a mon frere de m avancer mon loyer en attendant de toucher mon allocations chomage    car j ai essaye de travailler pour essayer de m en sortir autrement qu avec le chomage   mais visiblement en essayant d etre un bon citoyen cela ne marche pas   merci de bien revoir votre systeme pour tout le monde   car je ne pense pas etre le seul dans cette situation    trouvez vous ca normal    j espere que vous aurez pris le temps de lire ce message pour comprendre ma situation qui ne permet pas ne m en sortir actuellement et qui m oriente de plus en plus dans la marginalite que je ne souhaite pas  ;1;['pai', 'prelev', 'pai', 'reserv', 'argent', 'compt', 'frer', 'attend', 'alloc', 'chomag', 'autr', 'chomag', 'visibl', 'citoyen', 'revoir', 'system', 'orient', 'marginal'];pai prelev pai reserv argent compt frer attend alloc chomag autr chomag visibl citoyen revoir system orient marginal;0
aucun creneau n est disponible par telephone  en agence ou visioconference  pour obtenir un rendez vous avec le pole emploi ;1;['creneau', 'agenc', 'visioconferent'];creneau agenc visioconferent;1
le 13 09 2022 bonjour  hier j ai appele pole emploi on m a dit que je pourrais rencontrer un conseiller tous les matin au pole emploi de mondidier  ce matin je suis donc alle au pole emploi de mondidier j ai ete tres mal recue par la dame de l accueil  elle ne m a pas laisse rencontrer un conseiller sous pretexte que j ai un emploi  elle m a recue dans l espace accueil sans meme me faire assoir  je suis en cdi temps plein  mon travail ne me convient plus  le poste a change et j ai maintenant une vie de famille  les horaires ne sont plus en adequation avec ma vie de maman  elle m a clairement dit que pole emploi ne pouvait rien pour moi  qu il fallait me debrouiller  que je ne pouvais pas prendre de rdv  qu on ne pouvait pas me renseigner sur le marche du travail  qu on ne pouvait pas m aider a y voir plus clair  je suis arrivee dans vos locaux j etais tres motivee en sortant j etais completement demotivee  si on a un travail et que l on veut en changer il faut d abord se retrouver sans emploi dans la misere pour qu on vous aide   merci pole emploi  ;1;['13', '09', 'hi', 'mondid', 'mondid', 'pretext', 'assoir', 'cdi', 'convient', 'famill', 'horair', 'adequ', 'maman', 'debrouill', 'rdv', 'motiv', 'demot', 'abord', 'mis'];13 09 hi mondid mondid pretext assoir cdi convient famill horair adequ maman debrouill rdv motiv demot abord mis;0
je viens de m inscrire a pole emploi pour la premiere fois  l accueil est impeccable et le personnel avenant  locaux propres  les points negatifs sont la dematerialisation des outils de recherche   je m explique  vous pensez avoir un site au top  facile d utilisation  il en est tout autre  illisible  information de partout c est juste bon pour un individu qui vous a suivis depuis un moment mais pour ma part j arrive dans un site ou il faut apprendre ou allez chercher l info  il faut aller a l essentiel et non proposer ou non de completer les competences ou diplome  l application est inutilisable avec un portable un peu vieux  il va falloir travailler pour s en acheter un  du coup on sera plus a pole emplois bref  du cote humain  pas de soucis  mais le cote dematerialise tout le monde est perdu  j espere pouvoir vous ouvrir les yeux avec un regard exterieur  cordialement;1;['impecc', 'personnel', 'aven', 'propr', 'dematerial', 'top', 'illisibl', 'partout', 'individu', 'apprendr', 'info', 'essentiel', 'portabl', 'vieux', 'falloir', 'achet', 'souc', 'dematerial', 'yeux', 'regard', 'exterieur'];impecc personnel aven propr dematerial top illisibl partout individu apprendr info essentiel portabl vieux falloir achet souc dematerial yeux regard exterieur;0
le pole emploi est inefficace  avec seulement 10   de resultats positifs  je m y attendais mais pas a un tel niveau  pourtant je ne coute rien a la societe apres avoir cotise 25 ans en france   je suis pilote de ligne de retour de l etranger  apres avoir paye et passe l ensemble de mes qualifications  soit plus de 100 000 euros en economisant  en travaillant a l usine    je dois entendre et supporter des reflexions du style    oh ben moi je vous laisse dans votre mouise     eh oui c est ca le niveau  alors je vais augmenter vos statistiques fausses et me desinscrire ;1;['inefficac', 'attend', 'tel', 'cout', 'pilot', 'etrang', 'pay', 'ensembl', 'qualif', '100', '000', 'euros', 'usin', 'entendr', 'support', 'reflex', 'styl', 'oh', 'ben', 'mou', 'eh', 'augment', 'statist', 'desinscr'];inefficac attend tel cout pilot etrang pay ensembl qualif 100 000 euros usin entendr support reflex styl oh ben mou eh augment statist desinscr;-1
la derniere fois que j ai ete en entretien de suivi  je parle bien de suivi en agence et non de deplacements pour signaler des dysfonctionnements tels que des retards de versement  de minima sociaux   je precise pour les lecteurs  que dame nature n a pas dotes d une grande imagination  et qui voient des  chomeurs professionnels  partout  date de septembre 2019  comme il arrive parfois  la personne designee conseillere a change au premier trimestre de cette annee 2022  je ne l ai jamais vue  neanmoins  mon prochain  rendez vous de suivi  est un rendez vous telephonique  cette virtualite de suivi ressemble a une tactique de mise au placard telle qu il peut en advenir en milieu professionnel  adjointe a la technique de mise sous pression  soit en cas de plainte  soit en imposant un rythme  dans tous les sens du terme  pendant l entretien enregistrable   le tout resultant en une poussee au repli ;1;['agenc', 'tel', 'retard', 'minim', 'lecteur', 'natur', 'dot', 'imagin', 'voient', 'partout', '2019', 'person', 'design', 'neanmoin', 'virtual', 'ressembl', 'tactiqu', 'placard', 'tel', 'adven', 'milieu', 'adjoint', 'pression', 'plaint', 'impos', 'rythm', 'result', 'pouss', 'repl'];agenc tel retard minim lecteur natur dot imagin voient partout 2019 person design neanmoin virtual ressembl tactiqu placard tel adven milieu adjoint pression plaint impos rythm result pouss repl;-1
je suis venu au rendez vous le jour convenu a 8h30 precise   je n etais inscrit nul part de ma venu   une vrais partie de pingpong    on ma envoye a droite puis a gauche plus de 5 fois      et vous me dite que je ne me suis pas presente   donc personne a signale ma presence    c est une organisation catastrophique  1 de vos conseille n avait pas encore branche son internet a 9h15 ;1;['venu', 'convenu', '8h30', 'inscrit', 'venu', 'vrais', 'pingpong', 'gauch', 'person', 'presenc', 'branch', 'internet', '9h15'];venu convenu 8h30 inscrit venu vrais pingpong gauch person presenc branch internet 9h15;-1
je suis ravie de mon entretien de ce matin  ma conseillere m a aide a croire en mes projets professionnels en m indiquant clairement les demarches a suivre afin d atteindre mes objectifs   parfait;1;['rav', 'demarch', 'atteindr', 'object', 'parf'];rav demarch atteindr object parf;0
aucun creneau n est disponible par telephone  en agence ou visioconference  pour obtenir un rendez vous avec le pole emploi  les chomeurs et les services publics sont sacrifies ;1;['creneau', 'agenc', 'visioconferent', 'servic', 'sacrif'];creneau agenc visioconferent servic sacrif;1
j ai toujours ete accueilli par des personnes courtoises  en general tres competentes  qui ont toujours ete devouees pour donner le meilleur d elles memes   je les ai toujours remerciees  la derniere fois que je suis alle les voir  au debut de ma demande de retraite  je leur ai dit tout le bien que je pensais de leurs collegues et d eux memes  ce trop plein d emotions m a fait verser une jolie larme ;1;['person', 'courtois', 'competent', 'devou', 'meilleur', 'retr', 'collegu', 'emot', 'jol', 'larm'];person courtois competent devou meilleur retr collegu emot jol larm;1
bonjour  je tiens a souligner ma satisfaction quant a remplir mes actualisations mensuelles  en effet  c est simple et efficace  sans compter que les renseignements importants  comme les dates d actualisation   sommes et jours prevus sont indiques  des solutions sont apportees pour etre plus efficaces dans le monde du demandeur d emploi et je trouve cela bien  nota  serait il possible d etre averti  mail ou sms  lorsqu il faut s actualiser car je ne vais pas tout le temps sur mon ordinateur  et lorsqu il fonctionne      merci d avance ;1;['soulign', 'satisfact', 'compt', 'prevus', 'solut', 'apport', 'efficac', 'avert', 'sm', 'lorsqu', 'lorsqu'];soulign satisfact compt prevus solut apport efficac avert sm lorsqu lorsqu;-1
