Description;demarche en ligne;compte ou espace personnel;telephone;e-mail;courrier;accueil;reseaux sociaux;Description_2;Description_3;clusters
pole emploi a ete totalement incapable de resoudre mon probleme de mis en disponibilite d office  aucun interlocuteur capable de comprendre cette situation  une conseillere pole emploi m a carrement dit que meme dans le coma  je devais joindre un justificatif de travail alors qu elle devait juste se rapprocher de mon employeur afin de debloquer mes droits aux indemnites  aucune maitrise de son poste de travail  ;0;0;0;0;0;1;0;['resoudr', 'disponibilit', 'offic', 'interlocuteur', 'capabl', 'carr', 'com', 'justif', 'rapproch', 'employeur', 'debloqu', 'indemnit', 'maitris'];resoudr disponibilit offic interlocuteur capabl carr com justif rapproch employeur debloqu indemnit maitris;-1
je connaissais le site des offres d emploi de pole emploi il y a quelques annees  aujourd hui  je suis tres surprise de l evolution du site qui est simple et surtout clair dans son utilisation ;1;0;0;0;0;0;0;['offre', 'evolu'];offre evolu;-1
visite sur le site de pole emplois et mon compte   site optimal  tres facile a utiliser  je le recomande vivement;1;0;0;0;0;0;0;['visit', 'compt', 'optimal', 'recomand', 'viv'];visit compt optimal recomand viv;-1
le conseiller qui m a suivi durant mon accompagnement global pole emploi m a beaucoup aide mais le dispositif est insuffisant  cet accompagnement existe depuis plusieurs annees alors qu il  ne m a ete propose que l annee derniere  ce dispositif aurait du m etre propose depuis longtemps    il dure 1 an et comprend 12 rendez vous  c est insuffisant  il vaut mieux 12 rendez vous sur 6 mois renouvelable  j ai besoin d un soutien rapproche  lorsque je rencontrais mon conseiller  cela me remotivait  me redonnait le moral pour avancer dans ma recherche d emploi  il me conseillait  me donnait des pistes  ce bienfait durait 1 semaine et apres  pendant 3 semaines  jusqu au prochain rendez vous  je n arrivais plus a avancer car j etais decourage    l etalement des rendez vous me dessert car l emploi n attend pas    cela fait 30 ans que je suis a repetition au chomage et je suis au rsa et la precarite demoralise    et la recherche d emploi aussi  j ai candidate pour un poste recemment mais je n ai pas ete prise  les tests que j ai passes pour cet emploi etaient pourtant presque tous satisfaisants  mais je n ai presque jamais le profil correspondant aux exigences ou aux criteres  officiels ou officieux  des societes qui recrutent ;0;0;0;0;0;1;0;['global', 'insuffis', 'longtemp', 'insuffis', 'vaut', 'renouvel', 'soutien', 'rapproch', 'remotiv', 'redon', 'moral', 'pist', 'bienf', 'arriv', 'decourag', 'etal', 'dessert', 'attend', 'repetit', 'chomag', 'rsa', 'precarit', 'demoralis', 'recent', 'test', 'satisfais', 'profil', 'exigent', 'criter', 'officiel', 'offici', 'societ', 'recrutent'];global insuffis longtemp insuffis vaut renouvel soutien rapproch remotiv redon moral pist bienf arriv decourag etal dessert attend repetit chomag rsa precarit demoralis recent test satisfais profil exigent criter officiel offici societ recrutent;3
bonjour je suis depuis plusieurs mois dans l impossibilite d aller sur le site pole emploie via mon pc et personne n est capable de m apporter une reponse claire  pour m actualiser je suis oblige de passer par mon telephone  mais je ne peux change mon cv et mes objectifs parce que c est trop petit pour moi  ;1;1;0;0;0;0;0;['impossibilit', 'pc', 'capabl', 'apport', 'repons', 'object'];impossibilit pc capabl apport repons object;-1
ca fait presque 18 mois que je suis au chomage  je n ai jamais vu de conseiller   par contre je recois plein de mail deconnecte de la realite   comme si j avais encore 20 ans et etait sans diplome   faites travailler des humains et pas des ai    elles sont nulles pour comprendre la realite  ;1;0;0;1;0;0;0;['18', 'chomag', 'deconnect', 'null'];18 chomag deconnect null;0
madame  monsieur   veuillez accepter d avance mes remerciements pour votre comprehension  sinon votre ecoute   ce n est pas du tout mon  ressenti  mais mon veritable vecu  confirme  notamment  par le message ci dessous et  en ligne  sur le site du pole emploi  pole emploi accueil pole emploi service indisponible nous vous prions de nous excuser pour ce desagrement et vous invitons a vous connecter ulterieurement  si vous le souhaitez vous pouvez acceder a votre espace personnel   2018 pole emploi  tous droits reserves    j en suis donc desole   sincerement   un minuscule quinquagenaire;1;0;0;0;0;0;0;['confirm', 'dessous', 'indisponibl', 'prion', 'desagr', 'inviton', 'connect', 'ulterieur', '2018', 'reserv', 'desol', 'sincer', 'minuscul', 'quinquagenair'];confirm dessous indisponibl prion desagr inviton connect ulterieur 2018 reserv desol sincer minuscul quinquagenair;-1
suite fin de missions interim en decembre 2022  prise de contact avec pole emploi  avec  ma  conseillere et via mon espace  debut janvier 2023 pour transmettre les justificatifs en vue de leur etude et indemnisation mensuelle  le 23 janvier 2023  j apprends  parce que je telephone au 3949 et que j attends 20 minutes  qu il me faudra attendre quelques semaines   je ne vis pas d amour et d eau fraiche  helas  defaut de communication gravissimes ;1;0;1;1;0;0;0;['interim', 'contact', 'justif', 'etud', 'indemnis', '23', 'apprend', '3949', 'attend', 'amour', 'eau', 'fraich', 'hel', 'defaut', 'gravissim'];interim contact justif etud indemnis 23 apprend 3949 attend amour eau fraich hel defaut gravissim;-1
le site de pole emploi est tres complique d utilisation avec des termes tres normes  par exemple  pour signaler que nous allons effectuer une pmsmp  cela n existe pas en ces termes  ll a fallu que j aie un echange avec ma conseillere pour savoir ou l indiquer dans mon espace   a la fin de la journee tout allait bien car j ai passe 30 mn en echange telephonique avec ma conseillere afin qu elle m explique le langage informatique et le fonctionnement de ce site   pour des services publics plus proches  plus simples et plus efficaces  il faut juste embaucher plus d agents en cdi et non en cdd   ce qui est le cas  qu ils ne se sentent pas aussi precaires et demunis que nous  afin de favoriser le contact humain et eviter des problemes informatiques qui font perdre du temps et de l energie a tout le monde  je sais bien que cette information ne sera ni remontee ni ne changera les choses  il est quand meme juste de le signaler  merci;1;0;1;0;0;0;0;['norm', 'allon', 'pmsmp', 'll', 'fallu', 'allait', 'mn', 'langag', 'simpl', 'efficac', 'agent', 'cdi', 'cdd', 'sentent', 'precair', 'demun', 'favoris', 'contact', 'energ', 'remonte', 'chang'];norm allon pmsmp ll fallu allait mn langag simpl efficac agent cdi cdd sentent precair demun favoris contact energ remonte chang;-1
bonsoir  voici 8 mois que j attends la notification de rejet    le 8 avril 2022  se termine mon dernier cdd  j ai depose un dossier aupres de la cnav pour obtenir la notification de rejet de ma retraite  le 30 avril 2022  j ai 62 ans  le 25 mai  apres quelques difficultes  adresse erronee et donc non reception du dossier  puis dossier recu incomplet  puis reception par mail alors qu initialement on m informait que le dossier devait imperativement m etre transmis par courrier  bref le 25 mai dossier complet  a preciser que je ne dispose que de 152 trimestres  2 trimestres manquants  j ai transmis le contrat du club med mais depuis 8 mois  il n est pas pris en compte     donc d evidence c est un rejet de la demande de retraite  et bien malgre mes multiples appels  dont pour le dernier il m a ete repondu  votre dossier n est pas le seul que l on ait a traiter   mes lettres rar  dont une au directeur general de la cnav  et mail  la derniere reponse date du mois de novembre  votre dossier necessite une etude approfondie   a part ces 2 trimestres manquants dont j ai fourni copie du contrat signe  il n y a rien a changer   par ailleurs  avec 152 trimestres  il est evident que je ne peux pas ouvrir mes droits a la retraite   je suis sans indemnites de chomage  depuis le 30 avril 2022  toutes les economies y sont passees  j ai emprunte et j attends toujours  je ne trouve aucun autre contrat  je trouve scandaleux  a l heure ou se discute une nouvelle reforme sur l allongement de la retraite  de voir mon are suspendue  je vais envoyer ce courrier aux syndicats en esperant qu ils s en saisissent pour expliquer la situation des precaires en fin de carriere et denoncer l absence de reponsabilites de la cnav  organisme d etat  ainsi que du ministere concerne  et s il y a un retard dans le delai de traitement de nos dossiers  je ne suis pas la seule dans ce cas  il faut embaucher des vieux chomeurs  civilites distinguees ;0;0;1;1;1;1;0;['bonsoir', 'voic', 'attend', 'cdd', 'dossi', 'cnav', 'retrait', 'errone', 'dossi', 'dossi', 'incomplet', 'initial', 'dossi', 'imper', 'courri', 'dossi', 'dispos', '152', 'contrat', 'club', 'med', 'compt', 'retrait', 'appel', 'dossi', 'rar', 'directeur', 'cnav', 'repons', 'dossi', 'necessit', 'etud', 'approfond', 'contrat', '152', 'retrait', 'indemnit', 'chomag', 'passe', 'emprunt', 'attend', 'contrat', 'scandal', 'discut', 'reform', 'allong', 'retrait', 'suspendu', 'courri', 'syndicat', 'precair', 'denonc', 'absenc', 'reponsabilit', 'cnav', 'minister', 'retard', 'dossi', 'vieux', 'civilit', 'distingue'];bonsoir voic attend cdd dossi cnav retrait errone dossi dossi incomplet initial dossi imper courri dossi dispos 152 contrat club med compt retrait appel dossi rar directeur cnav repons dossi necessit etud approfond contrat 152 retrait indemnit chomag passe emprunt attend contrat scandal discut reform allong retrait suspendu courri syndicat precair denonc absenc reponsabilit cnav minister retard dossi vieux civilit distingue;-1
bonjour  suite a conversation telephonique avec un conseiller pole emploi  joint au 3949 apres une multitudes de choix demandes par l assistant vocal      impossible  comme demande par le conseiller  de communiquer via le site l acte de deces de mon conjoint  en vous remerciant pour votre attention ;1;0;1;1;0;0;0;['joint', '3949', 'multitud', 'vocal', 'communiqu', 'acte', 'dec', 'conjoint', 'remerci'];joint 3949 multitud vocal communiqu acte dec conjoint remerci;-1
pole emploi   manque de communication  a mon dernier rendez vous avec mon conseiller il etait convenu que je me reinscrive a adecco pour reprendre un poste a l entreprise ou je travaillais avant  mais que d ici fin fevrier ou mars le temps que je trouve une place en creche pour mon fils   comme convenu mon conseiller me confirme qu il m enleve tous les rendez vous physiques avec pole emploi et que je dois lui telephoner des que je debute  la tour de mon ordinateur tombe en panne  impossible de lire mes mails mais bon je ne m inquiete pas plus que cela  j ai touche mon indemnisation chomage   je decide de me rendre a cash converters pour me racheter une tour pas trop chere  je me connecte au pole emploi et je decouvre que l on ma radie 15 jours apres la date de mon rendez vous precedent  motif   un autre conseiller qui a pas pris soin de consulter mon conseiller personnel ma inscrit a un atelier  pour y faire quoi    alors on me radie au 9 01 2023  ils voient leur erreur  ils me reinscrivent au 10 01 2023 et m enlevent 10 jours d indemnites  soit 400 euros sur 1200 euros   une fois le loyer de 700 euros paye pour un logement ou rien n est au normes  il va me rester 100 euros  ouais je suis riche  vive la france  ;0;1;0;0;0;0;0;['convenu', 'reinscriv', 'adecco', 'crech', 'fil', 'convenu', 'confirm', 'enlev', 'debut', 'tour', 'pann', 'inquiet', 'indemnis', 'chomag', 'cash', 'converter', 'rachet', 'tour', 'cher', 'connect', 'decouvr', 'soin', 'inscrit', 'ateli', '9', '01', 'voient', 'reinscrivent', '01', 'enlevent', 'indemnit', '400', 'euros', '1200', 'euros', '700', 'euros', 'pay', 'log', 'norm', '100', 'euros', 'ouais', 'rich', 'viv'];convenu reinscriv adecco crech fil convenu confirm enlev debut tour pann inquiet indemnis chomag cash converter rachet tour cher connect decouvr soin inscrit ateli 9 01 voient reinscrivent 01 enlevent indemnit 400 euros 1200 euros 700 euros pay log norm 100 euros ouais rich viv;3
les services publics sont censes etre au service du public et adaptes au besoin de chacun selon sa situation  chomeur de longue duree  je percois une allocation solidarite et je ne peux subvenir qu a des besoins les plus rudimentaires  d autant plus qu aucune reevaluation par rapport a l inflation n a ete propose pour aider les plus precaires   dans ce contexte pole emploi  vient de deployer une nouvelle mise a jour de son application mobile incompatible avec la generation de telephone comme celui dont je dispose  samsung j1 2016  et je ne peux plus utiliser les services du pole emploi sur mon telephone mobile  l etat participe donc a l obsolescence programmee en mettant a l ecart de ses services les personnes qui sont les plus precaires et ne beneficient pas des equipements numeriques derniers cris   l etat envisage t il de donner des bons d achat en telephonie portable pour permettre aux plus precaires d acheter un nouveau telephone pour permettre une egalite d acces a ses services numeriques  ;1;0;1;0;0;0;0;['selon', 'dure', 'percois', 'alloc', 'solidarit', 'subven', 'besoin', 'rudimentair', 'reevalu', 'inflat', 'precair', 'context', 'vient', 'deploi', 'mobil', 'incompatibl', 'gener', 'dispos', 'samsung', 'j1', '2016', 'mobil', 'obsolescent', 'programme', 'ecart', 'precair', 'beneficient', 'equip', 'numer', 'derni', 'cris', 'envisag', 'achat', 'portabl', 'permettr', 'precair', 'achet', 'permettr', 'egalit', 'numer'];selon dure percois alloc solidarit subven besoin rudimentair reevalu inflat precair context vient deploi mobil incompatibl gener dispos samsung j1 2016 mobil obsolescent programme ecart precair beneficient equip numer derni cris envisag achat portabl permettr precair achet permettr egalit numer;0
pole emploi est beaucoup trop administratif  aucune alerte pour nous dire qu il faut envoyer les bulletins de salaire lors de la reprise d un travail  sincerement j ai ete lachee tout le long de mon inscription par votre lourdeur administrative et le manque de confiance que vous m avez temoignee  je ne suis pas une profiteuse  je regrette que vous ne prevoyez pas lors de l inscription un rendez vous obligatoire avec un conseiller qui nous remettrait un feuillet avec le mode operatoire des consignes a tenir  principalement pour des personnes comme moi  aucunement habituees a vos pratiques ;0;1;0;0;0;0;0;['administr', 'alert', 'bulletin', 'salair', 'sincer', 'lache', 'lourdeur', 'administr', 'temoigne', 'profit', 'prevoi', 'remettr', 'feuillet', 'mod', 'operatoir', 'consign', 'ten', 'habitue', 'pratiqu'];administr alert bulletin salair sincer lache lourdeur administr temoigne profit prevoi remettr feuillet mod operatoir consign ten habitue pratiqu;-1
en fait  la nouvelle presentation du site pole emploi change mon approche mon approche de cette administration qui  depuis une certaine epoque jusqu a tres recemment  etait une labyribthe nebuleuse pour moi  je n arrive presqu a rien faire par internet  j avais besoin d aller sur place pour tout faire  parfois je passais des journees entieres  au bureau de pole emploi  d ailleurs tous les agents de la maison de l emploi de ma ville me connaissaient  c etait mon bureau  les usagers pensaient que j y travaillais et venaient parfois le demander conseil    mais avec l ergonomie actuelle du site  si l on sait lire  apres avoir suivi la video explicative  on peut faire tout ce dont un demandeur d emploi a besoin directement par internet chez soi ou partout a partir de son portable connecte   on peut prendre rendez vous directement avec son conseiller ou lui ecrire  on est sur d avoir quelqu un en ligne par le numero 3949 directement a partir du site  on peut envoyer des fichiers et surtout recevoir tous ses courriers dans sa boite personnelle automatique du moment que l on reste inscrit comme demandeur d emploi  c est genial   toutes les demarches concernant ma formation  nous les avons faites  ma conseillere et moi  a partir du site en echangeant des courriers et des mails  nous nous sommes tres peu vus  et je suis alle voir l organisme de formation   je felicite les programmeurs derriere cette transformation et les efforts de pole emploi pour s ouvrir encore des usagers   juste une chose  mettre un lien vers les organismes de retraite et de la securite sociale au cas ou car je n ai pas vu des liens vers ces sites   merci ;0;1;0;0;0;1;0;['approch', 'approch', 'administr', 'epoqu', 'recent', 'labyribth', 'nebul', 'presqu', 'internet', 'entier', 'bureau', 'agent', 'maison', 'bureau', 'usager', 'ergonom', 'actuel', 'video', 'internet', 'soi', 'partout', 'portabl', 'connect', 'ecrir', '3949', 'courri', 'inscrit', 'genial', 'demarch', 'format', 'courri', 'vus', 'format', 'felicit', 'programmeur', 'derrier', 'transform', 'effort', 'usager', 'lien', 'retrait', 'securit', 'lien'];approch approch administr epoqu recent labyribth nebul presqu internet entier bureau agent maison bureau usager ergonom actuel video internet soi partout portabl connect ecrir 3949 courri inscrit genial demarch format courri vus format felicit programmeur derrier transform effort usager lien retrait securit lien;0
une nouvelle forme d actualisation mensuelle a vu le jour pour les demandeurs d emploi sur le site de pole emploi  dans cette nouvelle forme  prejudiciable au demandeur d emploi  le telechargement du justificatif  preuve donc de la realisation de cette demarche obligatoire  ne fait plus apparaitre ni les periodes  ni les montants ni les noms des employeurs que nous avons declare pour le mois  aussi  le salarie inscrit a pole emploi et declarant des contrats courts  ne dispose plus d aucun justificatif detaille pour defendre ses droits en cas de litige ou autre bug informatique ;1;0;0;0;0;0;0;['prejudici', 'telecharg', 'justif', 'demarch', 'apparaitr', 'employeur', 'declar', 'inscrit', 'declar', 'contrat', 'court', 'dispos', 'justif', 'detaill', 'defendr', 'litig', 'bug'];prejudici telecharg justif demarch apparaitr employeur declar inscrit declar contrat court dispos justif detaill defendr litig bug;3
j ai du recommencer a zero la procedure pour me reinscrire  je pense qu il faudrait une procedure simplifiee en cas d oubli ;1;0;0;0;0;0;0;['recommenc', 'procedur', 'reinscrir', 'procedur', 'simplifie'];recommenc procedur reinscrir procedur simplifie;-1
j ai repondu a une offre d emploi que m a communique pole emploi mais le formulaire propose ne comportait pas de barre pour faire defiler la page et afficher le bouton de validation  ;1;0;0;0;0;0;0;['offre', 'formulair', 'barr', 'defil', 'bouton'];offre formulair barr defil bouton;-1
tres bonne impression vis a vis de formalite  des conseils  des assistantes sociales aimables et competants  le pole emploi m offre plusieurs opportunites pour pouvoir m integrer dans un metier ou formation  professionnelle  beaucoup de competences et comprehension de leurs salaries  ainsi des bonnes explications pour m aider  vu ma situation actuelle ils ont essaye de m orienter pour faciliter mes demarches  j attends de l aide et aussi des informations utiles de la part d equipe de mobilite de st gaudens et j espere de pouvoir profiter des services de  pole emploi  securite sociale st gaudens   assistance sociale  formation professionnelle;1;0;1;0;0;1;0;['impress', 'formalit', 'aimabl', 'compet', 'offre', 'opportunit', 'integr', 'format', 'actuel', 'orient', 'demarch', 'attend', 'util', 'equip', 'st', 'gauden', 'profit', 'securit', 'st', 'gauden', 'format'];impress formalit aimabl compet offre opportunit integr format actuel orient demarch attend util equip st gauden profit securit st gauden format;1
je suis inscrite a pole emploi depuis 2014  je suis journaliste pigiste et autoentrepreneur  lorsque je ne travaille pas ni pour l un ni pour l autre  j ai toujours indique 0 heure travaillee pour 0 revenu  desormais  il n est plus possible de declarer 0 activite sous peine de ne pas pouvoir s actualiser   il faut donc mentir  et mettre possiblement en peril le versement de l ass  parce que pole emploi a cree une interface incomplete  ce n est pas normal ;0;0;0;1;0;0;0;['inscrit', '2014', 'journal', 'pigist', 'autoentrepreneur', 'declar', 'ment', 'possibl', 'peril', 'ass', 'interfac', 'incomplet'];inscrit 2014 journal pigist autoentrepreneur declar ment possibl peril ass interfac incomplet;-1
excellent service par mail   toujours eu reponse a mes questions dans le temps communique et facile a prendre en mains et un stress de moins  et du temps gagne par rapport au telephone et au deplacement   cordialement ;1;0;0;1;0;0;0;['excellent', 'repons', 'main', 'stress'];excellent repons main stress;-1
le long de trente annees professionnelles   j ai connu sept periodes d inactivite  l outil 2 0 pour s actualiser  simplifie cette demarche mensuelle    les presentations  data  precedentes    semblaient confuses  mais vraiment novatrices    peu a peu  l ui  l ux  et les matrices    ont uvre vers cette efficace charpente ;1;1;0;0;0;0;0;['trent', 'sept', 'inactivit', 'demarch', 'sembl', 'confus', 'novatric', 'ui', 'ux', 'matric', 'uvre', 'charpent'];trent sept inactivit demarch sembl confus novatric ui ux matric uvre charpent;-1
la version recente de l actualisation de pole empoi est tres facile a utiliser  claire et  ergonomique  securisante par son recapitulatif avant validation merci pole emploi;1;0;0;0;0;0;0;['recent', 'empoi', 'ergonom', 'securis', 'recapitul'];recent empoi ergonom securis recapitul;-1
le nouveau service de declaration n est pas fonctionnelle  il nous faut a chaque fois cliquer pour controler car il n y a pas les quatre informations essentielles  employeur  dates a dates  heures  brut   le fait que l on nous demande d arrondir les heures a l inferieur nous fait perdre des heures chaque mois ;1;0;0;0;0;0;0;['declar', 'fonctionnel', 'quatr', 'essentiel', 'employeur', 'arrond', 'inferieur'];declar fonctionnel quatr essentiel employeur arrond inferieur;2
la premiere fois que j ai ete au chomage  c etait en 2014  j ai trouve les demarches d inscription a pole emploi assez claires et pratiques  mais c etait aussi un peu succinct  je creais ma premiere entreprise  et ce n etait pas super facile de decrire mon  projet de retour a l emploi   en 2021  rebelotte  nouvelle inscription a pe  apres un parcours d entrepreneur puis de salarie de nouveau  et licencie a cause du covid   je suis retourne sur le site de pole emploi pour m inscrire  et la   j ai ete bluffe du niveau de connaissance de mon parcours  ils savaient tout  je n ai jamais rien cache de mes revenus d activite  en provenance de entreprises que j ai creees  qui venaient completer l are pendant la periode de demarrage   et les questions etaient plus fines  notamment sur le projet de retour a l emploi  mais aussi sur l experience passe  pour construire le cv   le site etait plus moderne  tres fluide  toujours un peu encombre  mais pole emploi offre un grand panel d aides  en rendez vous  j ai trouve en 2021 des equipes avec le meme etat d esprit qu en 2014  tourne vers l ecoute et l aide   pole emploi aide ceux qui le veulent a lancer leur entreprise  donc a creer des emplois  c est plutot malin    et le monde entier nous envie ce service public la  a perenniser donc ;0;1;0;0;0;0;0;['chomag', '2014', 'demarch', 'clair', 'pratiqu', 'succinct', 'decrir', 'rebelott', 'entrepreneur', 'licenc', 'covid', 'bluff', 'sav', 'cach', 'revenus', 'proven', 'cree', 'demarrag', 'construir', 'modern', 'fluid', 'encombr', 'offre', 'panel', 'equip', 'esprit', '2014', 'veulent', 'lanc', 'malin', 'enti', 'perennis'];chomag 2014 demarch clair pratiqu succinct decrir rebelott entrepreneur licenc covid bluff sav cach revenus proven cree demarrag construir modern fluid encombr offre panel equip esprit 2014 veulent lanc malin enti perennis;3
bonjour  je retrouve un emploi apres une periode de chomage  pole emploi en est informe  comme d autres organismes concernes  le 28 du mois de mon embauche  je souhaite declarer cette nouvelle situation a pole emploi   ma declaration est pre remplie  comportant des erreurs que je ne peux corriger   ma date d embauche suppose par p e  est erronee   j ai la possibilite de renseigner le nombre d heures travaillees  le salaire  mais pas la periode de travail   j ai donc ete oblige de valider une  actualisation de ma situation  pre remplie erronee     je me pose la question suivante   qui en portera la responsabilite en cas de litige avec pole emploi   cordialement;1;1;0;0;0;0;0;['chomag', 'declar', 'declar', 'suppos', 'p', 'e', 'errone', 'salair', 'errone', 'responsabilit', 'litig'];chomag declar declar suppos p e errone salair errone responsabilit litig;2
bonjour  impossible de prendre rendez vous en ligne sur le site de pole emploi  ca ne fonctionne pas  on ne peut en plus pas prendre de rendez vous par telephone  comment faire  c est bien de vouloir tout dematerialiser mais pour ca il faudrait que ca fonctionne  ce qui pour le moment n est pas le cas ;1;1;1;0;0;0;0;['vouloir', 'dematerialis'];vouloir dematerialis;-1
chaque mois je dois remplir les references de mes multiples employeurs cesu qui sont les memes a chaque saisie mais pas enregistrees par les services de pole emploi ;1;1;0;0;0;0;0;['employeur', 'enregistre'];employeur enregistre;2
bonjour  actuellement allocataire a pole emploi  je peux temoigner de l aide apportee dans mon parcours visant a la creation d une micro entreprise  grace a des ateliers et des webinaires  j ai mis en place un plan methodique quant a l ensemble des demarches necessaires a assurer de bons choix  code ape  statut juridique     afin de debuter mon activite avec un maximum de bons reflexes et dans un cadre le plus adapte a mon activite  je programme mon debut d activite pour le dernier trimestre de 2023  je remercie donc l ensemble des conseillers  formateurs et intervenants qui contribuent a guider et rendre possible un changement de vie professionnelle  bien cordialement ;1;1;1;1;0;1;0;['allocatair', 'temoign', 'apporte', 'micro', 'webinair', 'plan', 'ensembl', 'demarch', 'assur', 'ape', 'jurid', 'debut', 'maximum', 'reflex', 'programm', 'ensembl', 'interven', 'contribuent', 'guid'];allocatair temoign apporte micro webinair plan ensembl demarch assur ape jurid debut maximum reflex programm ensembl interven contribuent guid;-1
j ai du repostuler en ligne via pole emploi a un poste ou j avais deja postule via indeed mais impossible de le signaler alors que le poste m interesse donc pas juste de signaler que l on n est pas interessee donc obligee de reiterer la candidature ;1;1;0;0;0;0;0;['repostul', 'indeed', 'interesse', 'oblige', 'reiter'];repostul indeed interesse oblige reiter;-1
j ai ete pour inscrire mon conjoint puisqu il ne peut pas se deplacer au horaire d ouverture et la  malgre carte d identite et papier de mr  on me repond que je ne pas l inscrire et qu il doit venir lui meme et que les inscription se font uniquement par internet a quoi sert du coup les agences   3 personnes qui sont en attente dans un local vide  ;0;0;0;0;0;1;0;['conjoint', 'puisqu', 'horair', 'ouvertur', 'identit', 'mr', 'internet', 'vid'];conjoint puisqu horair ouvertur identit mr internet vid;0
impossible d indiquer une activite  en cachet intermittent spectacle guso  comedien sur la version d actualisation;1;0;0;0;0;0;0;['cachet', 'intermittent', 'guso', 'comedien'];cachet intermittent guso comedien;-1
bonjour   cela fait plus d une semaine que je tente d obtenir un rendez vous avec un conseiller pole emploi  ayant besoin urgemment de faire valider un projet de formation    celui ci n est joignable que par e mail  je n ai jamais pu  jamais  prendre un rendez vous via mon espace personnel depuis que ce service existe  il est note constamment   aucun creneau disponible    quelque soit le moyen   en visio  par telephone ou en agence   j ai envoye un mail le 28 01  puis un deuxieme le 03 02  toujours aucune reponse alors que pole emploi s engage a repondre dans les 48h 72h   je decide alors le 06 02 d appeler directement le 3949 pour prendre un rdv  aimablement  on me signifie que mon conseiller a ete contacte et d attendre une reponse de sa part   aujourd hui meme  le 07 02  un conseiller  qui n est pas le mien  m envoie un mail pour me demander    de prendre rendez vous en ligne     oui oui  et d obtenir ainsi un rendez vous dans un long mois     outre le delai qui va balayer mes chances d obtenir cette formation rapidement  je lui ai renvoye un mail pour lui signifier que  justement  je ne peux pas prendre rendez vous en ligne    c est bien le probleme    a l heure actuelle  je suis coince    je n ai toujours pas de rendez vous et aucune perspective concernant mon projet de formation   il ne me reste plus qu a me deplacer pour tenter  tenter  d obtenir un rendez vous ;1;0;1;1;0;0;0;['urgemment', 'format', 'joignabl', 'e', 'const', 'creneau', 'visio', '01', '03', '02', 'repons', 'engag', '48h', '72h', '06', '02', 'appel', '3949', 'rdv', 'aimabl', 'signif', 'contact', 'repons', '07', '02', 'mien', 'outr', 'balai', 'chanc', 'format', 'renvoy', 'signifi', 'just', 'actuel', 'coinc', 'perspect', 'format', 'tent', 'tent'];urgemment format joignabl e const creneau visio 01 03 02 repons engag 48h 72h 06 02 appel 3949 rdv aimabl signif contact repons 07 02 mien outr balai chanc format renvoy signifi just actuel coinc perspect format tent tent;0
bonjour   auto entrepreneur  je n ai pas travaille en janvier  cependant  impossible de remplir ma declaration sur le site de pole emploi   le logiciel n accepte pas 0 heures   ma conseillere indemnisation m a ecrit    pour tout les createurs   il faut declarer 1 heure obligatoirement    je suis etonne de cette procedure  a l encontre de la transparence  d autant plus qu elle ne correspondra pas avec la declaration ursaff jointe    je refuse de mentir    je suis tres etonne de la part de pole emploi   ;0;1;0;0;0;0;0;['auto', 'entrepreneur', 'cepend', 'declar', 'indemnis', 'createur', 'declar', 'eton', 'procedur', 'encontr', 'transparent', 'correspondr', 'declar', 'ursaff', 'joint', 'ment', 'eton'];auto entrepreneur cepend declar indemnis createur declar eton procedur encontr transparent correspondr declar ursaff joint ment eton;-1
je tente d effectuer une reconversion  je vais avoir 50 ans  j ai besoin de parler a ma conseillere  pour effectuer un bilan de competence et une vae  j ai envoye 5 mails de relance  fin decembre elle m a dit qu elle faisait son planning  nous sommes mi fevrier et toujours rien  c est lamentable  ceux qui veulent travailler ne peuvent pas   ;0;0;1;1;0;0;0;['reconvers', '50', 'competent', 'va', 'planning', 'mi', 'veulent'];reconvers 50 competent va planning mi veulent;3
il est dommage de ne plus pouvoir photocopier les annonces auxquelles je postule  en effet  ce service permettait un suivi dans les demarches de postulat et permettait egalement de justifier du contenu de l annonce si un quiproquo se glissait dans l entretien d embauche   je comprends que photocopier a tout va n est ni economique ni ecologique  mais la possibilite de photocopier les annonces auxquelles j ai postule permet un meilleur suivi des mes demarches de recherche d emploi ;1;1;0;0;0;0;0;['photocopi', 'auxquel', 'demarch', 'postulat', 'contenu', 'quiproquo', 'gliss', 'photocopi', 'ecolog', 'photocopi', 'auxquel', 'meilleur', 'demarch'];photocopi auxquel demarch postulat contenu quiproquo gliss photocopi ecolog photocopi auxquel meilleur demarch;-1
pole emploi m adresse un courrier de rechargement de droits et m adresse un courrier d admission tres clair puis en fin de journee je recois un autre courrier pas clair me disant que j ai pas droit au rechargement de droits  je suis completement perdu;0;0;0;0;1;0;0;['courri', 'recharg', 'courri', 'admiss', 'courri', 'recharg'];courri recharg courri admiss courri recharg;3
j ai recu plusieurs courriers de la meme date avec des informations differentes  mes demandes d explications sur l are sont impossible a obtenir a l agence  et il est impossible d obtenir un rendez vous avec le conseiller  impossible de le joindre directement ;0;0;0;0;1;1;0;['courri'];courri;3
