Description;accueil;Description_2;Description_3;clusters
personnelles desagreables a l accueil et par telephone  mes experiences avec l etablissement sont toujours horrible  l accueil ne fourni jamais des explications l unique reponse a votre probleme c est toujours  il faudra faire un reclamation en ligne    pour une personne qui se deplace express ce n est pas suffisant  j espere que ma remarque puisse apporter un amelioration  bonne journee;1;['personnel', 'etabl', 'horribl', 'uniqu', 'repons', 'reclam', 'person', 'express', 'remarqu', 'apport'];personnel etabl horribl uniqu repons reclam person express remarqu apport;1
pour la premiere fois dans votre bureau pour des renseignements  franchement l accueil de la dame au cheveux carre est deplorable  elle n a pas l air d aimer son metier  elle n est pas claire et on dirait que ca lui derange de vous renseigner ;1;['bureau', 'cheveux', 'carr', 'deplor', 'air', 'dir', 'derang'];bureau cheveux carr deplor air dir derang;1
trop peu de personnel pour trop de monde a gerer  du coup attente malgre des horaires de rdv ;1;['personnel', 'horair', 'rdv'];personnel horair rdv;1
folie furieuse au sujet du port du masque  completement disproportionne  aucun esprit critique chez certains elements de l agence  juste honteux de vivre ca en france ;1;['fol', 'furieux', 'masqu', 'disproportion', 'esprit', 'critiqu', 'element', 'agenc'];fol furieux masqu disproportion esprit critiqu element agenc;1
tres bien recu  echange correct et professionnel ;1;[];;-1
bonne accueil;1;[];;-1
parking facile batiment moderne et lumineux personnel competent et accueillant;1;['parking', 'modern', 'lumin', 'personnel', 'competent'];parking modern lumin personnel competent;-1
tres bonne prise en charge par les differents interlocuteurs de cette agence  accueil agreable et rapidite des reponses et conseils  je remercie les membres de l equipe pour leur accompagnement et leur efficacite ;1;['interlocuteur', 'agenc', 'rapidit', 'repons', 'membr', 'equip', 'efficacit'];interlocuteur agenc rapidit repons membr equip efficacit;-1
accueil agreable a tulle  voir tres  et reponses rapide malgre un souci plutot stressant   demande de remboursement de l are non justifie   je viens ecrire cet avis car on voit souvent les gens mecontent  mais pas assez ceux pour qui cela se passe bien ;1;['tull', 'repons', 'souc', 'stress', 'rembours', 'justif', 'ecrir', 'voit', 'mecontent'];tull repons souc stress rembours justif ecrir voit mecontent;-1
hygiene impeccable pour protocole covid personnel sympathique;1;['hygien', 'impecc', 'protocol', 'covid', 'personnel', 'sympath'];hygien impecc protocol covid personnel sympath;-1
ils n etaient pas utiles   ils ne sont pas interesses   je suis plaignant   je me suis mis en colere aujourd hui et j ai quitte l endroit ;1;['util', 'plaign', 'coler', 'quitt', 'endroit'];util plaign coler quitt endroit;1
j ai perdu mes identifiants  je vais donc a l accueil  et la je tombe sur une dame avec des lunettes  qui me regarde de haut et presque ce moque de moi tres tres mauvaise accueil   ;1;['identifi', 'lunet', 'regard', 'haut', 'moqu'];identifi lunet regard haut moqu;1
tout est fait pour mettre des batons dans les roues des demandeurs d emplois  toutefois j admets que les conseillers et le personnel est courtois et l agence est bien situe;1;['baton', 'rou', 'toutefois', 'admet', 'personnel', 'courtois', 'agenc', 'situ'];baton rou toutefois admet personnel courtois agenc situ;1
on a vraiment l impression de deranger le personnel    ;1;['impress', 'derang', 'personnel'];impress derang personnel;1
je partage mon experience tres positive avec le pole emploi de valenciennes  en effet  j ai beneficie d une belle prise en charge par des personnes sympathiques  elles m ont aussi eclairee sur des aides a la mobilite et autres   un grand merci  ;1;['partag', 'valencien', 'benefic', 'person', 'sympath', 'eclaire'];partag valencien benefic person sympath eclaire;1
personnel tres antipathique  ont vous dit port du masque obligatoire alors que le personnel n en porte pas    cqfd   ont vous parle limite avec amabilite  ;1;['personnel', 'antipath', 'masqu', 'personnel', 'cqfd', 'amabilit'];personnel antipath masqu personnel cqfd amabilit;1
superbe accueil  du personnel attentifs et souriant  premiere experience pole emploi  j avoue etre superbement satisfaite par leurs attentions  ;1;['superb', 'personnel', 'souri', 'avou', 'superb', 'satisfait'];superb personnel souri avou superb satisfait;1
personnel tres agreable tres competent;1;['personnel', 'competent'];personnel competent;-1
recemment inscrite je trouve que l equipe pole emploi de vernon est tres reactive bien qu il semble avoir du retard  je ne peux scanner et a chaque fois ce sont eux  qui le font  personnel super agreable  bien que leur profession  ne soir pas des plus facile  merci;1;['recent', 'inscrit', 'equip', 'vernon', 'reactiv', 'retard', 'personnel', 'profess', 'soir'];recent inscrit equip vernon reactiv retard personnel profess soir;-1
tres mal place  loin des transports en commun  horaires de matin uniquement  institution a revoir   ;1;['transport', 'horair', 'institu', 'revoir'];transport horair institu revoir;-1
mauvais accueil mauvais conseil a fuir;1;['mauv', 'mauv', 'fuir'];mauv mauv fuir;1
rien a dire sur cette agence  je n ai rencontre que des personnes a l ecoute des chomeurs  que ce soit au telephone  ou sur place  je felicite le personnel qui m a aide bien des fois  je precise a ce jour le 2 10 2019 suite a un souci de paiement une personne au telephone super sympa et efficace  a tout fait pour que ce probleme soit resolu  un grand merci a toute l equipe  qui travaille dans des conditions pas evidentes    ;1;['agenc', 'person', 'felicit', 'personnel', '2019', 'souc', 'pai', 'person', 'resolu', 'equip', 'condit'];agenc person felicit personnel 2019 souc pai person resolu equip condit;1
tres bon accueil a chaque visite  conseillers a l ecoute et competents  merci a vous ;1;['visit', 'competent'];visit competent;1
j ai eu le plaisir de collaborer avec cette agence  composee d une equipe formidable  des conseillers bienveillants  professionnels et tres impliques  tres satisfaite de mon experience ;1;['plais', 'collabor', 'agenc', 'compose', 'equip', 'formid', 'impliqu', 'satisfait'];plais collabor agenc compose equip formid impliqu satisfait;0
suite a un premier rendez vous telephonique  j ai ete conviee en presentiel a un second rendez vous afin de definir mes objectifs et j ai eu le plaisir de trouver une conseillere a l ecoute et qui a compris ma situation  merci a mme serra pour ses conseils avises et sa bienveillance ;1;['convie', 'presentiel', 'second', 'defin', 'object', 'plais', 'compr', 'mme', 'serr', 'avis'];convie presentiel second defin object plais compr mme serr avis;0
une honte cette agence  vraiment     reactivite  zero   aucune implication malgre un projet prepare a l avance  des changements de conseiller qui au final vous font loupe des echeances importantes  impossibilite d avoir de rendez vous concret ou de reponse concrete  avoir a faire avec le pole emploi n amene en realite qu a se demotiver  sauf si on veut finir au chantiers    quand rappele vous quand on vient vers vous pour avancer dans notre demarche   vous etes toujours occupe mais pourquoi   pour qui   sans oublie que se sont les specialistes des  trop percus  bref    a bout      l herbe sera surement plus verte ailleurs  encore merci pour rien;1;['agenc', 'reactivit', 'impliqu', 'prepar', 'chang', 'loup', 'echeanc', 'impossibilit', 'concret', 'repons', 'concret', 'amen', 'demotiv', 'chanti', 'vient', 'demarch', 'occup', 'special', 'percus', 'herb', 'sur', 'vert'];agenc reactivit impliqu prepar chang loup echeanc impossibilit concret repons concret amen demotiv chanti vient demarch occup special percus herb sur vert;0
une dame de cette agence m a demande de signer un papier de fin de afpr en me precisant que je ne serais pas radie  c est faux j ai ete radie de pole emploi ;1;['agenc', 'afpr'];agenc afpr;1
rendez vous prevu ce matin avec une conseillere a 10h35  petit retard de 15mn environ   mais fabien de pe de saint nazaire m a assiste avec des explications detailles  claires  a l ecoute et en plus avec le sourire    tres rare aujourd hui d etre aussi bien recu et accompagne     je lui remercie pour son professionnalisme  ;1;['prevu', '10h35', 'retard', '15mn', 'fabien', 'saint', 'nazair', 'detaill', 'clair', 'sourir', 'rar', 'professionnal'];prevu 10h35 retard 15mn fabien saint nazair detaill clair sourir rar professionnal;-1
for a govt agency of an international economic hub like s nazaire  the lack of languages speaking staff is amazing  i am an european citizen investing  living in this city and finding it very unfriendly with the civil services  instead of being hostile to newcomers  a civil agency of workforce should learn how to be professional  as a benchmark for unemployed people  i asked for process to be enrolled for french courses as a foreign citizen  and they told me   speak french with your husband  it is 2022  wake up  changes have come  your elections are the examples ;1;['for', 'govt', 'agency', 'of', 'international', 'economic', 'hub', 'lik', 'nazair', 'the', 'lack', 'of', 'languag', 'speaking', 'staff', 'is', 'amazing', 'i', 'am', 'european', 'citizen', 'investing', 'living', 'in', 'this', 'city', 'and', 'finding', 'it', 'very', 'unfriendly', 'with', 'the', 'civil', 'servic', 'instead', 'of', 'being', 'hostil', 'to', 'newcomer', 'civil', 'agency', 'of', 'workforc', 'should', 'learn', 'how', 'to', 'be', 'professional', 'benchmark', 'for', 'unemployed', 'peopl', 'i', 'asked', 'for', 'process', 'to', 'be', 'enrolled', 'for', 'french', 'cours', 'foreign', 'citizen', 'and', 'they', 'told', 'speak', 'french', 'with', 'your', 'husband', 'it', 'is', 'wak', 'up', 'chang', 'hav', 'com', 'your', 'elect', 'the', 'exampl'];for govt agency of international economic hub lik nazair the lack of languag speaking staff is amazing i am european citizen investing living in this city and finding it very unfriendly with the civil servic instead of being hostil to newcomer civil agency of workforc should learn how to be professional benchmark for unemployed peopl i asked for process to be enrolled for french cours foreign citizen and they told speak french with your husband it is wak up chang hav com your elect the exampl;-1
agence qui emploie des agents incompetents    malheureusement  j ai eu affaire plusieurs fois aux services de pole emploi dans differentes villes de france  mais celle ci  c est le comble   en l espace d un seul mois  j ai decouvert leur incompetence et leur inutilite envers les demandeurs d emploi  le strict minimum bourre d erreurs   dommage que je sois obligee de noter une etoile  sans cela ce serait 0 5 ;1;['agenc', 'agent', 'incompetent', 'affair', 'servic', 'combl', 'decouvert', 'incompetent', 'inutilit', 'enver', 'strict', 'bourr', 'oblige'];agenc agent incompetent affair servic combl decouvert incompetent inutilit enver strict bourr oblige;-1
merci pour l accueil et pour votre aide precieuse bravo;1;['precieux'];precieux;1
si vous avez besoin de rien  vous etes a la bonne adresse  conseiller e s qui utilisent des pretextes fallacieux pour ne pas accorder ni meme ne serait ce que faire demande  de certaines aides  aucune empathie face aux difficultes  si vous etes un peu trop insistant par mail  ca ne prends meme plus la peine de vous repondre  par contre c est reactif sur les radiations la y a pas de probleme hein    ;1;['e', 'utilisent', 'pretext', 'fallaci', 'accord', 'empath', 'fac', 'insist', 'prend', 'reactif', 'radiat', 'hein'];e utilisent pretext fallaci accord empath fac insist prend reactif radiat hein;-1
une belle bande de triste  des personnes incapables de trouver un papier se disant capable de vous trouver un emploi  c est le crique qui se moque de la kermesse;1;['band', 'trist', 'person', 'capabl', 'criqu', 'moqu', 'kermess'];band trist person capabl criqu moqu kermess;0
alala   j en ai tellement a dire    vous etes la honte de pole emploi  j ai toujours ete suivi dans un autre departement et tres bien suivi d ailleurs   depuis que j habite ici c est a se demander si ils ne veulent pas nous radier a tout prix  effectivement on m a radie alors que je travail a mi temps   donc ce mois ci j ai eu la surprise  apres mon actualisation  de vois que je ne vais rien toucher de votre part ni de la part de caf rien du tout  vivre avec 700  et un enfant  un loyer  des charges  une assurance maison et voiture     vous etes la pire agence qui existe  et vous   vous etes pas tenue a faire certaines choses   comme repondre au question qu on vous pose   ou vous proposez des emplois en lien avec vos competences   il me semble que oui  pourtant  mis a part recevoir des offres d emploi par mail qui ne me correspondent pas  je n ai rien eu de votre part  ma conseillere   incapable de repondre a des questions pourtant tres simple  on devrait vous aussi vous sucre votre paie messieurs dames les conseillers  ca marche pas que dans un sens  quand on est incapable de faire son boulot correctement  on s abstient   quand on voit a quoi vous etes paye mon dieu  pauvre france;1;['alal', 'habit', 'veulent', 'radi', 'prix', 'effect', 'mi', 'vois', 'caf', '700', 'charg', 'assur', 'maison', 'voitur', 'agenc', 'tenu', 'lien', 'offre', 'correspondent', 'sucr', 'pai', 'messieur', 'boulot', 'abstient', 'voit', 'pay', 'dieu', 'pauvr'];alal habit veulent radi prix effect mi vois caf 700 charg assur maison voitur agenc tenu lien offre correspondent sucr pai messieur boulot abstient voit pay dieu pauvr;0
3 eme rendez vous annule pour la 3eme fois depuis mars   conseillere tjrs abscente sans explications  reponse de pole emploi   on ne peut pas joindre l agence en direct   quand on s y deplace impossible de voir quelqu un il faut prendre rendez vous   mais quand on arrive 8 conseillers sont la a attendre sans rien faire tasse de cafe a la main et se regarde quelques minutes pour savoir qui va me consacrer 3 secondes pour caler un autre rendez vous sur l ordi   je suis choquee par le manque de professionnalisme et de compassion de ces personnes   si vous etes a temps partiel  impossible d avoir un suivi constructif et les renseignements necessaires a sa recherche d emploi   n y a t il pas des superieurs hierarchiques dans cette agence   toute mon energie gaspillee pour une demande pourtant si basique   un rendez vous    zero etoile mais on ne note pas un service public qui n en est pas un   ;1;['eme', '3em', 'tjr', 'abscent', 'repons', 'agenc', 'tass', 'caf', 'main', 'regard', 'consacr', 'second', 'cal', 'ordi', 'choque', 'professionnal', 'compass', 'person', 'construct', 'superieur', 'hierarch', 'agenc', 'energ', 'gaspille', 'basiqu', 'servic'];eme 3em tjr abscent repons agenc tass caf main regard consacr second cal ordi choque professionnal compass person construct superieur hierarch agenc energ gaspille basiqu servic;0
une direction invisible et vacillante  et dont les competences laissent a desirer malgre la bonne volonte des conseillers  dommage   manque de pedagogie  de formations et d informations sur les attentes reelles du marche du travail  il faudrait vraiment prendre plus au serieux votre mission initiale  vous etes au service d un public avec de vraies attentes et qui n est pas la pour jouer et perdre son precieux temps     ;1;['invisibl', 'vacill', 'laissent', 'desir', 'volont', 'pedagog', 'format', 'initial', 'servic', 'vrai', 'jou', 'precieux'];invisibl vacill laissent desir volont pedagog format initial servic vrai jou precieux;-1
laisse tomber comment ils m ont fait galerer  du debut a la fin  j espere jamais y retourner  mauvaise experience ;1;['tomb', 'galer'];tomb galer;-1
franchement rarement j ai eu affaire a des employes aussi incompetents  il y a un vrai manque de formation du personnel  les pseudos conseillers ne vous servent a rien a part vous retarder dans vos demarches c est affligeant d etre aussi nul et je maitrise mes mots  fuyez si vous le pouvez encore  ;1;['rar', 'affair', 'incompetent', 'format', 'personnel', 'pseudos', 'retard', 'demarch', 'afflig', 'maitris', 'fui'];rar affair incompetent format personnel pseudos retard demarch afflig maitris fui;0
j ai eu la chance d avoir ete prise en charge par mme dridj zeyneb  une conseillere vraiment au top     je ne la remercierai jamais assez  une personne efficace et a l ecoute de votre projet;1;['mme', 'dridj', 'zeyneb', 'top', 'remerci', 'person'];mme dridj zeyneb top remerci person;1
j en sors     venu pour un recrutement en hotellerie     j arrive aucun accueil pour nous guider  debrouillez vous pour trouver ou et avec qui tout cela se passe     lors de l entretien je comprend que ce n est pas l hotel en question qui recrute mais une societe exterieur    s aurait ete bien de le preciser     mention special au pti jeune qui bosse dans ce pole emploi avec jogging et doudoune canada goose normal     la quatrieme dimension   ;1;['sor', 'venu', 'hoteller', 'guid', 'debrouill', 'hotel', 'exterieur', 'special', 'pti', 'jeun', 'boss', 'jogging', 'doudoun', 'canad', 'goos', 'quatriem', 'dimens'];sor venu hoteller guid debrouill hotel exterieur special pti jeun boss jogging doudoun canad goos quatriem dimens;-1
meme une etoile c est trop  des conseillers inexistants  jamais de reponses aux mails  des conversations cloturees alors que personne ne vous a contacte  c est au bonheur la chance avec eux  et puis avec vos histoires  de trop percu  du matin au soir ca va deux minutes  j ai rarement vu un service aussi claque que celui ci  ;1;['inexist', 'repons', 'cloture', 'person', 'contact', 'bonheur', 'histoir', 'soir', 'rar', 'servic', 'claqu'];inexist repons cloture person contact bonheur histoir soir rar servic claqu;0
tres mal organisee au guichets du fond de la salle  specialement celui du milieu ;1;['organise', 'guichet', 'fond', 'sall', 'special', 'milieu'];organise guichet fond sall special milieu;1
great experience  the guy at the door and the lady both were welcoming and the young lady call takine did helped me and made it look so easy  such positive vibe and professional  did gave answers to all the queries i had   thank you   ;1;['great', 'the', 'guy', 'at', 'the', 'door', 'and', 'the', 'lady', 'both', 'wer', 'welcoming', 'and', 'the', 'young', 'lady', 'call', 'takin', 'did', 'helped', 'and', 'mad', 'it', 'look', 'so', 'easy', 'such', 'vib', 'and', 'professional', 'did', 'gav', 'answer', 'to', 'all', 'the', 'quer', 'i', 'had', 'thank', 'you'];great the guy at the door and the lady both wer welcoming and the young lady call takin did helped and mad it look so easy such vib and professional did gav answer to all the quer i had thank you;1
accueil securite conseil bemol manque un parking 2 roues;1;['securit', 'bemol', 'parking', 'rou'];securit bemol parking rou;-1
merci a monsieur jamil d avoir regle mon dossier;1;['jamil', 'dossi'];jamil dossi;1
meilleur pole emploi de toute la france une equipe dynamique et tres tres serieux il vont les travail tres bien et et respect toute les droits comme il faut je les feliciter de les beaux travail;1;['meilleur', 'equip', 'dynam', 'respect', 'felicit'];meilleur equip dynam respect felicit;1
je suis tres satisfaite de mon experience chez pole emploi 17eme  je suis bien recue et accompagnee par monsieur rayan  m explique clairement et a l ecoute  merci bcps;1;['satisfait', '17em', 'accompagne', 'rayan', 'bcp'];satisfait 17em accompagne rayan bcp;0
les conseillers ne sont vraiment pas aimables  on a l impression qu ils ont la securite d emploiet qu ils se moquent de la situation des chomeurs;1;['aimabl', 'impress', 'securit', 'emploiet', 'moquent'];aimabl impress securit emploiet moquent;-1
en contentieux avec cette agence  manque de coherence dans les modalites et les montants d indemnisations dues en fonction des conseillers  et sur les montants verses egalement  en discorde parallelement sur des prestations non remunerees  et couplees a des pratiques non etiques effectuees pour l amelioration de leur plateforme  a suivre ;1;['contenti', 'agenc', 'coherent', 'modalit', 'indemnis', 'du', 'discord', 'parallel', 'remunere', 'couple', 'pratiqu', 'etiqu', 'plateform'];contenti agenc coherent modalit indemnis du discord parallel remunere couple pratiqu etiqu plateform;1
des gens arrogants et pas gentils qui y travaillent;1;['arrog', 'gentil', 'travaillent'];arrog gentil travaillent;-1
je ne vais parler de l agence en elle meme car j effectue mes demarches via le 3949 qui jusqu ici avait toujours etait irreprochable en terme d accueil  d ecoute et d informations  je vais etre totalement factuelle  j appelle suite a un courrier recu que je conteste  le conseiller qui me prend en ligne  deja meme pas un bonjour  il n ecoute pas ce que je lui dis et de facon agressive me dit  mais c est quoi votre question   je lui explique qu il n y a pas de questions mais une incomprehension sur les informations qu ils ont et que j avais indiquees  il m indique d envoyer un email et qu on me repondra dans 2 semaines et il raccroche dans ma figure sans au revoir  ou autre  je trouve cela vrt deplorable  si ce monsieur est agace par les demandeurs d emploi  qu il change de metier;1;['agenc', 'demarch', '3949', 'irreproch', 'factuel', 'courri', 'contest', 'agress', 'incomprehens', 'indique', 'raccroch', 'figur', 'revoir', 'vrt', 'deplor', 'agac'];agenc demarch 3949 irreproch factuel courri contest agress incomprehens indique raccroch figur revoir vrt deplor agac;0
attention   l acces est tres difficile  il faut prend un mini pont en metal devant l hotel ibis  monter des escaliers  et vous allez trouver le batiment au fond a droite     l accueil est vraiment sympa  et les conseillers sont au top    je suis agreablement surprise par l empathie  bienveillance et le bon service ;1;['min', 'pont', 'metal', 'hotel', 'ibis', 'escali', 'fond', 'top', 'empath', 'servic'];min pont metal hotel ibis escali fond top empath servic;-1
rdv a 13h c est 14h30 et j attends toujours  que les professionnels ;1;['rdv', '13h', '14h30', 'attend'];rdv 13h 14h30 attend;-1
ce pole emploi merite ses 5     ayant connu durant plus de 5 ans un autre pole emploi  celui de gennevilliers pour ne pas le citer  je peux vous dire qu on est chanceux d avoir celui ci     pour la petite histoire  mon ancien p e avait annule plusieurs rdv le jour j  ne repondait jamais a mes mails et a meme ete jusqu a perdre mon dossier de commission pour une aide a la creation d entreprise     16 mois de silence  de non professionnalisme et de mauvaise foi regles en 48 heures avec notamment l aide de mme seznec que je remercie particulierement     je leur souhaite bon courage dans cette periode difficile et les remercie pour leur accompagnement  ;1;['merit', 'gennevilli', 'cit', 'chanceux', 'histoir', 'p', 'e', 'rdv', 'dossi', 'commiss', '16', 'silenc', 'professionnal', 'foi', '48', 'mme', 'seznec', 'courag'];merit gennevilli cit chanceux histoir p e rdv dossi commiss 16 silenc professionnal foi 48 mme seznec courag;0
les agents sont tres gentils  et efficace;1;['agent', 'gentil'];agent gentil;-1
conseillers tres efficaces et conviviaux;1;['efficac', 'convivial'];efficac convivial;1
je suis inscrite dans cette agence depuis plus de deux ans et en deux ans je n ai vu qu une fois ma conseillere  n attendez pas d eux qu ils vous aident  c est tout le contraire   jamais ma conseillere ne m a contactee en deux ans  edit du 7 12 2020  l adresse du 8 rue bernard buffet est fausse  on arrive devant une sortie de parking;1;['inscrit', 'agenc', 'attend', 'aident', 'contacte', 'edit', 'ru', 'bernard', 'buffet', 'parking'];inscrit agenc attend aident contacte edit ru bernard buffet parking;-1
tres bon accueil  endroit moderne et des personnes ayant beaucoup ressources dans cette agence  ce n est pas le cas partout ailleurs  ;1;['endroit', 'modern', 'person', 'ressourc', 'agenc', 'partout'];endroit modern person ressourc agenc partout;1
je suis passe aujourd hui le 12 10 2020 a 12h  je constate de bon changement       toute l equipe aux services des demandeurs d emploi et a l ecoute  des initiatives remarquables que j apprecie et j encourage  aussi les responsables interviennent a l accueil des personnes    vous etes au top  bon courage     je me rends a cette agence le lundi 13 07 2020 j appelle sur l interphone aucune reponse  l agence semble fermee pour le pont vu le 14 07 c est ferie  aucune information afficher  la matinee avec presence de 10 personnes pour des renseignements et l envoi des pieces demandees;1;['12h', 'equip', 'servic', 'initi', 'remarqu', 'apprec', 'encourag', 'respons', 'interviennent', 'person', 'top', 'courag', 'agenc', 'lund', '13', '07', 'interphon', 'repons', 'agenc', 'ferme', 'pont', '14', '07', 'matine', 'presenc', 'person', 'demande'];12h equip servic initi remarqu apprec encourag respons interviennent person top courag agenc lund 13 07 interphon repons agenc ferme pont 14 07 matine presenc person demande;1
vous perdez votre temps  eux meme ne connaissent pas la reponse ;1;['perd', 'connaissent', 'repons'];perd connaissent repons;1
trop d attente  juste pour prendre un rendez vous  il y avait 3 personne devant moi et 45mn d attente debout  c est tres long  surtout pour les personnes souffrant du dos comme moi  ou sinon bien renseigner sur mes demande;1;['person', '45mn', 'debout', 'person', 'souffr', 'dos'];person 45mn debout person souffr dos;1
je remercie l equipe de cette agence pole emploi pour sa disponibilite et sa reactivite   n hesitez pas a les contacter par telephone  meme si l attente est de 15 minutes  ou a vous deplacer car il ya trop de delais pour le traitement des emails   de plus  l espace personnel en ligne est dysfonctionnel et peut rapidemment decourager a faire valoir ses droits ;1;['equip', 'agenc', 'disponibilit', 'reactivit', 'hesit', 'contact', 'ya', 'personnel', 'dysfonctionnel', 'rapident', 'decourag', 'valoir'];equip agenc disponibilit reactivit hesit contact ya personnel dysfonctionnel rapident decourag valoir;-1
top   bon accueil  bonne ecoute  bons conseils  merci a l equipe qui est tres dynamique  ;1;['top', 'equip', 'dynam'];top equip dynam;-1
tres mauvais bureau et le personnel n est pas bon et le traitement est tres mauvais surtout quand on cherche du travail;1;['mauv', 'bureau', 'personnel', 'mauv'];mauv bureau personnel mauv;1
accueille agreable par l agent de securite   personnelle sympathique souriant et tres professionnelle surtout;1;['agent', 'securit', 'personnel', 'sympath', 'souri'];agent securit personnel sympath souri;-1
tres bonne prise en charge de l agence pour les formations mme fouret est une conseillere efficace et tres a l ecoute    ;1;['agenc', 'format', 'mme', 'fouret'];agenc format mme fouret;1
tres bonne experience au sein de cette agence concernant  l accompagnement intensif   individualise des jeunes   conseillere bienveillante  attentive et disponible ;1;['sein', 'agenc', 'intens', 'individualis', 'jeun'];sein agenc intens individualis jeun;1
rdv le 21122021 a cette agence    j accompagne une amie pour la soutenir    la conseillere au fort accent de l est fait une selection direct sans meme demander pourquoi nous sommes  quand elle nous le demande le ton est inquisiteur et elle se perd en explications evasives    j ai moi meme travaille au pole emploi et ces manieres de selection sont juste inadmissibles    tout le monde a droit au respect et a etre assiste s il le souhaite sans avoir a se justifier  ca s appelle l inquisition   dommage j avais une bonne image de cette agence    l attitude de cette dame est juste incomprehensible    elle m a meme demande de sortir pour ne pas encombrer la salle d attente   il y avait 1 personne    oblige donc d attendre mon amie dehors dans le froid     bonjour l humanisme   ;1;['rdv', '21122021', 'agenc', 'ami', 'souten', 'accent', 'select', 'inquisiteur', 'perd', 'evas', 'manier', 'select', 'inadmissibl', 'respect', 'inquisit', 'imag', 'agenc', 'attitud', 'incomprehensibl', 'encombr', 'sall', 'person', 'ami', 'dehor', 'froid', 'human'];rdv 21122021 agenc ami souten accent select inquisiteur perd evas manier select inadmissibl respect inquisit imag agenc attitud incomprehensibl encombr sall person ami dehor froid human;0
accueil chaleureux dans le respect des regles sanitaires     ;1;['chaleur', 'respect', 'sanitair'];chaleur respect sanitair;-1
les personnes qui creent le dossier et que l on voit la premiere fois sont lents mais sympathiques   les conseillers quant a eux sont inutiles et n aident pas du tout  ils ne sont pas a l ecoute et ne peuvent meme pas vous adresser a quelqu un concernant le dossier d indemnisation  ils ne sont pas disponibles et accueillent les demandeurs d emploi a la chaine  desastreux   ;1;['person', 'creent', 'dossi', 'voit', 'lent', 'sympath', 'aident', 'dossi', 'indemnis', 'disponibl', 'accueillent', 'chain', 'desastr'];person creent dossi voit lent sympath aident dossi indemnis disponibl accueillent chain desastr;-1
personnel accueillant;1;['personnel'];personnel;-1
agence tres mal organisee   equipe pas du tout agreable ;1;['agenc', 'organise', 'equip'];agenc organise equip;1
je tiens a dire merci a jenny mayombo pour son excellent service et son accueil chaleureux ;1;['jenny', 'mayombo', 'excellent', 'servic', 'chaleur'];jenny mayombo excellent servic chaleur;-1
j avais un rendez vous le 9 mars 2022  malheureusement arrivee 15min en retard  la conseillere a quand meme bien voulus me prendre en rdv  personne tres souriante  agreable  et a l ecoute  donne toute les informations que l on a besoins  juste prevoyez du temps pour trouver une place  car emplacement de vehicule restreint  merci a mme benamara sarah ;1;['9', 'arrive', '15min', 'retard', 'voulus', 'rdv', 'person', 'souri', 'besoin', 'prevoi', 'emplac', 'vehicul', 'restreint', 'mme', 'benamar', 'sarah'];9 arrive 15min retard voulus rdv person souri besoin prevoi emplac vehicul restreint mme benamar sarah;-1
ne sait en aucun cas gerer correctement les calculs d indemnisation mensuel  trop d erreurs faite qui ne sont toujours pas regler depuis des mois  desagreable en tout point meme si vous etes vous tres patiente et souriante  une honte de traiter les gens de cette maniere  des mois et de mois que je me bas avec eux pour obtenir ce qui m est du  inamissible  faut revoir tout votre systeme il est pas du tout au point et changer de personnel  si vous n aimez pas le contact humain et aidez votre prochain  changer de metier ca vaut mieux ;1;['indemnis', 'patient', 'souri', 'inamissibl', 'revoir', 'system', 'personnel', 'contact', 'vaut'];indemnis patient souri inamissibl revoir system personnel contact vaut;-1
venue un matin sans rendez vous  pour reparer une erreur que j avais commise  de la personne a l accueil jusqu a la personne qui a traite mon probleme   professionnalisme  et bienveillance  bravo et merci ;1;['venu', 'repar', 'commis', 'person', 'person', 'professionnal'];venu repar commis person person professionnal;0
je me suis presente ce matin a l agence pole emploi de tassin  ce fut tres complique pour le monsieur de l accueil de me renseigner sur les modalites du droit a l allocation chomage  je ne sais pas comment a ete forme cet agent d accueil mais il me semble qu une heure theorique sur l amabilite et le savoir etre a ete oublie pour cet individu ou a ete remplace par la matiere  brassage d air    non seulement il est arrogant mais en plus il ne m a servi a rien   phenomene de l annee a aller voir des maintenant;1;['agenc', 'tassin', 'modalit', 'alloc', 'chomag', 'agent', 'theoriqu', 'amabilit', 'individu', 'remplac', 'matier', 'brassag', 'air', 'arrog', 'serv', 'phenomen'];agenc tassin modalit alloc chomag agent theoriqu amabilit individu remplac matier brassag air arrog serv phenomen;0
j aimerai que l on m explique quelles sont les missions des personnes qui repondent sur la partie indemnisation   au dela de ca il faut revoir l accueil  pas agreable   presse   se debarrasse  si l accueil etait different ca changerait beaucoup de choses j ai deja eu une jeune femme en ligne tres sympathique ;1;['person', 'repondent', 'indemnis', 'revoir', 'press', 'debarr', 'chang', 'jeun', 'femm', 'sympath'];person repondent indemnis revoir press debarr chang jeun femm sympath;0
