Description;telephone;Description_2;Description_3;clusters
bonjour   en date du 03 janvier 2022 a 12h59  j ai eu une conversation telephonique avec un odieux personnage du pole emploi choisy le roi  je tiens a preciser a cette personne visiblement mal dans sa peau qu elle n est pas tenue de venir travailler si c est pour afficher son ennui et son irritabilite au  boulot   dans ce cas il serait  plus que  judicieux de laisser votre place a quelqu un d autre  ce qui vient d arriver est inadmissible   vous etes  et je pese mes mots  une honte  apprenez a vous adresser correctement aux gens  vous n avez aucun larbins ici bas    cdt;1;['03', '12h59', 'odieux', 'personnag', 'choisy', 'roi', 'person', 'visibl', 'peau', 'tenu', 'ennui', 'irritabilit', 'boulot', 'judici', 'vient', 'inadmissibl', 'pes', 'appren', 'larbin', 'cdt'];03 12h59 odieux personnag choisy roi person visibl peau tenu ennui irritabilit boulot judici vient inadmissibl pes appren larbin cdt;1
depuis le mois d avril 2022 j ai sollicite plusieurs fois un rendez vous avec ma conseillere sans succes a la date actuelle   je lui ai envoye des mails  je suis allee a l agence pour demander le rendez vous personnellement  les agents m ont ecoute et m ont promis de lui passer ma solicitude    mais pas de rendez vous ni d appel telephonique de sa part  j ai le status rqth depuis octobre 2021  la personne responsable dans ma ville m a envoye a pole emploi solliciter un conseiller caf  la personne responsable m a indique ne pas pouvoir m ecouter sans autorisation de ma conseillere     et ma conseillere ne repond pas a mes mails   et j ai besoin  de travailler  merci;1;['succ', 'actuel', 'agenc', 'personnel', 'agent', 'prom', 'solicitud', 'status', 'rqth', 'person', 'respons', 'caf', 'person', 'respons', 'autoris'];succ actuel agenc personnel agent prom solicitud status rqth person respons caf person respons autoris;-1
la nouvelle interface de declaration mensuelle pole emploi a une ergonomie completement ratee  anxiogene  qui prend plus de temps a remplir que precedemment sans apporter plus d information  et pousse a l erreur par de nombreux defauts   trop de pages  de boutons en cascade  de champs de saisie disperses et peu lisibles   et il faut meme faire des fausses declarations pour completer le formulaire  information confirmee par un conseiller pole emploi consulte par telephone    pour une micro entreprise sans activite ni chiffre d affaire  je dois declarer mensuellement 1h de travail et 1 euro de revenu  avec aucune de possibilite de joindre de fichier de declaration urssaf sur cette page  je dois aller le faire a part dans  mes echanges    autre gros defaut du site de pole emploi   pas d envoi systematique des courriers sur l adresse courriel personnelle de l usager  il faut se rendre sur leur site pour etre certain de ne rien rater  quelle serait notre vie s il fallait visiter tous nos comptes d administrations  de prestataires  d employeurs  de sante  de fournisseurs de services et d energies pour relever notre courrier chez eux   tous ces organismes envoient au minimum un avis dans la boite courriel personnelle de leur interlocuteur  pole emploi est le seul organisme a imposer de relever les courriers dans son interface web  c est injustifie ;1;['interfac', 'declar', 'ergonom', 'rate', 'anxiogen', 'apport', 'pouss', 'defaut', 'bouton', 'cascad', 'dispers', 'lisibl', 'declar', 'formulair', 'confirme', 'micro', 'affair', 'declar', '1h', 'declar', 'urssaf', 'defaut', 'courri', 'courriel', 'personnel', 'usag', 'rat', 'visit', 'compt', 'administr', 'prestatair', 'employeur', 'sant', 'fournisseur', 'servic', 'energ', 'courri', 'envoient', 'courriel', 'personnel', 'interlocuteur', 'impos', 'courri', 'interfac', 'web', 'injustif'];interfac declar ergonom rate anxiogen apport pouss defaut bouton cascad dispers lisibl declar formulair confirme micro affair declar 1h declar urssaf defaut courri courriel personnel usag rat visit compt administr prestatair employeur sant fournisseur servic energ courri envoient courriel personnel interlocuteur impos courri interfac web injustif;1
ca fait 2 mois que je ne peux pas faire une declaration de situation sur le site internet de pole emploi  au telephone  quand j arrive a les joindre  ils m incitent a faire une fausse declaration   de declarer 1 heure de travail pour les lignes d employeurs qui bloquent la page  ou de declarer les heures travaillees sur un faux employeur qui bloque ma page aussi  j ai contacte un conseiller juridique et l urssaf   ils me deconseille de le faire car c est une raison de radiation   faire une fausse declaration  et pole emploi  ou leur logiciel  pourra me radier automatiquement puisque ca ne correspond pas aux declarations faites par mes employeurs enregistres pas l urssaf  alors apres pour revenir en tant que demandeur d emploi dans leur logiciel  ca va etre mission impossible   faire une demande de mediateur  passer devant un tribunal administratif  etc   ;1;['declar', 'internet', 'incitent', 'declar', 'declar', 'employeur', 'bloquent', 'declar', 'employeur', 'contact', 'jurid', 'urssaf', 'deconseil', 'declar', 'radi', 'declar', 'employeur', 'urssaf', 'reven', 'mediateur', 'tribunal', 'administr'];declar internet incitent declar declar employeur bloquent declar employeur contact jurid urssaf deconseil declar radi declar employeur urssaf reven mediateur tribunal administr;-1
apres plusieurs appels aupres du 3949  on me dit systematiquement qu il est impossible de repondre a mes questions  je suis travailleur frontalier habitant en france sur le point de demissionner pour creer une entreprise     et que je dois m orienter vers un conseiller indemnisation  mais comme je ne suis pas inscrite a pole emploi  je ne peux pas avoir cette personne en ligne mais uniquement par mail   on me demande donc d aller sur le site et de trouver le lien  nous contacter   sauf que ce lien n oriente absolument pas vers une adresse mail mais vers d autres situations qui ne correspondent pas a la mienne ni a mes questions  je rappelle le 3949    desoles mais on ne peut rien pour vous  pourtant j avais des questions tres importantes pour ma situation   un grand merci a pole emploi pour son aide ;1;['3949', 'travailleur', 'frontali', 'habit', 'demission', 'orient', 'indemnis', 'inscrit', 'person', 'lien', 'contact', 'lien', 'orient', 'correspondent', 'mien', '3949', 'desol'];3949 travailleur frontali habit demission orient indemnis inscrit person lien contact lien orient correspondent mien 3949 desol;-1
demarche pretendument simplifiee en realite plus compliquee et beaucoup plus intrusive  je suis autoentrepreneuse et auteure et je rencontre de nombreux problemes avec le nouveau formulaire     il ne prend pas en compte les revenus d auteur  et ses particularites  comme la declaration automatique par les editeurs a l urssaf limousin  un autre organisme que l urssaf  les cotisations sociales differentes des autoentrepreneurs et directement prelevees par les editeurs  soit non payees en differe      tout cela se fait evidemment au detriment des auteurs  qui risquent notamment d etre preleves deux fois des cotisations sociales    en tant qu autoentrepreneur  on peut parfois ne rien gagner certains mois  meme si on a travaille  prospection  compta  administratif      activites non remuneratrices   le nouveau formulaire refuse qu on mette qu on a travaille 0h dans le mois  mais si on met qu on a travaille un certain nombre d heures sans remuneration  en toute honnetete  cela arrive   comment est calcule le tarif horaire par pole emploi   en negatif   est ce ce type de revenus qui sera calcule pour nos retraites futures   et pourquoi nous demander le nombre de jours  en plus des heures travaillees   en quoi cette information est utile a pole emploi   a quoi va t elle leur servir  et comment cela va t il etre utilise dans le calcul des indemnites et des retraites   je me pose des questions sur ce nouveau systeme  qui arrive curieusement en meme temps que la reforme des retraites  pourquoi on nous demande tant de choses qui n etaient pas demandees avant   pourquoi ce nouveau formulaire est presente comme une simplification alors qu il rend l actualisation beaucoup plus complexe   pourquoi ce nouveau formulaire n a pas ete accompagne d explications et de transparence   pourquoi certains cas particuliers sont tout simplement ignores   les conseillers contactes n ont pas su m eclairer ni m aider a remplir le formulaire  je soupconne qu ils soient aussi perdus que moi   ;1;['demarch', 'pretendu', 'simplifie', 'complique', 'intrus', 'autoentrepren', 'auteur', 'formulair', 'compt', 'revenus', 'auteur', 'particularit', 'declar', 'editeur', 'urssaf', 'limousin', 'urssaf', 'autoentrepreneur', 'preleve', 'editeur', 'paye', 'differ', 'detr', 'auteur', 'risquent', 'prelev', 'autoentrepreneur', 'prospect', 'compt', 'administr', 'remuner', 'formulair', '0h', 'remuner', 'honnetet', 'tarif', 'horair', 'revenus', 'retrait', 'futur', 'util', 'serv', 'indemnit', 'retrait', 'system', 'curieux', 'reform', 'retrait', 'demande', 'formulair', 'formulair', 'transparent', 'ignor', 'contact', 'eclair', 'formulair', 'soupcon', 'perdus'];demarch pretendu simplifie complique intrus autoentrepren auteur formulair compt revenus auteur particularit declar editeur urssaf limousin urssaf autoentrepreneur preleve editeur paye differ detr auteur risquent prelev autoentrepreneur prospect compt administr remuner formulair 0h remuner honnetet tarif horair revenus retrait futur util serv indemnit retrait system curieux reform retrait demande formulair formulair transparent ignor contact eclair formulair soupcon perdus;1
j ai 39 ans et je tiens a temoigner qu en 20 ans pole emploi ex anpe a refuse toutes mes demandes de formation et ne m a jamais rien propose d autre  me laissant totalement au chomage  de plus j ai egalement ete victime de tentative de piratage et phishing et vols sur mon compte bancaire a cause d annonces frauduleuses qu ils laissaient deliberement courir sur leur site durant plus d une decennie  je me suis aussi senti humilie par certains conseillers de chez eux ou de divers organismes qui ne m ont pas ecoute et m ont meme traite de mytho et toujours dit  non  sans jamais avoir meme a se justifier et qu ils m ont impose notamment  activ projet   qui ont toujours aide a  ameliorer  mon cv vide pour la france     et qui ont non seulement denigre mes competences et refuse toute aide mais egalement harcele de rdv inutiles en me faisant tourner dans des quartiers mal frequentes et eloignes de chez moi afin de me decourager et degouter et afin de me faire craquer pour que je signe de fausses declarations comme quoi je ne desirais plus chercher d emploi ni me former ou bien refusais des offres lamentables payees au smic pour un niveau d etude bac  4   leurs employes ne sont pas controles  et ecrivent ce qui leur plait dans votre dossier auquel vous n avez pas acces  et inventent meme des lois et regles qui n existent pas pour justifier leurs refus d aide a la formation et ensuite nient tout en bloc si vous parlez avec eux au telephone  ils m ont aussi impose des enquetes metiers et a faire et refaire absolument pour rien  cet organisme sert a verser le chomage ou controler  plus ou moins car les profiteurs profitent et ceux qui en ont besoin sont radies  les droits au rsa pour uniques roles et services offerts   ne parlons pas des bogues informatiques ou encore des fonctionnalites defaillantes et de leurs tres facheuses consequences  l afpa pendant des annees me sort que leurs sessions de formation sont completes le jour meme de leur ouverture sur leur site  fou ;1;['39', 'temoign', 'ex', 'anpe', 'format', 'chomag', 'victim', 'tentat', 'piratag', 'phishing', 'vol', 'compt', 'bancair', 'fraudul', 'deliber', 'decen', 'humil', 'diver', 'mytho', 'impos', 'vid', 'denigr', 'harcel', 'rdv', 'quarti', 'frequent', 'eloign', 'decourag', 'degout', 'craqu', 'declar', 'des', 'offre', 'paye', 'smic', 'etud', 'bac', 'ecrivent', 'plait', 'dossi', 'auquel', 'inventent', 'lois', 'existent', 'format', 'nient', 'bloc', 'parl', 'impos', 'enquet', 'refair', 'chomag', 'profiteur', 'profitent', 'rad', 'rsa', 'uniqu', 'rol', 'servic', 'offert', 'parlon', 'bogu', 'fonctionnalit', 'defaill', 'facheux', 'afpa', 'session', 'format', 'ouvertur', 'fou'];39 temoign ex anpe format chomag victim tentat piratag phishing vol compt bancair fraudul deliber decen humil diver mytho impos vid denigr harcel rdv quarti frequent eloign decourag degout craqu declar des offre paye smic etud bac ecrivent plait dossi auquel inventent lois existent format nient bloc parl impos enquet refair chomag profiteur profitent rad rsa uniqu rol servic offert parlon bogu fonctionnalit defaill facheux afpa session format ouvertur fou;-1
bonjour  je vous contacte afin de vous faire part de mon etonnement d avoir percu environ 400  alors que je viens de faire une simulation sur votre plateforme pole emploi en declarant 215  pour 22h de travail effectue et le simulateur annonce environ 630  d allocations alors pourquoi je ne percois que 400    c est honteux  j ai cotise pendant 1 an pour rien  si j avais su je n aurais jamais repris le travail car trop de complication et de manque a gagner  du coup je vais rompre le contrat avec mon employeur car le peu que je gagne couvre a peine mes frais de deplacement  alors si je comprends bien  mieux vaut rester chez soi et percevoir les 760  d allocation plutot que de travailler quelques heures dans le mois en plus  je ne suis pas paye le 2 janvier comme convenu et on me retire presque la moitie de mes allocations a cause d une fiche de paye que je n avais pas encore recue  pourtant j ai bien declare mes heures du mois de decembre le 28  c est honteux et je n ai plus aucune confiance dans le service public car j essaie d etre le plus transparent possible et de faire mes declarations en temps et en heures  mais apparemment l honnetete ne paye pas  du coup je vais rompre le contrat avec mon employeur  ca m evitera toutes ces deconvenues qui me mettent dans une tres mauvaise posture  cordialement ;1;['contact', 'eton', '400', 'simul', 'plateform', 'declar', '215', '22h', 'simul', '630', 'alloc', 'percois', '400', 'repr', 'rompr', 'contrat', 'employeur', 'couvr', 'frais', 'vaut', 'soi', 'percevoir', '760', 'alloc', 'pay', 'convenu', 'retir', 'moit', 'alloc', 'pay', 'declar', 'servic', 'transparent', 'declar', 'apparent', 'honnetet', 'pay', 'rompr', 'contrat', 'employeur', 'deconvenu', 'mettent', 'postur'];contact eton 400 simul plateform declar 215 22h simul 630 alloc percois 400 repr rompr contrat employeur couvr frais vaut soi percevoir 760 alloc pay convenu retir moit alloc pay declar servic transparent declar apparent honnetet pay rompr contrat employeur deconvenu mettent postur;-1
et oui  j ai ete radiee  pourquoi  parce que je travaille dans la fonction publique comme vacataire et que je n ai pas les papiers a temps  jamais les bons  bravo  je suis seule avec deux enfants   ;1;['radie', 'vacatair'];radie vacatair;-1
suite a une reorientation en octobre  2021  je suis restee 8 mois sans ecole et j ai donc trouve un petit job   a la rentree 2022  inscription en poche dans ma nouvelle ecole pour des etudes qui me plaisent enormement  j ai contracte un pret etudiant   j ai attendu 3 mois avant de me presenter a pole emploi mais j obtiens comme reponse que je n ai pas le droit au chomage car j ai demissionne d un cdi  grande deception   j ai travaille et aurais pu percevoir une belle somme me dit la conseillere  mais rien apres une demission  elle insiste lourdement  je pleure en la quittant   apres renseignement  je pensai avoir le droit a une bourse  mais voila que j ai appele le crous 3 jours trop tard     je peux donc rester sombrer un peu plus dans la precarite  je n ai le droit a rien  je ne suis rien qu une petite etudiante a qui la societe ne laissera aucune chance de s en sortir  comme bon nombre de francais  mes parents se levent tous les jours pour travailler  jamais d aide pour eux et en cascade pour moi  c est miserable ;1;['reorient', 'reste', 'ecol', 'job', 'rentre', 'poch', 'ecol', 'etud', 'plaisent', 'contract', 'pret', 'etudi', 'attendu', 'obtien', 'repons', 'chomag', 'demission', 'cdi', 'decept', 'percevoir', 'somm', 'demiss', 'insist', 'lourd', 'pleur', 'quitt', 'bours', 'crous', 'sombr', 'precarit', 'etudi', 'levent', 'cascad', 'miser'];reorient reste ecol job rentre poch ecol etud plaisent contract pret etudi attendu obtien repons chomag demission cdi decept percevoir somm demiss insist lourd pleur quitt bours crous sombr precarit etudi levent cascad miser;2
voila plus de 6 mois que je suis inscrit comme demandeur d emploi  durant ces 6 mois j ai enchaine les demandes de justificatifs  les refus et de nombreuses explications fumeuses quant aux raisons qui font que je ne suis toujours pas indemnise  ces conseillers indemnisation doivent probablement avoir trop de dossier a gerer  mais la legerete avec laquelle ils repondent est scandaleuse  je plains les personnes vulnerables ou en difficulte sociale qui doivent affronter ce broyeur social  si j avais fait preuve d autant de legerete dans mon emploi prive  les consequences auraient ete graves et je n aurais pas tenu un mois  bon courage a tous ceux dont la situation est complexe  hors du standard   ;1;['inscrit', 'enchain', 'justif', 'nombreux', 'fumeux', 'raison', 'indemnis', 'indemnis', 'probabl', 'dossi', 'legeret', 'repondent', 'scandal', 'plain', 'person', 'vulner', 'affront', 'broyeur', 'legeret', 'grav', 'tenu', 'courag', 'hor', 'standard'];inscrit enchain justif nombreux fumeux raison indemnis indemnis probabl dossi legeret repondent scandal plain person vulner affront broyeur legeret grav tenu courag hor standard;-1
suite de mon post du 09 12 2022  ma conseillere pole emploi m a renvoye un courriel quasi identique a l initial  celui ci a neanmoins ete precede d un appel telephonique de ma conseillere pole emploi au cours duquel elle m a precise qu il n y avait aucun texte reglementaire relatif au courrier intitule   chomage indemnise   regularisation de carriere     comment est ce possible qu il n existe aucun texte reglementaire   comment esperer que renouveler ma demande de ce courrier  chomage indemnise   regularisation de carriere  sans reference a un texte reglementaire me permette d atteindre un resultat different aupres de mes caisses de retraite   pourquoi le releve de carriere n est il pas suffisant   arcanes administratifs qui mettent les administres face a une situation kafkaienne traumatisante ;1;['09', 'renvoy', 'courriel', 'quas', 'ident', 'initial', 'neanmoin', 'preced', 'duquel', 'reglementair', 'courri', 'intitul', 'chomag', 'indemnis', 'reglementair', 'renouvel', 'courri', 'chomag', 'indemnis', 'reglementair', 'atteindr', 'caiss', 'retrait', 'arcan', 'administr', 'mettent', 'administr', 'fac', 'kafkaien', 'traumatis'];09 renvoy courriel quas ident initial neanmoin preced duquel reglementair courri intitul chomag indemnis reglementair renouvel courri chomag indemnis reglementair atteindr caiss retrait arcan administr mettent administr fac kafkaien traumatis;1
bonjour   voila un peu moins de 3 mois que je suis au chomage et je n ai toujours pas eu d entretien telephonique ni de rendez vous ni de mail de ma conseillere pole emploi   le probleme est que je souhaite integrer une formation  qui m a ete recommande par une branche specifique de pole emploi  a laquelle j ai ete admis   on me demande desormais de prendre contact avec la dite conseillere pour suivre les demarche d inscription  la formation demarrant dans moins de 15 jours   il serait tres appreciable que pour un service sense aider a un retour a l emploi et a la formation  qu il y ai plus de reactivite  inferieur a 2 semaines serait le minimum de la decence  concernant certains sujets urgents  plutot que de seulement envoyer des notifications de rendez vous pour dans 2 mois   cordiamement ;1;['chomag', 'integr', 'format', 'recommand', 'branch', 'specif', 'admis', 'contact', 'demarch', 'format', 'demarr', 'appreci', 'servic', 'sens', 'format', 'reactivit', 'inferieur', 'decenc', 'urgent', 'cordiam'];chomag integr format recommand branch specif admis contact demarch format demarr appreci servic sens format reactivit inferieur decenc urgent cordiam;0
pole emploi a plus d un mois de retard sur le paiement de mes allocations  et cette situation dure depuis plusieurs mois  leurs services sont injoignable  autant le 3949 ou aucun conseiller n est joignable  que le conseiller referent qui ne repond a aucun mail  plusieurs reclamations ont ete envoyees  mais a chaque fois une reponse ubuesque a ete apportee   il faut appeler le 3949  ou encore  veuillez prendre contact avec votre conseiller referent   alors qu aucun ne repond   ces retard de paiement entrainent des frais chaque mois  et la situation n avance pas ;1;['retard', 'pai', 'alloc', 'servic', 'injoign', '3949', 'joignabl', 'reclam', 'envoye', 'repons', 'ubuesqu', 'apporte', '3949', 'contact', 'retard', 'pai', 'entrainent', 'frais'];retard pai alloc servic injoign 3949 joignabl reclam envoye repons ubuesqu apporte 3949 contact retard pai entrainent frais;1
j ai ete au chomage d avril 2020 a aout 2021  ma caisse de retraite demande un justificatif des periodes indemnisees  j appelle pole emploi et on me repond    vous devez demander un rendez vous a l agence et vous rendre sur place pour faire votre demande et obtenir ce document   de plus  je suis handicape     ;1;['chomag', 'caiss', 'retrait', 'justif', 'indemnise', 'agenc', 'docu', 'handicap'];chomag caiss retrait justif indemnise agenc docu handicap;2
j ai suivi la nouvelle procedure sans probleme car elle est tres lisible  mais a mon grand etonnement  si les dates de travail etaient bonnes  les montant enregistres ne correspondaient pas a mes documents  edites par un autre organisme public  le guso  et il n y avait aucun moyen de les rectifier  j ai depose une reclamation car je ne pouvais joindre personne au telephone ni me deplacer car j etais malade  sans reponse rapide et la date limite approchant  j ai du terminer la procedure de declaration avec les chiffres pre enregistres et donc faire une declaration sur l honneur contenant des chiffres errones   il y a la un gros dysfonctionnement ;1;['procedur', 'lisibl', 'eton', 'docu', 'edit', 'guso', 'rectifi', 'reclam', 'person', 'malad', 'repons', 'approch', 'procedur', 'declar', 'declar', 'honneur', 'conten', 'erron'];procedur lisibl eton docu edit guso rectifi reclam person malad repons approch procedur declar declar honneur conten erron;-1
suite a plusieurs entretiens avec un conseiller de pole emploi  celui ci m a clairement dit que je ne pouvait pas faire mon metier sans meme s informer sur celui ci   je suis specialise depuis 15 ans en renovation du bati ancien et construction durable en cabinet d architecture  je viens de terminer une remise a niveau en bim  selon mon conseiller je dois chercher dans un  bureau d etude qui fait de la plomberie ou dans le beton arme sous pretexte qu il y a des offres  or je ne suis pas specialise dans ces domaines  et cela n a rien a voir avec mes competences   ca fait des annees que j entend ce discours a chaque passage chez pole emploi  il serait temps de faire des agences par specialite comme le font les agences d interim   au passage vos prestataires  c est pareil  meconnaissance du metier mais quand on leur demande des  conseils  ils ne savent pas quoi repondre   cordialement ;1;['specialis', 'renov', 'construct', 'durabl', 'cabinet', 'architectur', 'remis', 'bim', 'selon', 'bureau', 'etud', 'plomber', 'beton', 'arme', 'pretext', 'offre', 'specialis', 'domain', 'entend', 'discour', 'passag', 'agenc', 'specialit', 'agenc', 'interim', 'passag', 'prestatair', 'pareil', 'meconnaiss', 'savent'];specialis renov construct durabl cabinet architectur remis bim selon bureau etud plomber beton arme pretext offre specialis domain entend discour passag agenc specialit agenc interim passag prestatair pareil meconnaiss savent;-1
madame  monsieur   veuillez accepter d avance mes remerciements pour votre comprehension  sinon votre ecoute   ce n est pas mon  ressenti  mais  bel et bien  mon veritable vecu en ligne  sur le site du pole emploi  parce qu aucun creneau horaire ne demeure disponible je ne suis plus recu en agence  alors que je n entends pas bien par telephone  parce que je n ai un bon appareil  ni un bon reseau ou une bonne audition  malheureusement et  malgre moi   j en suis donc desole   sincerement   un minuscule quinquagenaire;1;['creneau', 'horair', 'demeur', 'agenc', 'entend', 'appareil', 'reseau', 'audit', 'desol', 'sincer', 'minuscul', 'quinquagenair'];creneau horair demeur agenc entend appareil reseau audit desol sincer minuscul quinquagenair;-1
a plusieurs reprises  et notamment hier  j ai voulu appeler pole emploi car j avais un besoin imperatif  des le decrochage  le serveur vocal disait  a chaque fois que pole emploi avait tente de me joindre  et que si je n avais pas reussi a les contacter entre temps  je devais appeler le 3939 et ca raccrochait    a chaque appel  le message etait le meme  aucun autre message ou possibilite de choix n etait donne   c est insupportable pour une plateforme de service public   je ne sais plus quoi faire  ;1;['hi', 'imper', 'decrochag', 'serveur', 'vocal', 'contact', '3939', 'raccroch', 'insupport', 'plateform', 'servic'];hi imper decrochag serveur vocal contact 3939 raccroch insupport plateform servic;-1
suite fin de missions interim en decembre 2022  prise de contact avec pole emploi  avec  ma  conseillere et via mon espace  debut janvier 2023 pour transmettre les justificatifs en vue de leur etude et indemnisation mensuelle  le 23 janvier 2023  j apprends  parce que je telephone au 3949 et que j attends 20 minutes  qu il me faudra attendre quelques semaines   je ne vis pas d amour et d eau fraiche  helas  defaut de communication gravissimes ;1;['interim', 'contact', 'justif', 'etud', 'indemnis', '23', 'apprend', '3949', 'attend', 'amour', 'eau', 'fraich', 'hel', 'defaut', 'gravissim'];interim contact justif etud indemnis 23 apprend 3949 attend amour eau fraich hel defaut gravissim;-1
le site de pole emploi est tres complique d utilisation avec des termes tres normes  par exemple  pour signaler que nous allons effectuer une pmsmp  cela n existe pas en ces termes  ll a fallu que j aie un echange avec ma conseillere pour savoir ou l indiquer dans mon espace   a la fin de la journee tout allait bien car j ai passe 30 mn en echange telephonique avec ma conseillere afin qu elle m explique le langage informatique et le fonctionnement de ce site   pour des services publics plus proches  plus simples et plus efficaces  il faut juste embaucher plus d agents en cdi et non en cdd   ce qui est le cas  qu ils ne se sentent pas aussi precaires et demunis que nous  afin de favoriser le contact humain et eviter des problemes informatiques qui font perdre du temps et de l energie a tout le monde  je sais bien que cette information ne sera ni remontee ni ne changera les choses  il est quand meme juste de le signaler  merci;1;['norm', 'allon', 'pmsmp', 'll', 'fallu', 'allait', 'mn', 'langag', 'servic', 'simpl', 'efficac', 'agent', 'cdi', 'cdd', 'sentent', 'precair', 'demun', 'favoris', 'contact', 'energ', 'remonte', 'chang'];norm allon pmsmp ll fallu allait mn langag servic simpl efficac agent cdi cdd sentent precair demun favoris contact energ remonte chang;-1
bonsoir  voici 8 mois que j attends la notification de rejet    le 8 avril 2022  se termine mon dernier cdd  j ai depose un dossier aupres de la cnav pour obtenir la notification de rejet de ma retraite  le 30 avril 2022  j ai 62 ans  le 25 mai  apres quelques difficultes  adresse erronee et donc non reception du dossier  puis dossier recu incomplet  puis reception par mail alors qu initialement on m informait que le dossier devait imperativement m etre transmis par courrier  bref le 25 mai dossier complet  a preciser que je ne dispose que de 152 trimestres  2 trimestres manquants  j ai transmis le contrat du club med mais depuis 8 mois  il n est pas pris en compte     donc d evidence c est un rejet de la demande de retraite  et bien malgre mes multiples appels  dont pour le dernier il m a ete repondu  votre dossier n est pas le seul que l on ait a traiter   mes lettres rar  dont une au directeur general de la cnav  et mail  la derniere reponse date du mois de novembre  votre dossier necessite une etude approfondie   a part ces 2 trimestres manquants dont j ai fourni copie du contrat signe  il n y a rien a changer   par ailleurs  avec 152 trimestres  il est evident que je ne peux pas ouvrir mes droits a la retraite   je suis sans indemnites de chomage  depuis le 30 avril 2022  toutes les economies y sont passees  j ai emprunte et j attends toujours  je ne trouve aucun autre contrat  je trouve scandaleux  a l heure ou se discute une nouvelle reforme sur l allongement de la retraite  de voir mon are suspendue  je vais envoyer ce courrier aux syndicats en esperant qu ils s en saisissent pour expliquer la situation des precaires en fin de carriere et denoncer l absence de reponsabilites de la cnav  organisme d etat  ainsi que du ministere concerne  et s il y a un retard dans le delai de traitement de nos dossiers  je ne suis pas la seule dans ce cas  il faut embaucher des vieux chomeurs  civilites distinguees ;1;['bonsoir', 'voic', 'attend', 'cdd', 'dossi', 'cnav', 'retrait', 'errone', 'dossi', 'dossi', 'incomplet', 'initial', 'dossi', 'imper', 'courri', 'dossi', 'dispos', '152', 'contrat', 'club', 'med', 'compt', 'retrait', 'dossi', 'rar', 'directeur', 'cnav', 'repons', 'dossi', 'necessit', 'etud', 'approfond', 'contrat', '152', 'retrait', 'indemnit', 'chomag', 'passe', 'emprunt', 'attend', 'contrat', 'scandal', 'discut', 'reform', 'allong', 'retrait', 'suspendu', 'courri', 'syndicat', 'precair', 'denonc', 'absenc', 'reponsabilit', 'cnav', 'minister', 'retard', 'dossi', 'vieux', 'civilit', 'distingue'];bonsoir voic attend cdd dossi cnav retrait errone dossi dossi incomplet initial dossi imper courri dossi dispos 152 contrat club med compt retrait dossi rar directeur cnav repons dossi necessit etud approfond contrat 152 retrait indemnit chomag passe emprunt attend contrat scandal discut reform allong retrait suspendu courri syndicat precair denonc absenc reponsabilit cnav minister retard dossi vieux civilit distingue;-1
bonjour  suite a conversation telephonique avec un conseiller pole emploi  joint au 3949 apres une multitudes de choix demandes par l assistant vocal      impossible  comme demande par le conseiller  de communiquer via le site l acte de deces de mon conjoint  en vous remerciant pour votre attention ;1;['joint', '3949', 'multitud', 'vocal', 'communiqu', 'acte', 'dec', 'conjoint', 'remerci'];joint 3949 multitud vocal communiqu acte dec conjoint remerci;-1
les services publics sont censes etre au service du public et adaptes au besoin de chacun selon sa situation  chomeur de longue duree  je percois une allocation solidarite et je ne peux subvenir qu a des besoins les plus rudimentaires  d autant plus qu aucune reevaluation par rapport a l inflation n a ete propose pour aider les plus precaires   dans ce contexte pole emploi  vient de deployer une nouvelle mise a jour de son application mobile incompatible avec la generation de telephone comme celui dont je dispose  samsung j1 2016  et je ne peux plus utiliser les services du pole emploi sur mon telephone mobile  l etat participe donc a l obsolescence programmee en mettant a l ecart de ses services les personnes qui sont les plus precaires et ne beneficient pas des equipements numeriques derniers cris   l etat envisage t il de donner des bons d achat en telephonie portable pour permettre aux plus precaires d acheter un nouveau telephone pour permettre une egalite d acces a ses services numeriques  ;1;['servic', 'servic', 'selon', 'dure', 'percois', 'alloc', 'solidarit', 'subven', 'besoin', 'rudimentair', 'reevalu', 'inflat', 'precair', 'context', 'vient', 'deploi', 'mobil', 'incompatibl', 'gener', 'dispos', 'samsung', 'j1', '2016', 'servic', 'mobil', 'obsolescent', 'programme', 'ecart', 'servic', 'person', 'precair', 'beneficient', 'equip', 'numer', 'derni', 'cris', 'envisag', 'achat', 'portabl', 'permettr', 'precair', 'achet', 'permettr', 'egalit', 'servic', 'numer'];servic servic selon dure percois alloc solidarit subven besoin rudimentair reevalu inflat precair context vient deploi mobil incompatibl gener dispos samsung j1 2016 servic mobil obsolescent programme ecart servic person precair beneficient equip numer derni cris envisag achat portabl permettr precair achet permettr egalit servic numer;-1
