Description;telephone;Description_2;Description_3;clusters
je viens d etre en ligne avec un conseille qui m a raccroche au nez 2 fois    m insulte et en plus de ca est incompetent ne comprend rien ce que je lui dit par telephone  c est inadmissible je suis choque de ce comportement   parler comme ca aux gens    j espere que cette personne se fera remonter les bretelles etant profession egalement je ne suis jamais tomber sur une personne comme ca au telephone  ;1;['raccroch', 'nez', 'insult', 'incompetent', 'inadmissibl', 'choqu', 'person', 'remont', 'bretel', 'profess', 'tomb', 'person'];raccroch nez insult incompetent inadmissibl choqu person remont bretel profess tomb person;2
j ai ete contacte par une conseillere pole emploi par rapport a mon dossier allocations chomage et la personne parler d une facon agressif  manque de courtoisie a la limitej ai compris pourquoi vous etes  inscrit pour avoir votre allocation chomage c est incroyable mais vrai ;1;['contact', 'dossi', 'alloc', 'chomag', 'person', 'agress', 'courtois', 'limitej', 'compr', 'inscrit', 'alloc', 'chomag'];contact dossi alloc chomag person agress courtois limitej compr inscrit alloc chomag;1
j avais un rendez vous en ligne  mais ils ne m appellent pas    ;1;['appellent'];appellent;-1
message pour la dame que j ai eu chez vous pour l offre d emploi de chez hermes  madame  desole si ma presentation orale ne vous convenait pas cependant vous etes pole emploi et etes la pour nous corriger sur ce genre de choses et non pour nous faire comprendre que nous sommes minable  apres ca ne m atteint pas et heureusement que tout le monde n est pas comme vous;1;['offre', 'herm', 'desol', 'oral', 'conven', 'cepend', 'minabl', 'atteint'];offre herm desol oral conven cepend minabl atteint;2
je met une etoile car je ne peux pas mettre en dessous   personnel incompetents  aucun savoir au sein de cette agence panne informatique recurrente et obligation de se deplacer en agence car en 2023 rien ne se fais pas telephone malheureusement   radie les personne sans raison et les met en arret egalement sans raison  ;1;['dessous', 'personnel', 'incompetent', 'sein', 'agenc', 'pann', 'recurrent', 'agenc', 'person'];dessous personnel incompetent sein agenc pann recurrent agenc person;-1
  ;1;[];;-1
3 mois que j essaie d avoir un p tain de rdv telephonique pour pouvoir faire une formation  sur le site il n ont jamais de rdv telephonique de disponible   oui depuis 3 mois je regarde tout les jours     un jour ils ont reussi a appeler ma mere alors qu il ont tres bien mon numero   c est aberrant   honteux   ;1;['p', 'tain', 'rdv', 'format', 'rdv', 'regard', 'mer', 'aberr'];p tain rdv format rdv regard mer aberr;-1
pas mal de choses poussent probleme malheureusement  tres peux d aspect positifs  pour commencer j ai appele pour avoir quelques informations et un peu d aide pour mon premier boulot  et j avais clairement l impression de faire ch   la conseillere  on dirait qu elle avait mieux a faire que son travail   et en plus madame me raccroche au nez   c est extremement dommage que ceux qui aident les jeunes pour le travail soit si peux investis   apres on vas les entendre dire que les jeunes sont des bons a rien    apres niveau horaire n en parlons pas cette ouvert que le matin ce qui est tres dommage   et oui les conseillers ne font pas extremement propres   ;1;['poussent', 'aspect', 'boulot', 'impress', 'ch', 'dir', 'raccroch', 'nez', 'extrem', 'aident', 'jeun', 'invest', 'vas', 'entendr', 'jeun', 'horair', 'parlon', 'ouvert', 'extrem', 'propr'];poussent aspect boulot impress ch dir raccroch nez extrem aident jeun invest vas entendr jeun horair parlon ouvert extrem propr;2
le service telephonique de pole emploi est vraiment nul     pour avoir un simple renseignement  je vais devoir encore me deplacer    et c est pas la premiere fois     j habite a 20 km  ca fait cher le renseignement   ;1;['servic', 'habit', 'km', 'cher'];servic habit km cher;2
interlocutrice tres hautaine au telephone  un ton condescendant et meprisant ;1;['interlocutric', 'hautain', 'condescend', 'mepris'];interlocutric hautain condescend mepris;2
je sais pas si ya pire qu eux  jamais jbai vue ma conseillere en un an d inscription  et je suis radiee a cause d un rdv que moi meme j ai pris sur le site et le jour j j ai pas pu aller  j ai bien prevenu la personne au telephone qui m avait dit y a aucun soucis ;1;['ya', 'jbai', 'radie', 'rdv', 'prevenu', 'person', 'souc'];ya jbai radie rdv prevenu person souc;-1
pour definition  ne sert a rien   prendre un rdv perdre une demi journee pour arriver et me dire vous venez pourquoi en sachant qu on avait parle de mes projets par mail   aucun travail sur le rdv et par telephone plus hautaine c est du jamais vu   il faudrait peut etre leur rappeler que ce ne sont que des conseillers pole emploi et rien d autre   donc donner des lecons de vies a d autre   a fuir    ;1;['definit', 'rdv', 'dem', 'rdv', 'hautain', 'lecon', 'vi', 'fuir'];definit rdv dem rdv hautain lecon vi fuir;2
j avais un entretien telephonique    important pour moi   j ai recu ni d appels  ni de mail pour avertir sur le faite qu ils appelleront pas  ni excuse  je trouve ca inadmissible  surtout que lorsque que c est nous qui a 2mn de retard  on se prend des menaces de radiation  a devoir faire une lettre d excuse avec justificatif etc  et quand c est eux nous devons rien dire  c est de l abus  manque de professionnalisme et de serieux ;1;['avert', 'inadmissibl', '2mn', 'retard', 'justif', 'devon', 'abus', 'professionnal'];avert inadmissibl 2mn retard justif devon abus professionnal;-1
vous etes fideles a votre reputation pas de doute    un rdv annule aujourd hui sans avis mais en ayant bien pris soin a l accueil du pole emploi de saint quentin en yvelines de bien vouloir attendre mon  conseiller qui etait en fait absent   puis un numero a appeler pour joindre la conseillere dont le repondeur vous  demande de rappeler ce meme numero   donc un deplacement motorise pour rien    plus nul que pole emploi c est quoi   plusieurs poles emploi  ;1;['fidel', 'reput', 'rdv', 'soin', 'saint', 'quentin', 'yvelin', 'vouloir', 'absent', 'repondeur', 'motoris'];fidel reput rdv soin saint quentin yvelin vouloir absent repondeur motoris;-1
2 5 etoiles  pas etonnant vu la qualite du standard telephonique  depuis 8h le matin  impossible d avoir quelqu un de plus ils se permettent d etre condescendant si vous arrivez a joindre un conseiller  4 appels de soit disant 5 minutes d attente pour au final se faire raccrocher son appel automatiquement  comment ne pas devenir fou  ;1;['eton', 'standard', '8h', 'permettent', 'condescend', 'arriv', 'raccroch', 'deven', 'fou'];eton standard 8h permettent condescend arriv raccroch deven fou;-1
j appelle concernant l aide agepi et on me dit de me rapprocher de la caf alors que ca depend d eux  la personne au telephone me parle de baby sitting  a 10euros de l heure et sans aide  c est inutile  quand je lui dis cela  elle me dit  puisque vous savez tout  je vous souhaite de passer une agreable fin de journee  au revoir madame   j ai cru a une blague mais non  personne lamentable  service catastrophique ;1;['agep', 'rapproch', 'caf', 'depend', 'person', 'baby', 'sitting', '10euros', 'sav', 'revoir', 'cru', 'blagu', 'person', 'servic'];agep rapproch caf depend person baby sitting 10euros sav revoir cru blagu person servic;1
personnel certes tres gentil aux telephone mais une belle bande d incapable  je recois une notification de trop percu pour une certaine raison qui s avere ne pas etre la bonne quand j appelle et on me dit que c est a moi de faire tout le necessaire pour que mon dossier soit analyse  ce qui veut dire que je n ai meme pas la certitude que ce soit accepte ;1;['personnel', 'cert', 'gentil', 'band', 'aver', 'dossi', 'analys', 'certitud'];personnel cert gentil band aver dossi analys certitud;-1
je ne m y suis rendue qu une seule fois a cause du covid  mais je les ai eu plusieurs fois au telephone et je suis chaque fois tombee sur des personnes d une extreme gentillesse  a l ecoute et tres comprehensives  c est rare par telephone  si rare qu en j en viens a laisser un avis  ;1;['covid', 'tombe', 'person', 'extrem', 'gentilless', 'comprehens', 'rar', 'rar'];covid tombe person extrem gentilless comprehens rar rar;2
pire agence de pole emploi que je n ai jamais connu    j ai du etre affilie a cette agence du a un changement d adresse  je fais le premier pas de prise de contact avec eux par mail  je n ai aucun retour  ensuite je tente de les joindre par le numero 3949  aucun retour    une vraie agence fantome ;1;['agenc', 'affil', 'agenc', 'contact', '3949', 'vrai', 'agenc', 'fantom'];agenc affil agenc contact 3949 vrai agenc fantom;0
alors moi je crois que j ai le palmares jappel pour savoir comment faire mon actualisation resultat on m envoie un courrier me disant que j ai appele pour me faire radier resultat hop procedure contre pole emploi pas de chance jai l enregistrement et ma declaration mensuelle juste aprres la conversation telephonique  je vous lacherai pas  surtout quand on arrete son activite pour handicap;1;['crois', 'palmar', 'jappel', 'courri', 'radi', 'hop', 'procedur', 'declar', 'aprre', 'lach', 'handicap'];crois palmar jappel courri radi hop procedur declar aprre lach handicap;2
une agence incompetente   ne font pas passer les messages ou les dossiers   mon cousin a ete radie par leur faute   et on lui repond ben vous serais penalise pendant 1 mois      j explique poliment et calmement qu il est en situation precaire et heberge mais madame me repond quoi bonne journee et raccroche     mais la on se fou de la gueule du monde      si on aime pas aider les gens ou trouver des solutions on change de metier ma petite dame   je suis toute oui a votre rappel si le courage vous en dit   si vous etes dans cette agence je vous souhaites bien du courage avec ces employes   1 etoile c est deja trop  ;1;['agenc', 'incompetent', 'dossi', 'cousin', 'ben', 'penalis', 'calm', 'precair', 'heberg', 'raccroch', 'fou', 'gueul', 'solut', 'courag', 'agenc', 'courag'];agenc incompetent dossi cousin ben penalis calm precair heberg raccroch fou gueul solut courag agenc courag;-1
incompetents  au lieu de repondre a nos questions et nous aider  ils nous bloquent 10 minutes pour nous raconter du baratin;1;['incompetent', 'bloquent', 'racont', 'baratin'];incompetent bloquent racont baratin;-1
je suis malade  grippe   ma mere appelle la veille pour decaler le rdv sauf qu ils ne le prennent pas en compte car  c est ma mere  c est a moi d appeler directement   resultat je me reveille apres le rdv  je suis obligee d appeler moi meme avec la voix cassee  donc la dame au telephone ne comprend pas tout ce que je dis  pour prendre un autre rdv  elle veut mon numero de securite sociale donc j essaie de lui faire comprendre que je vais tellement mal que je n arrive pas a sortir de mon lit donc impossible de recuperer ma carte  mais apparemment c etait bien inutile car elle n en avait pas besoin  elle s est debrouillee sans  tout ca pour me dire que je dois justifier mon absence sinon mon inscription sera annulee  ok pas de soucis je vais voir sur le site et je comprends donc deux choses  la premiere  si mon inscription est annulee mon compte sera definitivement ferme  la deuxieme j ai besoin d aller chez le medecin pour un justificatif d absence au rdv  je suis tellement malade que je ne peux pas sortir de mon lit et je vais devoir prendre un rdv pour aller chez le medecin tout ca pour recuperer un papier  alors que le temps que j ai un rdv je ne serais surement plus malade  et surtout tout cela n aurait pas ete necessaire si vous aviez pris en compte l appel de ma mere  j ai 18 ans  je suis handicapee  je vis chez ma mere et elle gere une grande partie de ma vie donc c est inadmissible que ca se soit passe ainsi  rien qu en voyant les autres avis sur cet endroit on a envie de fuir  malheureusement c est impossible  ;1;['malad', 'gripp', 'mer', 'veil', 'decal', 'rdv', 'prennent', 'compt', 'mer', 'reveil', 'rdv', 'oblige', 'voix', 'casse', 'rdv', 'securit', 'lit', 'recuper', 'apparent', 'debrouille', 'absenc', 'annule', 'ok', 'souc', 'annule', 'compt', 'definit', 'ferm', 'medecin', 'justif', 'absenc', 'rdv', 'malad', 'lit', 'rdv', 'medecin', 'recuper', 'rdv', 'sur', 'malad', 'compt', 'mer', '18', 'handicape', 'mer', 'inadmissibl', 'endroit', 'fuir'];malad gripp mer veil decal rdv prennent compt mer reveil rdv oblige voix casse rdv securit lit recuper apparent debrouille absenc annule ok souc annule compt definit ferm medecin justif absenc rdv malad lit rdv medecin recuper rdv sur malad compt mer 18 handicape mer inadmissibl endroit fuir;1
bien evidemment ils ne sont presque jamais joignables  je travaille actuellement et mon travaille ne me permet pas d utiliser mon telephone  bien evidemment je travaille les matin une semaine sur 2  et donc je ne peut meme pas les appeler puisqu il sont fermer les apres midi    au top le pole emploi   ;1;['joignabl', 'puisqu', 'ferm', 'top'];joignabl puisqu ferm top;2
tres reactif  inscription faite le 15 juin appel de leur part le 20   mail envoye pour probleme de documents le 22 juin matin  appel de leur part dans la foulee    agreablement surprise bravo a vous et merci vraiment ;1;['reactif', 'juin', 'docu', '22', 'juin', 'foule'];reactif juin docu 22 juin foule;2
personne a l accueil pour m accueillir et me diriger vers une solution par rapport a ma situation personne a l accueil et  quand quelqu un se manifeste  il me dise appelez le 3945 je me deplace pour avoir quelqu un au telephone qui est dans un bureau dans l agence ou je suis;1;['person', 'dirig', 'person', 'manifest', '3945', 'bureau', 'agenc'];person dirig person manifest 3945 bureau agenc;0
ne repond pas au telephone apres 30 min d attente  et juge de demander un trop percus alors qu il n y a pas lieux et meme le siege telephonique ne comprend pas bref a fermer car ne sert a rien       service telephonique inexistant et de meme pour la prise de rendez vous   toujours plein   du cout je fais comment pour qu ont me reponde   une lettre verte    ou un fax   service a fermer dans l urgence ;1;['min', 'jug', 'percus', 'lieux', 'sieg', 'ferm', 'servic', 'inexist', 'cout', 'vert', 'fax', 'servic', 'ferm', 'urgenc'];min jug percus lieux sieg ferm servic inexist cout vert fax servic ferm urgenc;-1
nul ne donne pas de rdv au telephone  vous demande de passez alors que c est ferme ils entace les gens a l interieur vous font perdre votre temps a fuite les conseille ne sont pas competent;1;['rdv', 'ferm', 'entac', 'interieur', 'fuit', 'competent'];rdv ferm entac interieur fuit competent;-1
modification constantes de leurs horaires et jours d ouverture et le service telephonique nous fait croire que de 8h a 12h30 tous leurs conseillers sont deja en ligne     donc au final je n arrive jamais a avoir quelqu un pour m aider  par contre pour nous envoyer des mails le samedi alors que tout est ferme et nous dire le lundi suivant que nous avons trop mis de temps pour leur repondre la c est les champions   possible que je tombe toujours sur la personne incompetente car j en entend du bien mais a un moment donne il y a de quoi peter un cable  ;1;['const', 'horair', 'ouvertur', 'servic', '8h', '12h30', 'samed', 'ferm', 'lund', 'champion', 'person', 'incompetent', 'entend', 'cabl'];const horair ouvertur servic 8h 12h30 samed ferm lund champion person incompetent entend cabl;1
apres une question posee sur le site internet  une conseillere m a recontacte des le lendemain matin en me laissant un message  je n ai pas pu vous remercier donc merci pour toutes vos informations bien precises  tres professionnel ;1;['pose', 'internet', 'recontact', 'lendemain', 'remerci'];pose internet recontact lendemain remerci;1
avoir son propre conseiller c est bien     mais avoir un conseiller qui nous repond c est mieux   bref  on abandonne apres 4 messages en plusieurs semaines et jamais de retour  en meme temps  plus personne n est etonne des services particulierement mediocre de pole emploi ;1;['propr', 'abandon', 'person', 'eton', 'servic', 'mediocr'];propr abandon person eton servic mediocr;-1
genial je me deplace aujourd hui le 23 juin a pole emploi et c est ferme  meme par telephone il y a aucun service du coup si on a un probleme comment fait on  ;1;['genial', '23', 'juin', 'ferm', 'servic'];genial 23 juin ferm servic;2
je viens d appeler le 3949 et la dame m a raccroche au nez au bout de exactement 15 secondes  au debut de l appel je lui dis que j ai passe 5 bonnes minutes a tenter toutes les combinaisons sur la boite vocale pour enfin avoir quelqu un en direct  elle me repond d un air agace des le depart    mais qu est ce que j y peux moi  madame   interloquee  je lui dis que je ne l accuse pas elle directement mais que je lui signale simplement que cette boite vocale est agacante et peu pratique  elle me dit  ben moi je n y peux rien  donc si vous voulez que je vous aide il va falloir etre plus agreable  bonne journee madame  et hop  appel termine  alors qu on galere deja a avoir quelqu un au bout du fil  ce genre de comportement est totalement inacceptable et intolerable  les conseillers se croient tout permis du fait qu ils se sentent agresses sans raison  honte a cette dame  elle devrait songer a changer de metier urgemment  aider les autres  ce n est pas fait pour tout le monde   ;1;['3949', 'raccroch', 'nez', 'exact', 'second', 'tent', 'combinaison', 'vocal', 'air', 'agac', 'interloque', 'accus', 'vocal', 'agac', 'ben', 'falloir', 'hop', 'galer', 'fil', 'inaccept', 'intoler', 'croient', 'sentent', 'agress', 'song', 'urgemment'];3949 raccroch nez exact second tent combinaison vocal air agac interloque accus vocal agac ben falloir hop galer fil inaccept intoler croient sentent agress song urgemment;1
a quoi sert le numero de telephone si on ne peux tout simplement pas appeler    ca fait 1 mois que j essaie de joindre pole emploi par telephone ;1;[];;2
tres mauvaise experience  accueil desolant   suivi desastreux   au telephone pas mieux   des incapables  inscrite juste pendant 1 mois j ai retrouve par moi meme un poste   oblige de mettre une etoile  pas merite du tout  ;1;['desol', 'desastr', 'inscrit', 'merit'];desol desastr inscrit merit;2
en tant que professionnel nous n avons pas la possibilite de les joindre directement  c est tres difficile soit par telephone ou un mail directement pour les employeurs  existe t il  ;1;['employeur'];employeur;-1
service telephonique pitoyable;1;['servic', 'pitoi'];servic pitoi;2
de tres bons accompagnants impliques et motives avec de multiples moyens pour les contacter en cas de besoins ;1;['impliqu', 'motiv', 'contact', 'besoin'];impliqu motiv contact besoin;0
obliger de mettre une etoile mais sinon c est zero   on peut jamai appeler l agence de concarneau  a chaque foix c est pareille;1;['jam', 'agenc', 'concarneau', 'foix', 'pareil'];jam agenc concarneau foix pareil;-1
j ai eux une femme  au telephone  qui ete vraiment desagreable  voir mechante avec aucun respect ;1;['femm', 'mech', 'respect'];femm mech respect;-1
je suis vraiment choquee je vient de me faire raccrocher au nez par une dame  parce que je lui est dit que ma demande d inscription qui date de 2ans est toujours pas valide et je ne n arrive pas joindre mon conseiller ni avoir un rendez vous elle ose mentir et dire que   non madame je vois bien que vous etes deja inscrite   alors que c est faux avant de finir de parler elle m a raccroche au nez pathetique;1;['choque', 'vient', 'raccroch', 'nez', '2an', 'ose', 'ment', 'vois', 'inscrit', 'raccroch', 'nez', 'pathet'];choque vient raccroch nez 2an ose ment vois inscrit raccroch nez pathet;2
personnelles desagreables a l accueil et par telephone  mes experiences avec l etablissement sont toujours horrible  l accueil ne fourni jamais des explications l unique reponse a votre probleme c est toujours  il faudra faire un reclamation en ligne    pour une personne qui se deplace express ce n est pas suffisant  j espere que ma remarque puisse apporter un amelioration  bonne journee;1;['personnel', 'etabl', 'horribl', 'uniqu', 'repons', 'reclam', 'person', 'express', 'remarqu', 'apport'];personnel etabl horribl uniqu repons reclam person express remarqu apport;2
ils sont tres a cheval sur les horaires    quand c est l heure de la pause dej  ils n ont plus une minute a vous accorder  pour un simple renseignement ou meme un rendez vous  attendez vous a patienter au moins 10 minutes  sans parler de la complexite et inefficacite du 3949 qu on m incite a joindre en permanence  aucune communication entre les salaries  c est a nous de faire les relances et relais aux divers salaries    il y a des conseillers sympathiques cependant ;1;['cheval', 'horair', 'paus', 'dej', 'accord', 'attend', 'patient', 'complexit', 'inefficacit', '3949', 'incit', 'permanent', 'rel', 'diver', 'sympath', 'cepend'];cheval horair paus dej accord attend patient complexit inefficacit 3949 incit permanent rel diver sympath cepend;-1
la premiere personne que j ai eu au telephone n etait pas de cette agence et a ete tres aimable  en revanche  une fois qu il a passe l appel a une des conseilleres de cette agence  celle ci n a meme pas attendu que je finisse de poser mes questions pour dire au revoir et raccrocher  un peu d amabilite ne tue personne ;1;['person', 'agenc', 'aimabl', 'revanch', 'agenc', 'attendu', 'pos', 'revoir', 'raccroch', 'amabilit', 'tu', 'person'];person agenc aimabl revanch agenc attendu pos revoir raccroch amabilit tu person;1
impressionnant de voir un tel service  renvoye balade comme un mal propre au telephone  conversation coupee au milieu de l entretien sans avoir pu terminer ma demande de renseignements  juste inadmissible  ou va la france  c est comme ca qu on aide les demandeurs d emplois  forcement je recommande leurs services si vous souhaitez etre pris pour un blaireau  si vous aimez qu on vous raccroche au nez et qu on vous parle sur un ton dedaigneux  que de belles perspectives pour la suite  je n ose meme pas imaginer des personnes qui sont vraiment dans le besoin qui n arrive meme pas a realiser un cv  des projets professionnels avance  des demandes de rendez vous et contact impossible  des conseillere meme pas a l heure lors de rendez vous telephonique un reel nettoyage est a faire au niveau de la direction et des differents intervenants car clairement le pole emploi de cournon n aide en aucun  cas les personnes dans le besoin ;1;['impression', 'tel', 'servic', 'renvoy', 'balad', 'propr', 'coupe', 'milieu', 'inadmissibl', 'recommand', 'servic', 'blaireau', 'raccroch', 'nez', 'dedaign', 'perspect', 'ose', 'imagin', 'person', 'contact', 'nettoyag', 'interven', 'cournon', 'person'];impression tel servic renvoy balad propr coupe milieu inadmissibl recommand servic blaireau raccroch nez dedaign perspect ose imagin person contact nettoyag interven cournon person;1
on m a dit par telephone de faire un commentaire de satisfaction  je le fais  super bien passe au telephone  rien a redire que du bien  bien renseigne  il faut le dire quand c est bien  et c est souvent l inverse ;1;['commentair', 'satisfact', 'redir', 'invers'];commentair satisfact redir invers;2
personne desagreable au telephone  aucune comprehension ;1;['person'];person;-1
je tiens a saluer l efficacite et la gentillesse d un conseiller aux indemnisations de trignac  qui m a prise en charge pour un soucis qui n etait pas de son ressort et qui a ete le seul a me proposer une solution fiable a mon probleme  il a meme pris la peine de me rappeler de son plein gre pour savoir si j avais reussi a correctement faire les demarches qu il me proposait d effectuer  conscience professionnelle au top  rien a redire  merci a cet homme   je tiens aussi a saluer les conseillers du 3949 qui ont aussi a plusieurs reprises fait de leur mieux pour regler mon probleme ;1;['salu', 'efficacit', 'gentilless', 'indemnis', 'trignac', 'souc', 'ressort', 'fiabl', 'gre', 'demarch', 'conscienc', 'top', 'redir', 'homm', 'salu', '3949'];salu efficacit gentilless indemnis trignac souc ressort fiabl gre demarch conscienc top redir homm salu 3949;1
si je pouvais mettre zero   appelez vous ne reussirez a avoir personne  ou bien une personne qui  vous rappellera  et qui ne le fera pas  allez sur place on vous dira que votre dossier est en regle puis vous vous rendrez compte que finalement il y a un souci  rappelez pour au bout de 10 minutes d attente etre transfere sur messagerie   et ne jamais etre rappele non plus  envoye une reclamation pour dire que vous n arrivez pas a avoir une reponse  qu on est cense vous rappeler mais que cela n a jamais ete fait   bien heureusement hier dans l apres midi apres avoir insiste longtemps  je suis tombee sur une personne bienveillante qui m a explique le souci que j avais cree en m inscrivant au mauvais moment a pole emploi  aujourd hui je recois une reponse a ma reclamation qui me dit que j ai reussi a avoir 2 personnes au telephone hier  oui la premiere  apres 10 tentatives  devait me rappeler elle ne l a jamais fait et la deuxieme a ete ma sauveuse  merci a elle   j ai toujours fait de facon a ne pas avoir a faire a pole emploi  malheureusement j en ai besoin pour ma reprise d etude   j espere ne plus avoir a faire a eux d ici 3 ans  merci encore a certaines personnes qui s impliquent dans leur travail  les autres vraiment   demissionnez    16 02 2022    je remets un commentaire et 2 etoiles en plus car depuis les choses ont evolue  mise en place de 2 conseilleres  une pour l emploi et une pour l indemnisation  je ne comprenais plus rien a mon dossier et la conseillere indemnisation a pris le temps de tout m expliquer ainsi que les erreurs que j ai pu faire dans mes declarations  merci a elle  il y a encore des professionnel le s investi e s et c est agreable ;1;['reuss', 'person', 'person', 'dir', 'dossi', 'rendr', 'compt', 'souc', 'transfer', 'messager', 'reclam', 'arriv', 'repons', 'hi', 'insist', 'longtemp', 'tombe', 'person', 'souc', 'inscriv', 'mauv', 'repons', 'reclam', 'person', 'hi', 'tentat', 'sauveux', 'etud', 'person', 'impliquent', 'demission', '16', '02', 'remet', 'commentair', 'evolu', 'indemnis', 'compren', 'dossi', 'indemnis', 'declar', 'invest', 'e'];reuss person person dir dossi rendr compt souc transfer messager reclam arriv repons hi insist longtemp tombe person souc inscriv mauv repons reclam person hi tentat sauveux etud person impliquent demission 16 02 remet commentair evolu indemnis compren dossi indemnis declar invest e;1
quand j ai des questions  je contact par mail ma conseillere  et parfois par telephone le pole emploi  le telephone ce n est pas ce que je prefere car de base je ne suis pas une grande fan des boites vocales  meme si c est pour acceder au bon service   j ai toujours eu des reponses a mes questions jusqu ici et un bon contact dans l ensemble ;1;['contact', 'prefer', 'fan', 'vocal', 'servic', 'repons', 'contact', 'ensembl'];contact prefer fan vocal servic repons contact ensembl;0
ca ce sont vraiment des branquignols a pole emploi des faineants de premiere      en plus impossible de les joindre      fonctionnaires a la con  ;1;['branquignol', 'fain', 'fonctionnair'];branquignol fain fonctionnair;2
j ai eu une personne au telephone ce mercredi 16 06 a 12h30 d une aigreur sans nom  desagreable au possible et je pese mes mots  quand on choisit des conseillers  on fait en sorte que ceux ci soient motives et agreables  la personne soupirait quand je lui posais une question et me repondait  ce que vous me demandez  on peut trouver sur internet  si je vous appelle c est que je n ai pas besoin de ce genre de reponse  la personne m a finalement raccroche au nez  choisissez mieux vos conseillers  des tas de personnes cherchent du travail  sachez apprecier la chance que vous avez d en avoir un;1;['person', 'mercred', '16', '06', '12h30', 'aigreur', 'pes', 'motiv', 'person', 'soup', 'pos', 'internet', 'repons', 'person', 'raccroch', 'nez', 'tas', 'person', 'cherchent', 'sach', 'appreci'];person mercred 16 06 12h30 aigreur pes motiv person soup pos internet repons person raccroch nez tas person cherchent sach appreci;1
agence pas serieux plusieurs rendez vous annule plus de rendez vous telephoniques qu on recoit jamais motif pour radiation meme si vous travaillez vous pouvez etre radie aussi;1;['agenc', 'recoit'];agenc recoit;-1
impossible de contacter l agence  les personnes qui travaillent dans cette agence essayent de fuir le travail  a quoi bon payer des personnes a rien faire  netflix doit etre la principale activite dans cette agence  ;1;['contact', 'agenc', 'person', 'travaillent', 'agenc', 'essayent', 'fuir', 'pai', 'person', 'netflix', 'agenc'];contact agenc person travaillent agenc essayent fuir pai person netflix agenc;0
voici pourquoi je met 1 etoile  impossible de mettre moins     pas de possibilite de joindre son ou sa conseillere par telephones ou par mails   les courriels et mails envoye restent sans reponses   les platformes d appels sont dans l incapacite d acceder a toute vos informations   il n est pas possible d avoir un rendez vous   il n est pas possible d entrer dans l agence meme aux horaires sans rendez vous   par concequent je me demande encor si pole emplois vernon est un genr de forteresse   une societe ecran   une communote occulte voulant vivre loins de toutes formes de communication exterieurs   ou peut etre renferment ils un tresors d une valeur insoupsonne dont nos vies de simples mortels en sucomberaient a la folie si nous venions a le decouvrir  et de ce fait  chercheraient ils donc a nous en premunires   j espere en obtenir les reponses un jour  mais cette quete vers la verite et la connaissance me semble vaine ;1;['voic', 'courriel', 'restent', 'repons', 'platform', 'incapacit', 'entrer', 'agenc', 'horair', 'concequent', 'encor', 'vernon', 'genr', 'forteress', 'ecran', 'communot', 'occult', 'exterieur', 'renferment', 'tresor', 'valeur', 'insoupson', 'vi', 'simpl', 'mortel', 'sucomb', 'fol', 'venion', 'decouvr', 'cherch', 'premunir', 'repons', 'quet', 'vain'];voic courriel restent repons platform incapacit entrer agenc horair concequent encor vernon genr forteress ecran communot occult exterieur renferment tresor valeur insoupson vi simpl mortel sucomb fol venion decouvr cherch premunir repons quet vain;-1
lamentable  on a beau essayer d appeler  on ne peu plus  car on a juste le droit a un repondeur  si on veux contacter sa conseillere  c est pareil on envoie des mails qui reste malheureusement tres souvent sans reponse  on veux un rendez vous avec sa conseillere et bien c est pas possible  il faut donc ce deplacer le matin quand il recois sans rendez vous et raler  c est vraiment de pire en pire  si je pouvais couper tout cela je le ferais  mais malheureusement je ne trouve que des cdd donc je suis bloquee ;1;['repondeur', 'contact', 'pareil', 'repons', 'ral', 'coup', 'cdd', 'bloque'];repondeur contact pareil repons ral coup cdd bloque;0
le numero de telephone n est pas joignable  ;1;['joignabl'];joignabl;-1
rien a dire sur cette agence  je n ai rencontre que des personnes a l ecoute des chomeurs  que ce soit au telephone  ou sur place  je felicite le personnel qui m a aide bien des fois  je precise a ce jour le 2 10 2019 suite a un souci de paiement une personne au telephone super sympa et efficace  a tout fait pour que ce probleme soit resolu  un grand merci a toute l equipe  qui travaille dans des conditions pas evidentes    ;1;['agenc', 'person', 'felicit', 'personnel', '2019', 'souc', 'pai', 'person', 'resolu', 'equip', 'condit'];agenc person felicit personnel 2019 souc pai person resolu equip condit;-1
bonjour  savez vous si il y a des moments d ouverture aux publics avec le covid ou il y en a pas du tous   et du coup c est limite impossible de les avoir aux telephone merci de vos reponses bonne journee;1;['sav', 'moment', 'ouvertur', 'covid', 'repons'];sav moment ouvertur covid repons;2
appel toutes les heures aujourd hui  au bout de 16 min d attente bascule sur la messagerie a chaque fois   ;1;['16', 'min', 'bascul', 'messager'];16 min bascul messager;-1
