Description;demarche en ligne;compte ou espace personnel;Description_2;Description_3;clusters
les personnes qui creent le dossier et que l on voit la premiere fois sont lents mais sympathiques   les conseillers quant a eux sont inutiles et n aident pas du tout  ils ne sont pas a l ecoute et ne peuvent meme pas vous adresser a quelqu un concernant le dossier d indemnisation  ils ne sont pas disponibles et accueillent les demandeurs d emploi a la chaine  desastreux   ;1;0;['person', 'creent', 'dossi', 'voit', 'lent', 'sympath', 'aident', 'dossi', 'indemnis', 'disponibl', 'accueillent', 'chain', 'desastr'];person creent dossi voit lent sympath aident dossi indemnis disponibl accueillent chain desastr;1
attention beaucoup d erreur sur le calcul d indemnisation et periode de carence;1;0;['indemnis', 'carenc'];indemnis carenc;-1
j ai eu un souci d indemnisation et j ai ete tres bien conseiller par mme chrislaine de l agence sucy en brie qui a pris en charge mon dossier et ceux mal gres mon inquietude et mon insistance ;1;0;['souc', 'indemnis', 'mme', 'chrislain', 'agenc', 'sucy', 'bri', 'dossi', 'gre', 'inquietud', 'insist'];souc indemnis mme chrislain agenc sucy bri dossi gre inquietud insist;1
site en etat d entretien mediocre  le personnel faisant au mieux avec ;1;0;['mediocr', 'personnel'];mediocr personnel;-1
ne sait en aucun cas gerer correctement les calculs d indemnisation mensuel  trop d erreurs faite qui ne sont toujours pas regler depuis des mois  desagreable en tout point meme si vous etes vous tres patiente et souriante  une honte de traiter les gens de cette maniere  des mois et de mois que je me bas avec eux pour obtenir ce qui m est du  inamissible  faut revoir tout votre systeme il est pas du tout au point et changer de personnel  si vous n aimez pas le contact humain et aidez votre prochain  changer de metier ca vaut mieux ;1;0;['indemnis', 'patient', 'souri', 'inamissibl', 'revoir', 'system', 'personnel', 'contact', 'vaut'];indemnis patient souri inamissibl revoir system personnel contact vaut;1
aucune amabilite  absence d ecoute  pertes des pieces justificatives malgre l outil informatique  agence quasi injoignable par telephone  et radiation systematique si les pieces qui ont deja ete transmises en ligne sont a nouveau reclamees et que le non respect du delai impose n est pas respecte pour la remise des documents manquants ;1;0;['amabilit', 'absenc', 'justif', 'agenc', 'quas', 'injoign', 'reclame', 'respect', 'impos', 'respect', 'remis', 'docu'];amabilit absenc justif agenc quas injoign reclame respect impos respect remis docu;-1
impossible de les joindre pour annuler un rendez vous car renvoyee vers un autre numero  impossible sur le site et seulement acces a un numero surtaxe avec un robot qui ne comprend pas la situation a laquelle je suis  confrontee    j ai fini en crise d angoisse  merci pole emploi ;1;0;['renvoye', 'surtax', 'robot', 'confronte', 'cris'];renvoye surtax robot confronte cris;-1
des rate qui se prenne pour la police emplois   aucun rancoeur de il mon completement radie pour cause de un document manquant le directeur qui signe pour coupe vos allocations chomage alors que vous avais que sa pour survivre en attendant de chercher un travail je suis en galere a cause d eux pour nourrir ma fille de 2 an   il veulent que je fasse un braquage    faut pas s etonner que y a trop de sans abris a cause en des incompetents pareil   allez tous vous faire fou  ;1;0;['rat', 'pren', 'polic', 'rancoeur', 'docu', 'directeur', 'coup', 'alloc', 'chomag', 'survivr', 'attend', 'galer', 'nourr', 'fill', 'veulent', 'fass', 'braquag', 'eton', 'abris', 'incompetent', 'pareil', 'fou'];rat pren polic rancoeur docu directeur coup alloc chomag survivr attend galer nourr fill veulent fass braquag eton abris incompetent pareil fou;2
j aimerai que l on m explique quelles sont les missions des personnes qui repondent sur la partie indemnisation   au dela de ca il faut revoir l accueil  pas agreable   presse   se debarrasse  si l accueil etait different ca changerait beaucoup de choses j ai deja eu une jeune femme en ligne tres sympathique ;1;0;['person', 'repondent', 'indemnis', 'revoir', 'press', 'debarr', 'chang', 'jeun', 'femm', 'sympath'];person repondent indemnis revoir press debarr chang jeun femm sympath;-1
si je pouvais mettre zero etoile je le ferais     je suis venue a 2 reprises  la premiere fois j ai attendu 1h30     et la deuxieme fois qui est aujourd hui  l agence est fermee         le probleme n est pas de fermer exceptionnellement  c est de ne prevenir personne        rien sur leur site de pole emploi  rien sur les horaires google        et j ai regarde avant de partir   c est umanque flagrant de professionnalisme et de respect        alors oui  il y a un papier sur la devanture de l agence        j habite a 1h de tassin      vraiment tres pratique pour voir cette feuille a4 sur la porte d entree  je suis vraiment decue de cette agence et de leur organisation   ;1;0;['venu', 'attendu', '1h30', 'agenc', 'ferme', 'ferm', 'exceptionnel', 'preven', 'person', 'horair', 'googl', 'regard', 'umanqu', 'flagr', 'professionnal', 'respect', 'devantur', 'agenc', 'habit', '1h', 'tassin', 'a4', 'entre', 'agenc'];venu attendu 1h30 agenc ferme ferm exceptionnel preven person horair googl regard umanqu flagr professionnal respect devantur agenc habit 1h tassin a4 entre agenc;1
bonjour mon  allocations est bloque on ne sais pourquoi  j appelle donc le 3949 conseillere telephonique execrable alors que je m informe juste de ma situation madame me dis qu elle ne peux rien faire que je n ai qu a contacter ma conseillere pars mail   qui repond une fois sur 3 chose que jai tenter de lui explique mais elle ne me laissais pas parler  elle me dis  de ne surtout pas les rappeler que ca ne sers a rien  je decide de rappeler et je tombe sur un jeune homme super sympa qui m a expliquer que ma situation serai regle d ici vendredi;1;0;['alloc', '3949', 'execr', 'contact', 'par', 'tent', 'ser', 'jeun', 'homm', 'vendred'];alloc 3949 execr contact par tent ser jeun homm vendred;-1
une catastrophe  le moindre soucis dans un dossier et vous etes partis en galere avec des gens qui repondent jamais a vos demandes et vous laissent livres a vous meme ;1;0;['souc', 'dossi', 'part', 'galer', 'repondent', 'laissent', 'livr'];souc dossi part galer repondent laissent livr;1
personnes desagreables pour lui expliquer ma situation  ils te laissent pas faire j attends mes droits depuis 3 mois jusqu a maintenant plus rien  j ai jamais vu ca je ne recommande plus                   ;1;0;['person', 'laissent', 'attend', 'recommand'];person laissent attend recommand;1
nul  des incompetents total  indemnites non versees alors que tous les justifs ont ete envoyes  un conseiller d une inutilite total on se demande meme pour quoi ils sont payes  15 jours pour repondre a une reclamation  incapables d exploiter un pdf de 3 pages au secours  ;1;0;['incompetent', 'indemnit', 'verse', 'justif', 'inutilit', 'pay', 'reclam', 'exploit', 'pdf', 'secour'];incompetent indemnit verse justif inutilit pay reclam exploit pdf secour;2
je suis en attente d une reponse pour mon dossier depuis plus 3 semaines pour avoir mes indemnites   je n  i jamais profite du systeme   en agence on me dit de telephoner car   personne ne peut m aider      je suis scandalise cela fait une semaine que j appelle tous les jours personne ne repond   internet c est super mais rien ne suit   j en suis a mon 3 eme envoi de pieces justificatives  c est de l abus   se tourner vers internet sans arret cela a ses limites   on ne peut pas avoir le nom du directeur d agence pour faire avancer mon dossier  je suis venu dans cette region pour suivre ma femme qui a ete mute et je me retrouve dans une galere sans nom  je suis outre    non je ne felicite pas le service public    ;1;0;['repons', 'dossi', 'indemnit', 'i', 'profit', 'system', 'agenc', 'person', 'scandalis', 'person', 'internet', 'suit', 'eme', 'justif', 'abus', 'internet', 'directeur', 'agenc', 'dossi', 'venu', 'region', 'femm', 'mut', 'galer', 'outr', 'felicit', 'servic'];repons dossi indemnit i profit system agenc person scandalis person internet suit eme justif abus internet directeur agenc dossi venu region femm mut galer outr felicit servic;-1
plus de six mois pour traiter un dossier on demande des documents sans preciser ou on se les procurer  plus d un mois pour avoir des reponses aux papiers envoyes  deux semaines pour des reponses aux reclamations  aucune nouvelles face aux e mails envoyes aux conseillers  jamais de reponses a certaines questions ou alors tres vague  et encore quand on nous repond   les employes n ont pas l air eux memes de comprendre les questions  on te raccroche au nez au telephone  le pire pole emploi que j ai jamais vu    impossible d envoyer certains documents sur le site obliges de passer par la poste   si le delai est de un mois par internet mon dossier sera surement traite l annee prochaine    la situation des bosseurs on s en balance completement apparemment chez pole emploi tout le monde arrive a payer son loyer et a manger plus de deux semaines par mois  et faut pas etre trop bosseur et trop francais pour avoir des aides;1;0;['six', 'dossi', 'docu', 'procur', 'repons', 'repons', 'reclam', 'fac', 'e', 'repons', 'vagu', 'air', 'raccroch', 'nez', 'docu', 'internet', 'dossi', 'sur', 'bosseur', 'balanc', 'apparent', 'pai', 'mang', 'bosseur'];six dossi docu procur repons repons reclam fac e repons vagu air raccroch nez docu internet dossi sur bosseur balanc apparent pai mang bosseur;1
une honte    demande de justificatifs au compte goutte tous les 15 jours    on transmet tout correctement  regroupe et classe par date et encore on nous rejette les documents car  il y a plusieurs documents dans le meme envoi  donc pas d indemnisation car pas de justificatifs  bientot il faudra faire leur travail pour etre sur qu on s occupe de nous  les reclamations sont traites au bout de 7 jours    mais meme a la secu ils sont plus rapide  en plus les reponses sont a cote de la plaque  c est juste honteux    ;1;0;['justif', 'compt', 'goutt', 'transmet', 'regroup', 'class', 'docu', 'docu', 'indemnis', 'justif', 'bientot', 'occup', 'reclam', 'secu', 'repons', 'plaqu'];justif compt goutt transmet regroup class docu docu indemnis justif bientot occup reclam secu repons plaqu;-1
bonjour j espere que l application qui ont cree qui soit verifier correctement  il est pas a jour  pour ceux qu il sont inscrits au chomage  bon courage sans commentaire cordialement;1;0;['inscrit', 'chomag', 'courag', 'commentair'];inscrit chomag courag commentair;-1
dans le cadre d un projet de creation d entreprise  je suis tres satisfaite de mon 1er rdv avec une conseillere qui a ete ponctuelle  tres agreable  a l ecoute et qui a su me conseiller pour des demarches pertinentes pour demarrer les etapes  j espere pouvoir retrouver cette personne pour la suite  petits bemols sur   couacs   informatiques et reception des mails  j espere que tout se passera pour le mieux ;1;0;['satisfait', 'rdv', 'ponctuel', 'demarch', 'pertinent', 'demarr', 'etap', 'person', 'bemol', 'couac'];satisfait rdv ponctuel demarch pertinent demarr etap person bemol couac;-1
bonsoir moi je voudrais parle du cas de mon frere   car c est incroyable alors il aurait du etre a la retraite seulement il a travaille 14 mois avant de faire son dossier retraite et maintenant on lui explique qu il a droit a rien car il aurait du faire son dossier retraite alors qu il n avait pas encore l age de la retraite et qu il a travaille donc c est un droit le chomage on a travaille pour ca donc je comprends pas surtout qu il n a aucun conseiller et que personne lui explique quoi faire donc je comprends pas pole emploi on leurs propres regles et je pense que c est a la gueule de la personne qu on ai bien indemnise  car je touche 1400e declare et une fois au chomage je touche 700e des fois beaucoup moins et mon beau frere c est un blanc il touche 1100e et au chomage 1000e donc qu on m explique et j en ai plein des cas comme ca c est une honte ce pole emploi ils font meme pas leur travail correctement scandaleux;1;0;['bonsoir', 'voudr', 'frer', 'retrait', '14', 'dossi', 'retrait', 'dossi', 'retrait', 'retrait', 'chomag', 'person', 'propr', 'gueul', 'person', 'indemnis', '1400e', 'declar', 'chomag', '700e', 'frer', 'blanc', '1100e', 'chomag', '1000e', 'scandal'];bonsoir voudr frer retrait 14 dossi retrait dossi retrait retrait chomag person propr gueul person indemnis 1400e declar chomag 700e frer blanc 1100e chomag 1000e scandal;1
meme pas ouvert l apres midi c est une honte  vous appellez ca un service public  ;1;0;['ouvert', 'servic'];ouvert servic;0
l agence et ferme tout le temps   et c est tout le temps une fermeture exceptionnelle   prenez au moins le temps de mettre votre site internet a jours   ralaaalaaa les fonctionnaires  ;1;0;['agenc', 'ferm', 'fermetur', 'exceptionnel', 'pren', 'internet', 'ralaaalaa', 'fonctionnair'];agenc ferm fermetur exceptionnel pren internet ralaaalaa fonctionnair;-1
si j avais pu mettre 0 etoile pour le pole emploi de la plaine  je l aurai fait  deja  apres mon inscription aucune info sur le fait que je sois inscrit  mais le plus grave  ce soir les delais pour tout  pour avoir un rendez vous  cela a mis plus d un mois  de plus  la mission locale me demande un papier que ce pole emploi apparemment  ne peut pas modifier  ce qui a bloque mon dossier pendant 3 mois  imaginez  je n ai aucun revenu et j ai fait un burn out l an dernier  si je recommence a travailler  cela risque a etre complique psychologiquement  j ai le droit a une allocation et juste a cause de la lenteur administrative et de l incapacite de ma conseillere a debloquer la situation  je n ai eu aucune rentree d argent pendant 3 mois   enfin  ma conseillere a ete jugeante et infantilisante  pas a l ecoute de mon cas  stigmatisante et n acceptant pas qu une personne puisse avoir une vision differente du monde du travail  elle m a aucunement aide dans mon projet de reconversion professionnelle   j etais auparavant suivi a villeneuve sur lot ou le suivi etait top  j ai vite dechante  ;1;0;['plain', 'info', 'inscrit', 'grav', 'soir', 'apparent', 'dossi', 'imagin', 'burn', 'out', 'recomment', 'psycholog', 'alloc', 'lenteur', 'administr', 'incapacit', 'debloqu', 'rentre', 'argent', 'jug', 'infantilis', 'stigmatis', 'person', 'vision', 'reconvers', 'auparav', 'villeneuv', 'lot', 'top', 'dech'];plain info inscrit grav soir apparent dossi imagin burn out recomment psycholog alloc lenteur administr incapacit debloqu rentre argent jug infantilis stigmatis person vision reconvers auparav villeneuv lot top dech;2
sos  quand tu demandes une formation qui n est pas dans les cpf  pauvre monde  le pire est que je dois cotiser pour vous en salarie  lamentable pole emploi quasiment chaque fin du mois mon solde reste bloque chez vous alors que ma declaration est bien faite   je dois appeler pour debloquer cette situation mais je ne suis pas paye de suite  je perd un temps monstre car j ai des charges qui ne passe pas sur mon compte a cause de votre mode de fonctionnement  cela ne vous fait ni chaud ni froid  se sont des gens comme vous qui genere de la misere dans notre pays  lamentable ;1;0;['sos', 'format', 'cpf', 'pauvr', 'quas', 'sold', 'declar', 'debloqu', 'pay', 'perd', 'monstr', 'charg', 'compt', 'mod', 'chaud', 'froid', 'gener', 'miser', 'pay'];sos format cpf pauvr quas sold declar debloqu pay perd monstr charg compt mod chaud froid gener miser pay;2
radie 2 mois parce que partie en vacances sans prevenir   g les courriers prouvant que j avais prevenu    preuves insuffisantes de recherche d  emploi et non reponse a un appel telephonique    c de pire en pire serieux;1;0;['vacanc', 'preven', 'g', 'courri', 'prouv', 'prevenu', 'preuv', 'insuffis', 'repons'];vacanc preven g courri prouv prevenu preuv insuffis repons;-1
documents demandes deposes en main propre et oh refuses ensuite  motif trop elements ensemble          renvoyes un par un par via le site et toujours pas traites   cela fait 15 jours qu on me balade et les justificatifs sont donnes      ;1;0;['docu', 'main', 'propr', 'oh', 'element', 'ensembl', 'renvoy', 'balad', 'justif'];docu main propr oh element ensembl renvoy balad justif;-1
etablissement inefficace  depuis que j entreprend des  demarches pour avoir des explications sur une multitude de trop percu  avec mon avocat  silence radio il ne prenne meme plus la peine de me payer   ni de consulter mes documents et les traiter  juste me demander des montagnes de papier que j ai envoye en plusieurs exemplaires  heureusement que je suis autonome  pour le travail pole emploi ne devrait arreter d engager des personnes inefficace surtout pour  de ce qui est de l indemnisation qui est cette comptable incompetent aucun rendez vous possible toutes les portes me sont bloquee ou alors il faut avoir une chance unique comme au loto un veritable dialogue de sourds meme une note negative serait encor trop bien noter;1;0;['etabl', 'inefficac', 'entreprend', 'demarch', 'multitud', 'avocat', 'silenc', 'radio', 'pren', 'pai', 'docu', 'montagn', 'exemplair', 'autonom', 'engag', 'person', 'inefficac', 'indemnis', 'comptabl', 'incompetent', 'bloque', 'uniqu', 'loto', 'dialogu', 'sourd', 'encor'];etabl inefficac entreprend demarch multitud avocat silenc radio pren pai docu montagn exemplair autonom engag person inefficac indemnis comptabl incompetent bloque uniqu loto dialogu sourd encor;2
a peine inscrite deja radiee impossible de pointer par internet est ce possible de recevoir un formulaire papier pour l actualisation;1;0;['inscrit', 'radie', 'point', 'internet', 'formulair'];inscrit radie point internet formulair;-1
inadmissible   je ne suis plus inscrite a pole emploi et n ai donc plus acces a mon profil candidat   il y a une semaine j ai fait une demande de documents en leur indiquant mon probleme  les documents ont ete envoye sur mon ancien profil  donc inaccessible    quand on est plus candidat on ne peut pas envoyer de mail  apres plusieurs tentatives par le meme formulaire  par une autre adresse email   ni par telephone car sans identifiant et mot de passe  on n a aucune chance d avoir quelqu un au telephone    je vais etre oblige de me deplacer a l agence alors que les horaires d ouverture sont les memes que celles de mon travail   donc pour resumer   je vais devoir prendre sur mon temps de travail pour recuperer une attestation que j aurais pu avoir par email ou par telephone si cela avait ete possible    c est une honte en bientot 2023 de ne pas avoir un contact facile avec eux sans etre candidat ;0;1;['inadmissibl', 'inscrit', 'profil', 'docu', 'docu', 'profil', 'inaccessibl', 'tentat', 'formulair', 'identifi', 'agenc', 'horair', 'ouvertur', 'cel', 'resum', 'recuper', 'attest', 'bientot', 'contact'];inadmissibl inscrit profil docu docu profil inaccessibl tentat formulair identifi agenc horair ouvertur cel resum recuper attest bientot contact;-1
accueil poli et froid personne ne sachant pas me dire si le stage que je lui demandais se passait bien dans l etablissement ou il travaille   ni meme malgre mon identifiant savoir si j etais inscris a ce stage puisque je suis un peu nul sur ordi;1;1;['froid', 'person', 'etabl', 'identifi', 'inscris', 'ordi'];froid person etabl identifi inscris ordi;2
apres plusieurs mails aucune reponse c est incroyable  en passant par mon compte ou ma boite perso  rien ne change ;0;1;['repons', 'compt', 'perso'];repons compt perso;0
inadmissible   je ne suis plus inscrite a pole emploi et n ai donc plus acces a mon profil candidat   il y a une semaine j ai fait une demande de documents en leur indiquant mon probleme  les documents ont ete envoye sur mon ancien profil  donc inaccessible    quand on est plus candidat on ne peut pas envoyer de mail  apres plusieurs tentatives par le meme formulaire  par une autre adresse email   ni par telephone car sans identifiant et mot de passe  on n a aucune chance d avoir quelqu un au telephone    je vais etre oblige de me deplacer a l agence alors que les horaires d ouverture sont les memes que celles de mon travail   donc pour resumer   je vais devoir prendre sur mon temps de travail pour recuperer une attestation que j aurais pu avoir par email ou par telephone si cela avait ete possible    c est une honte en bientot 2023 de ne pas avoir un contact facile avec eux sans etre candidat ;0;1;['inadmissibl', 'inscrit', 'profil', 'docu', 'docu', 'profil', 'inaccessibl', 'tentat', 'formulair', 'identifi', 'agenc', 'horair', 'ouvertur', 'cel', 'resum', 'recuper', 'attest', 'bientot', 'contact'];inadmissibl inscrit profil docu docu profil inaccessibl tentat formulair identifi agenc horair ouvertur cel resum recuper attest bientot contact;-1
accueil poli et froid personne ne sachant pas me dire si le stage que je lui demandais se passait bien dans l etablissement ou il travaille   ni meme malgre mon identifiant savoir si j etais inscris a ce stage puisque je suis un peu nul sur ordi;0;1;['froid', 'person', 'etabl', 'identifi', 'inscris', 'ordi'];froid person etabl identifi inscris ordi;2
apres plusieurs mails aucune reponse c est incroyable  en passant par mon compte ou ma boite perso  rien ne change ;1;1;['repons', 'compt', 'perso'];repons compt perso;0
mon mari est demandeur d emploi  a quand meme un mi temps  il a tout les mois des problemes pour avoir son allocation  aujourd hui l agence est fermee alors que le site dit que c est ouvert  on est le 10 juin et toujours rien pour ses allocations  donc gros probleme pour payer le loyer  personne n est joignable  oblige de voir avec la banque  le respect des demandeurs d emploi est constamment bafoue sous pretexte qu ils n ont que des devoirs ;1;0;['mi', 'alloc', 'agenc', 'ferme', 'ouvert', 'juin', 'alloc', 'pai', 'person', 'joignabl', 'banqu', 'respect', 'const', 'bafou', 'pretext', 'devoir'];mi alloc agenc ferme ouvert juin alloc pai person joignabl banqu respect const bafou pretext devoir;2
merci d indiquer sur votre site et vos locaux que vous faites le pont du 14 juillet ;1;0;['pont', '14', 'juillet'];pont 14 juillet;0
le service de ma conseillere mme auffret est tres appreciable  on peut communiquer avec nos conseillers par mail sans se deplacer et en actualisant tout sur l application pole emploi c est hyper pratique   application qui deconne de temps en temps ce qui vaut pas les 5 etoiles mais je recommande de l utiliser ;1;0;['servic', 'mme', 'auffret', 'appreci', 'communiqu', 'hyp', 'decon', 'vaut', 'recommand'];servic mme auffret appreci communiqu hyp decon vaut recommand;2
un pole emploi comme les autres  pas assez d ordinateur par contre et toutes les imprimantes ne marchent pas;1;0;['marchent'];marchent;0
service injoignable comme toujours;0;1;['servic', 'injoign'];servic injoign;0
si vous comptez utiliser les moyens informatiques de cette agence  apportez votre chaise car ce n est pas prevu de s assoir  sauf l unique emplacement reserve a un handicapes  et armez vous de patience car les ordinateurs ne sont pas des betes de courses  sans parler du debit du reseau pour une simple navigation sur le web comme consulter ses emails   n oubliez pas aussi a etre forme pour utiliser la solution informatique proposee car non ce n est pas du windows traditionnel sous active directory avec les outils bureautiques traditionnels   dernier detail  pas de reception reseau 4g dans l agence et aucun wi fi invite avec portail captif pour palier a ce probleme pour les demandeurs d emploi   je mets une etoile pour le personnel  qui ne maitrise pas tout mais sont tres patient  aidant les utilisateurs a utiliser ces  choses  dans ces conditions en permanence debout ;1;0;['compt', 'agenc', 'apport', 'chais', 'prevu', 'assoir', 'uniqu', 'emplac', 'reserv', 'handicap', 'armez', 'patienc', 'bet', 'cours', 'deb', 'reseau', 'navig', 'web', 'propose', 'window', 'traditionnel', 'directory', 'bureaut', 'traditionnel', 'reseau', '4g', 'agenc', 'wi', 'fi', 'invit', 'portail', 'captif', 'pali', 'personnel', 'maitris', 'patient', 'condit', 'permanent', 'debout'];compt agenc apport chais prevu assoir uniqu emplac reserv handicap armez patienc bet cours deb reseau navig web propose window traditionnel directory bureaut traditionnel reseau 4g agenc wi fi invit portail captif pali personnel maitris patient condit permanent debout;2
mon experience avec cette agence a ete et est toujours tres complique en effet avant le confinement je suis etudiante et j ai demande pour ma formation la validation d un devis mon conseiller a ete incapable de le voir sur mon espace en ligne tantot il ne comprenait pas tantot il me disait qu il fallait que nous discutions quand je fixer un rendez vous avec lui alors que j avais fait plusieurs mails c est comme si il ne les regardait pas quand j appelle le numero a disposition c est la meme chose ils ne comprennent absolument rien je ne comprends absolument pas pourquoi cela j ai donc demande le changement de mon conseiller et maintenant depuis le changement cela fait presque trois mois je n ai aucune reponse alors que le mail a ete envoye je suis maintenant en formation et mon devis n a toujours pas ete valide je ne peux meme pas faire ma demande rfp je trouve ca inadmissible de la part de pole emploi de laisser les gens dans des situations pareilles je ne demande qu a pouvoir communiquer avec mon conseiller pour exprimer le fait que je suis en formation et que j ai besoin de cette validation pour pouvoir faire ma demande d aide rfp et malheureusement je n ai toujours aucune reponse je ne sais plus quoi faire je suis desespere cette agence me desespere les gens qui travaillent sont desesperant;0;1;['agenc', 'confin', 'etudi', 'format', 'tantot', 'compren', 'tantot', 'discut', 'fix', 'regard', 'comprennent', 'repons', 'format', 'rfp', 'inadmissibl', 'pareil', 'communiqu', 'exprim', 'format', 'rfp', 'repons', 'desesper', 'agenc', 'desesper', 'travaillent', 'desesper'];agenc confin etudi format tantot compren tantot discut fix regard comprennent repons format rfp inadmissibl pareil communiqu exprim format rfp repons desesper agenc desesper travaillent desesper;-1
as many public services in france  pe lacks technology  objectivity and efficiency  personnel are kind  but unable to sort out issues  their operation is hindered by a legacy of inefficiency  visible at pe website and systems which are often unavailable   pardon  mon systeme mouline  mouline  et finalement ca bug  madame    after 3 months of online inscription  many complaints and 3 physical visits to pe i started receiving my rights  3 months  imagine if i had a family to support  i am dissatisfied with the complexity of processes  the slow speed of service  and the effort required to navigate through processes  citizens want processes to be simpler  faster  and easier to use  in line with the way we do everything else  learning  shopping  traveling  etc   as long as you cultivate this culture of indifference to the zeitgeist and citizens needs  french government will always be dealing with protests on the streets ;1;0;['many', 'servic', 'in', 'lack', 'technology', 'objectivity', 'and', 'efficiency', 'personnel', 'kind', 'but', 'unabl', 'out', 'issu', 'their', 'oper', 'is', 'hindered', 'by', 'legacy', 'inefficiency', 'visibl', 'at', 'websit', 'and', 'system', 'which', 'often', 'unavail', 'pardon', 'system', 'moulin', 'moulin', 'bug', 'after', 'month', 'onlin', 'many', 'complaint', 'and', 'physical', 'visit', 'i', 'started', 'receiving', 'my', 'right', 'month', 'imagin', 'if', 'i', 'had', 'family', 'support', 'i', 'am', 'dissatisfied', 'with', 'complexity', 'process', 'slow', 'speed', 'servic', 'and', 'effort', 'required', 'navigat', 'through', 'process', 'citizen', 'want', 'process', 'be', 'simpl', 'fast', 'and', 'easi', 'use', 'in', 'lin', 'with', 'way', 'we', 'do', 'everything', 'else', 'learning', 'shopping', 'traveling', 'you', 'cultivat', 'this', 'cultur', 'indifferent', 'zeitgeist', 'and', 'citizen', 'need', 'french', 'government', 'will', 'alway', 'be', 'dealing', 'with', 'protest', 'street'];many servic in lack technology objectivity and efficiency personnel kind but unabl out issu their oper is hindered by legacy inefficiency visibl at websit and system which often unavail pardon system moulin moulin bug after month onlin many complaint and physical visit i started receiving my right month imagin if i had family support i am dissatisfied with complexity process slow speed servic and effort required navigat through process citizen want process be simpl fast and easi use in lin with way we do everything else learning shopping traveling you cultivat this cultur indifferent zeitgeist and citizen need french government will alway be dealing with protest street;1
merci de ne pas tenir compte de la geo localisation erronee sur ce site l adresse elle  est correcte;1;0;['ten', 'compt', 'geo', 'localis', 'errone'];ten compt geo localis errone;-1
ne sont pas derriere les personnes precaires  n aident meme pas quand il y a un probleme avec des papiers  pour ma part l attestation employeur qui ne passe pas car trop gros  et la seule chose qui sort de leurs bouches c est   venir deposer les papiers au bureau  alors que certains n ont plus les moyens de se deplacer;0;1;['derrier', 'person', 'precair', 'aident', 'attest', 'employeur', 'bouch', 'bureau'];derrier person precair aident attest employeur bouch bureau;-1
