"entite";"review_text";"rating";"rel_date";"convert_1";"annee"
"POLE EMPLOI ANNEMASSE-PE";"Que des jaloux dans cette agence après un licenciement en Suisse ils mettent des Bâtons dans les roues pour avoir notre indemnisation chômage parce qu’ils se sont fait refouler de la Suisse et qu’ils se retrouvent à travailler à Pôle emploi ces jaloux même géant en tant que caissier veulent pas de vous";"1";"il y a 5 mois";"il y a 5 mois";"2022"
"POLE EMPLOI ANNEMASSE-PE";"Je mets une étoile, pour la photo !
Deux étoile, pour être gentil

MAIS les adresses ne sont pas bonnes, le jeux ""où est Charlie"" est plus simple ! (malgré MAP)  prévoir deux heures d'avance pour vos RDV !

à bon entendeur";"2";"il y a 5 mois";"il y a 5 mois";"2022"
"POLE EMPLOI ANNEMASSE-PE";"Complètement inutile. Aucune aide ni solution proposées dans les démarches mais toujours présents pour mettre des bâtons dans roues lors des recherches.";"1";"il y a 7 mois";"il y a 7 mois";"2022"
"POLE EMPLOI ANNEMASSE-PE";"Quoi dire de pole emploi. Si ce n'est que dans certaine situation tout devient compliquer.
Il devrais changer leur système de gestion compte. Histoire de pas passée 1h à expliqué notre situation.";"1";"il y a 8 mois";"il y a 8 mois";"2022"
"POLE EMPLOI ANNEMASSE-PE";"Aucun";"1";"il y a 8 mois";"il y a 8 mois";"2022"
"POLE EMPLOI ANNEMASSE-PE";"Plus aucune entreprise sérieuse ne passe par pôle emploi. Les postes ne sont jamais en adéquation avec les profils proposés. Aucune de ces agences n'a plus aucun sens aujourd'hui. Ils n'arrivent même pas à gérer les aspects administratifs correctement... Allez voir les agences d'intérim si vous avez vraiment besoin de travailler.";"1";"il y a 9 mois";"il y a 9 mois";"2022"
"POLE EMPLOI ANNEMASSE-PE";"Ma conseillère indemnisation est tellement naze que j’ai envie de postuler pour la remplacer.";"2";"il y a 10 mois";"il y a 10 mois";"2022"
"POLE EMPLOI ANNEMASSE-PE";"Une agence avec de très bons conseillers. Toujours à l'écoute, très réactifs et de bons conseils. C'est rassurant. Merci pour votre travail.";"5";"il y a 11 mois";"il y a 11 mois";"2022"
"POLE EMPLOI ANNEMASSE-PE";"Très bon conseiller je garde est espoir grâce à eux merci pole emploi";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ANNEMASSE-PE";"Conseillère méchante, aucune empathie  et prennent les gens de haut du jamais vu, bref pire pole emploi que j'ai jamais vu.";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ANNEMASSE-PE";"Franchement merci beaucoup à l agence pôle emploie du périer . En particulier à Leila qui à gérer toute ma demande de pdu1 alors qu elle était dans le jus , elle avait la tête partout . Toute les personnes là-bas sont à l écoute et ça fait plaisir .";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ANNEMASSE-PE";"Aucun";"4";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ANNEMASSE-PE";"J'attends toujours mon indemnisation depuis le mois de mars !!!!
Jamais vu de tel bon à rien !";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ANNEMASSE-PE";"Aucun";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ANNEMASSE-PE";"Bon accueil explications rapides, juste pour information suite au déménagement du dossier d'un autre  département .
Je travaille et tant mieux.
Mais bon, ai cas où je continue à mettre à jour mon dossier";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ANNEMASSE-PE";"Aucun";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ANNEMASSE-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ANNEMASSE-PE";"Si vous êtes frontaliers attendez vous à avoir des réflexions sur vos revenus, jalousie ? Ils ont certainement pas compris que lorsque que l'on touche des indemnités élevées après avoir travaillé en Suisse c'est aussi parce qu'on a travaillé au moins 42h par semaine si ce n'est souvent bien plus et qu'on est rarement assis derrière un écran ou en pause café. Donc au lieu de juger faites simplement votre travail (au lieu de nous balader de service en service) ou alors passez la frontière (au lieu de faire les jaloux/SES).";"2";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ANNEMASSE-PE";"J'ai tourné en rond autour du 2 avenue de Verdun et impossible de trouver l'agence. Tous ce qu'il y a c'est le Lycée des Glières et le gymnase. Aucune pancarte, aucune enseigne et des panneaux routiers qui vous envoient au supermarché du Perrier.";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ANNEMASSE-PE";"J’ai une licence banque assurance et il persiste à me proposer MacDo ! Un scandale !
Merci aux agences intérim qui m’ont trouvé un super poste en suisse !";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ANNEMASSE-PE";"Une excellente agence tres a l'ecoute et très professionnelle.";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ANNEMASSE-PE";"Fermer nouvelles adresses 2c avenue de Verdun";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ANNEMASSE-PE";"Aucun";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ANNEMASSE-PE";"Malheureusement ils ne sont pas trop renseignés, en tout cas pour ce qui concerne la formation que je voulais faire, chauffeur routier, j ai participé à 1 matinée d information sur ce métier qui est obligatoire pour pouvoir être prise, bref la personne qui gère cette branche du transport m avait di que c etait sûr que je ne serais pas retenu, merci pour l encouragement, je lui ai donc demandé si il n y avait pas d autre moyen pour faire cette formation là il m a dit que non a par si je me la finançait seul, 5000 euros quand même et aucune aide du pôle emploi alors qu au final j apprend sur des forums que les boites interim les financent et ça le pole emploi ne sont même pas au courant, pour une agence de l emploi quand même.....bref et de + au finale contrairement à ce que le conseiller m avait di que je ne serait pas retenu et bien j ai été accepté en +. Pour les personnes qui sont dans le cas où moi j ai été avec pole emploi, les boites interim dans la région qui finance le permis poids lourd: Actual Bonneville, RAS Annecy. Bon courage à vous et ne vous arrêtez pas à ce que le pôle emploi vous raconte.";"2";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ANTONY-PE";"Aucun";"5";"il y a un mois";"il y a 1 mois";"2023"
"POLE EMPLOI ANTONY-PE";"Toujours déçue de mes échanges téléphonique. Aucune aide reçu de mes interlocuteurs qui me conseillent d’aller voir sur d’autres sites d’information ou utiliser mon compte CPF alors que pôle emploi lui même finance cette formation. Une perte de temps c’est démotivant……";"1";"il y a 3 mois";"il y a 3 mois";"2023"
"POLE EMPLOI ANTONY-PE";"Aucun";"5";"il y a 3 mois";"il y a 3 mois";"2023"
"POLE EMPLOI ANTONY-PE";"C'était un accueil chaleureux et mon premier entretien était bien passé avec une dame qui était trop patiente avec moi ... Merci";"5";"il y a 5 mois";"il y a 5 mois";"2022"
"POLE EMPLOI ANTONY-PE";"Personne désagréable au possible au téléphone , ne recommande pas cette agence
Les avis des local guide en 5 étoiles sont , soit truqués ou ils ne sont pas tombés sur la même dame que moi j'imagine .
Un accueil pareil mériterai même 0";"1";"il y a 7 mois";"il y a 7 mois";"2022"
"POLE EMPLOI ANTONY-PE";"Relativement froid au niveau de l'accueil, le personnel qui a le regarde méfiant envers le visiteur.";"2";"il y a 8 mois";"il y a 8 mois";"2022"
"POLE EMPLOI ANTONY-PE";"Deuxième fois que je dois m'y rendre. L'accueil est agréable, et les problèmes sont réglés. Restez comme vous êtes. J'ai rarement eu l'occasion d'être traité humainement dans les autres agence.";"5";"il y a 10 mois";"il y a 10 mois";"2022"
"POLE EMPLOI ANTONY-PE";"J'ai la chance.
Ils m'ont écouté patiemment tout au long de cette terrible histoire dans un français trash et m'ont donné les meilleurs conseils, merci";"5";"il y a 11 mois";"il y a 11 mois";"2022"
"POLE EMPLOI ANTONY-PE";"Suis très content pour ce lieu,personnes de bonne humeur.et merci monsieur BOUTOUTE";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ANTONY-PE";"Les conseillés avec qui j'ai été en contact sont vraiment sympa, ils m'ont vraiment bien accompagné.";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ANTONY-PE";"Je suis très satisfaite de l’aide très précieuse que j’ai reçu de Pôle Emploi Antony. Ma conseillère m’a beaucoup aidé dans ma reprise d’emploi & si j’ai retrouvé un emploi, elle y ait pour beaucoup!😊 @Mme G.N>Merci beaucoup Mme G.>vous êtes une superbe personne & vous êtes une excellente conseillère, merci mille fois!😊 grâce à vous j’ai retrouvé un emploi!😊 je vous souhaite une excellente journée plein de soleil☀️😊 Mme V.N.B😊";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ANTONY-PE";"De puis 2016 je travaille dans l'animation en tant vacataire aucun conseiller m'a expliqué comment faire  mes déclaration pour éviter le tro perçu  durant ces années j'ai remboursé sans comprendre le jour ou j'ai compris comment fonctionne tout le service pôle emploi  les médiateurs et tout le reste sa donne envie de ce suicidé  vraiment aucun compréhension ils sont tous sauf humains :des montres robes méprisants le jour ou il y a eu soit disant un conseillé qui est spécialisé j'ai commencé à avoir espoir mais en fait il était là juste pour mettre mes salaires à jour pour encore pomper du fric le refus systématique des justificatifs et aussi les demandes d'effacement de dette malgré ma situation précaire et en plus avec cette crise sanitaire normale il preveligi les chômeur de luxe les cadre les directeurs etc pour le chômage partiel  par contre  nous en compte que dalle malgré que je travail non-stop avec des contrats de vacations je rentre pas dans leur profil  :de conseiller incompétent ou pistonné  vous croyez quoi  il préfère leur -café cigarettes  portables  ou encore  parcourir les sites de rencontre Amazon etc ...franchement c'est décevant et avec le télétravail surtout pour les femmes ça n'arrange pas les choses  en dirait une secte  entre entre-eux....je suis vraiment déçu...";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ANTONY-PE";"Bonjour,
Je viens de voir l'avis de Jean-Bapthiste Blondeau. Même combat! Pôle emploi antony : aucun suivi. Monsieur Blondeau a écrit à la directrice de l'agence. Quel est son nom? j'aimerais faire de même. Merci beaucoup.";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ANTONY-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ANTONY-PE";"Du meme avis que tous les commentaires,

Comportement inadmissible et agressif de mon conseiller un certain bert***d qui me prend de haut "" vous etes au debut de votre carriere,  vous n'etes rien, moi j'ai 30 ans d'experience dans le privé, donc calmez vous et descendez d'un ton""

Ne m'a apporté aucune reponse. d'une mauvaise foi absolu.
Je peux transmettre les échanges par mail si nécéssaire

Lettre envoyée à la directrice de l'agence pour escalade.";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ANTONY-PE";"Je reçois des rappels de trop perçu qui datent de 9 ans... Oubli de rémunération pendant une formation rémunérée me contraignant à l'abandon pour retrouver un travail par mes propres moyens... Et ne faites par l'erreur de répondre à une enquête de satisfaction en votre nom à leur attention ! Depuis que je me suis réinscrit à Pôle Emploi, je n'ai eu QUE des ennuis et des échanges interminables inutiles. Nul.";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ANTONY-PE";"0% sérieux
0% aide
0% utilité
100% désagréable

NB : Pour qui vous vous prenez ? Vous êtes là pour nous aider, pas nous traiter comme du bétail .";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ANTONY-PE";"Si je pouvais donner zéro etoile, je l'aurais fait sans hesité. Les personnes qui m'ont reçu ont tout fait pour me plomber encore plus le moral. Aucune capacité d'ecoute, à fuir .....";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ANTONY-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ANTONY-PE";"J'ai eu a deux reprises affaires à leurs services suites à des erreurs de ma part. Les deux fois la personne s'est montrée indulgente et a pu solutionner rapidement et efficacement mon problème.
Je vous remercie sincèrement
Mr Ranson";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ANTONY-PE";"Good job.";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ANTONY-PE";"Formidable. Je veux déposer une offre d'emploi en ligne. Je remplis tout un formulaire et au final... ""Service indisponible, veuillez nous excuser de la gêne occasionnée"". La gêne en l'occurrence est surtout pour les chômeurs...
.";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ANTONY-PE";"a fuir de toute urgence
Aucun moyen de les joindre, lors de mon premier rdv le conseiller m’a imprimer la fiche onisep de mon métier.. merci mais on est plus au collège chez la conseillère d’orientation. Ils m’ont coller des rdv et mon menacer d’être radier si je ne me présentait pas alors que jetait en mission d’intérim! Ou sommes nous!?
Un conseil trouvez du travail par vous même et compter sur eux le moins possible!";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ANTONY-PE";"Dommage l'accueil très froid";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ANTONY-PE";"Impossible de les joindre au téléphone, impossible de ce connecter, impossible de s'actualiser et donc impossible d'obtenir nos droit.";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ANTONY-PE";"IMPOSSIBLE A JOINDRE PAR TÉLÉPHONE, IMPOSSIBLE PAR MAIL, CONSEILLÈRE QUI N'A JAMAIS RÉPONDU A MES MESSAGES (+ de 2 ans), j'ai toujours fait toutes mes démarches tout seul auprès des différents organismes auxquels j'ai été confrontés. J'AI DU FAIRE PASSER DES MESSAGES PAR MA CONSEILLERE de MISSION LOCALES POUR CONTACTER MA CONSEILLERE POLE EMPLOI.

C est ABERRANT ! D'un manque de PROFESSIONNALISME !

N'ATTENDEZ RIEN D'EUX.. Vraiment !";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ANTONY-PE";"j’espère de tout cœur que toutes les agences ne ce ressemblent pas, car dans celle la, je pense qu'ils essayent de sauvé la planète en brassant le maximum d'air !!!
en 6 mois d'inscription j'ai eu le droit à la première visite de découverte et...... ensuite silence radio
jamais vu ou entendu mon conseiller (celui de la visite de découverte n’était pas le miens, allez savoir pourquoi?)
même pour le minimum salariale, à savoir répondre au  mail, j’aimerai dire que ils sont incompétents ou réponde à coté de la plaque ! Mais je peux pas vu que j’attends  toujours, au jours d'aujourd'hui le retour de mes questions posées par mail!
je pense qu'ils n'ont pas compris que pour pouvoir aider les gens a travailler... bein il faut travailler aussi !
je vois pas a quoi ça sert de faire tout ce cinéma constant dans tout les médias possibles, si au final la seul chose dont on peux bénéficier c'est de s'actualiser
bref si on veux écoulé tout ses droits, sans trouver de travail ou de formation, c'est la bonne adresse il faut pas chercher plus loin";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ANTONY-PE";"Aucun";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ANZIN-PE";"Pour une personne qui habite à Quiévrechain, et avoir rdv sur Anzin je trouve ça ridicule,en cachant qui a un pôle emploi sur Valenciennes.";"3";"il y a 4 mois";"il y a 4 mois";"2023"
"POLE EMPLOI ANZIN-PE";"J'ai toujours été satisfaite de cette agence . Sauf dernièrement. J'ai demandé un rdv avec mon conseiller. Rdv annulé sans proposer un autre rdv. Pas de suivi depuis 3 mois. Pas de proposition d'emploi. Tentative de reprendre rdv pas de rendez vous disponible ni par tel ni en direct... Merci Macron. C'est vrai on n'est plus en pays d'assistés. Fermons pôle emploi. Ou France emploi comme on voudra!";"1";"il y a 5 mois";"il y a 5 mois";"2022"
"POLE EMPLOI ANZIN-PE";"J'ai été très bien suivie par mes conseillers qui savaient toujours répondre à mes questions lorsque je les sollicitais, que ça soit Ludivine, Nadia etc.. ils sont à l'écoute et explique bien";"5";"il y a 6 mois";"il y a 6 mois";"2022"
"POLE EMPLOI ANZIN-PE";"A fuir! Pôle emploi vous met encore plus dans la m****
Impossible d’avoir nos conseillers directement par téléphone
En plus leurs « offre d’emploi» qui propose son parfois plus bon
En plus de sa je gagne déjà pas beaucoup 300 euros d’allocation chômage alors que j’etait payer 1100 quand je travailler
Il calcule mal nos droits
Je donne tout les papiers qu’il me demande tout est dans les clous
Il trouve des trucs un disant que j’ai eu des trop perçu imaginer je gagne que 300 euros et je doit leurs rembourser 560 euros tout ça parce que ils on mal calculer
Aller pas là-bas faite de l’intérim en attendant de vous trouver un vrai travail
Sa aide pas du tout pôle emploi au contraire !
Pis ils savent jamais rien c’est des incompétents !!!";"1";"il y a 6 mois";"il y a 6 mois";"2022"
"POLE EMPLOI ANZIN-PE";"Aucun";"5";"il y a 6 mois";"il y a 6 mois";"2022"
"POLE EMPLOI ANZIN-PE";"Aucun";"5";"il y a 7 mois";"il y a 7 mois";"2022"
"POLE EMPLOI ANZIN-PE";"Aucun";"1";"il y a 10 mois";"il y a 10 mois";"2022"
"POLE EMPLOI ANZIN-PE";"La nouvelle adresse de Pole Emploi Anzin est au 245 bis Rue Jean Jaurès, 59410 Anzin.";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ANZIN-PE";"Bonjour est ce que vous allez déménagé et quand s'il vous plaît";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ANZIN-PE";"Aucun";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ANZIN-PE";"Si je pouvais mettre zéro je mettrai. Une personne à l accueil a quoi elle sert ,elle sait jamais rien .
On refait des locaux neufs pourquoi ? Pour y mettre des incompétents .mon fils est inscrit et aucun contact avec un éventuel conseiller sûrement fantôme
Une honte comment être motivé a trouver un travail pffff";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ANZIN-PE";"Aucun";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ANZIN-PE";"Aucun";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ANZIN-PE";"Je ne comprends pas que l’on ne puisse pas joindre nos conseillers directement  par téléphone, c’est quand même le moyen le plus simple et rapide pour échanger. Là non vous appelez pôle emploi anzin, ça raccroche et vous renvoie sur un serveur bien lourd au 3949 où il faut écouter le menu pendant 15 min puis on vous dit que votre temps d’attente est de 15 min pour qu’au final vous tombiez sur X qui n’est absolument pas votre conseiller et qui n’a jamais entendu parler de vous. Super « l’accompagnement personnalisé ».C’est désolant et affolant comme eux nous joignent comme ils veulent mais nous absolument pas, au contraire.";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ARC LES GRAY-PE";"Très agréablement surpris, réponse rapide à mes questions, traitement de mon dossier rapide je suis très content merci";"5";"il y a un mois";"il y a 1 mois";"2023"
"POLE EMPLOI ARC LES GRAY-PE";"Pro et rapide";"5";"il y a 2 mois";"il y a 2 mois";"2023"
"POLE EMPLOI ARC LES GRAY-PE";"Aucun";"5";"il y a 2 mois";"il y a 2 mois";"2023"
"POLE EMPLOI ARC LES GRAY-PE";"Aucun";"2";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ARLES-PE";"Merci pour tout ça et à la prochaine.";"5";"il y a 2 semaines";"il y a 2 semaines";"2023"
"POLE EMPLOI ARLES-PE";"Au service des demandes excellente présentation très bonne ds l'ensemble ET très à l'écoute bonne réception et merci beaucoup 🥰 …";"5";"il y a 3 mois";"il y a 3 mois";"2023"
"POLE EMPLOI ARLES-PE";"niveau incompétence on atteint le fond aucun suivie des convocation qui ne correspondent a rien conseiller inexistant brefs c est gens on le pouvoir de vous radier comme du betaill une honte cette agence ne compter pas sur eux pour vous aider les conseiller on un emploie fictif qui ne devrait plus exister des robots ferai mieux le travail";"1";"il y a 11 mois";"il y a 11 mois";"2022"
"POLE EMPLOI ARLES-PE";"Mieux servi par soi-même! Une étoile n’est mm pas mérité";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ARLES-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ARLES-PE";"Aucun";"4";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ARLES-PE";"Heureusement que pôle emploie et a côté de la caf
Car il peuvent se tenir la main

Perte de dossier
1 rdv par mois avec 1 conseiller qui prend le temps de prendre sont café
Aucune écoute";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ARLES-PE";"Aucun";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ARLES-PE";"Aucun";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ARPAJON-PE";"Efficace à l'écoute et professionnelle.

Merci";"5";"il y a 2 mois";"il y a 2 mois";"2023"
"POLE EMPLOI ARPAJON-PE";"Mon dossier était ""bloqué"" suite à un changement d'adresse, apparement trop compliqué de changer mon code d'agence.. faut surtout pas essayer de travailler.
J'ai eu la chance de tomber sur Aurelien à Arpajon qui a été efficace, sympathique et très professionnel. Merci beaucoup";"5";"il y a 3 mois";"il y a 3 mois";"2023"
"POLE EMPLOI ARPAJON-PE";"Je suis inscrite depuis 5 mois à pôle emploi. J'ai perdu mon emploi pour cause d'inaptitude suite à des problèmes de santé. Depuis 5 mois on me lâche pas ,on me trouve des histoires pour pas me payer mes indemnités .
À chaque fois, on me dit que la poste n'a pas pu me remettre les courriers envoyés par pôle emploi et pour ça on m'envoie pas mes indemnités journalières.
Je conteste bien entendu, parce que j'habite toujours à la même adresse, et je reçois mes courriers et colis. C'est juste les courriers de pôle emploi que je reçois pas.
C'est très bizarre...
J'ai été payé 10 jours après. J'ai pas payé mon loyer le 05 du mois.
Deux mois après, on me sort la même histoire...j'ai pas été payé pour la même raison, il paraît que la poste ne me trouve pas !! Le 05 du mois m'angoisse déjà, puisque j'aurais pas l'argent pour payer mon loyer à cause de idioties.
J'ai l'impression de vivre un cauchemar...que c'est fait exprès pour embêter les gens et voire si l'argent n'est pas réclamé.";"2";"il y a 4 mois";"il y a 4 mois";"2023"
"POLE EMPLOI ARPAJON-PE";"Aucun";"5";"il y a 8 mois";"il y a 8 mois";"2022"
"POLE EMPLOI ARPAJON-PE";"Aucun";"5";"il y a 11 mois";"il y a 11 mois";"2022"
"POLE EMPLOI ARPAJON-PE";"Aucun";"1";"il y a 11 mois";"il y a 11 mois";"2022"
"POLE EMPLOI ARPAJON-PE";"Aucun";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ARPAJON-PE";"Bien qu'il soit impossible de joindre son conseiller sans rdv préalable, j'ai toujours obtenu des réponses professionnelles et exactes.
Seul bémol, il a fallu que je passe par le médiateur pour obtenir validation de l'allocation chômage, ma situation ""spéciale Covid"" ne rentrant dans aucune case au début de la pandémie.";"4";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ARPAJON-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ARPAJON-PE";"Aucun";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ARRAS-PE";"Merci pour l accompagnement et la gentillesse et l humanité de mes conseillaires pour  m aider a redémarrer une nouvelle vie dans une nouvelle région .";"5";"il y a un mois";"il y a 1 mois";"2023"
"POLE EMPLOI ARRAS-PE";"Une agence très décevante avec des employés qui vous prennent de haut. Créateur d'entreprise, je me suis retrouvé avec mon allocation suspendu, sans me prévenir, pour un document que je devais envoyer. Mais comme me l'a précisé Madame Renard :  mais monsieur je vous l'ai dit en Mars 2021. Effectivement je ne pense qu'à cette personne depuis 2 ans. A quoi mettre en place un système d'échange sur notre espace ? Une remise en question de cette personne serait nécessaire, car ce n'est pas elle qui a eu ses échéances rejetés par la banque. C'est vraiment ACTEUR STUDIO";"1";"il y a 3 mois";"il y a 3 mois";"2023"
"POLE EMPLOI ARRAS-PE";"moi je remercie particulierement Mme TEMPET pour son professionnalisme. car elle n hésite pas a vous appeler pour vous dire ce qu il manque comme document au lieu de faire trainer.
merci
sinon j y suis allé 2 x , et les 2 x j ai toujours bien été acceuilli et rapide !!";"5";"il y a 4 mois";"il y a 4 mois";"2023"
"POLE EMPLOI ARRAS-PE";"Aucun";"1";"il y a 6 mois";"il y a 6 mois";"2022"
"POLE EMPLOI ARRAS-PE";"Cette agence est une honte. Leurs psychologues n'hésitent pas à vous insulter lors des rendez-vous. Ce ne sont que des arnaqueurs ! Fuyez ! ateliers inutiles. Je déconseille cette agence. Ne mérite pas d'étoiles. Je suis scandalisée par  le fait  que les personnes  qui  fument  le fasse  à  côté  des  salles. Cela  ramène  les odeurs  de cigarette  une fois  les portes  fermées. En tant  que  non fumeuse  et migraineuse je  n'ai pas  à  respirer ces odeurs qui m'ont  provoqué  de violentes migraines durant  plusieurs  jours.";"1";"il y a 7 mois";"il y a 7 mois";"2022"
"POLE EMPLOI ARRAS-PE";"Les sympathiques employés de l'organisation aideront toujours lors de l'inscription et pour toutes les questions qui se posent, très polis et amicaux.";"5";"il y a 10 mois";"il y a 10 mois";"2022"
"POLE EMPLOI ARRAS-PE";"Aucun";"4";"il y a 11 mois";"il y a 11 mois";"2022"
"POLE EMPLOI ARRAS-PE";"Je mi une étoile mai si non je n auret pas mie m carton et desacrable au téléphone mal polie avec les gens qui peut se rendre à une immersion qui de plus 49 minute de chez-soi quelle parent la politesse cette dame";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ARRAS-PE";"Alors j ai mis 1 étoiles pour faire bien. Sinon pour des gens qui vs demande de vous actualiser tous les mois alors que eux ne sont même pas capable de changer l adresse du lieu de pôle emploi ! Bravo
Apres honnêtement mon 1er Rdv n a servi strictement a rien ! J en savais plus que mon interlocuteur enfin je lui ai fait plaisir en lui faisant croire qu il m'apprenait des trucs . J ai été bien élevé";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ARRAS-PE";"Aucun";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ARRAS-PE";"Aucun";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ARRAS-PE";"Facile d'accès , bien pris en charge";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ARRAS-PE";"Incapable de répondre au téléphone ......";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ARRAS-PE";"Euhhh...des jeunes en formation pas évident de s'y retrouver..il faut bien connaitre ses

identifiants mots de passe";"2";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ARRAS-PE";"Pôle emploi a récemment su faire preuve de réactivité et d’efficacité dans une situation délicate que nous traversions! De plus, le personnel est agréable dans l’ensemble.";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ARRAS-PE";"Aucun";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ARRAS-PE";"Exécrable !!

Sa prétend vouloir aider les gens mais aucune aide n'est donné
Les conseiller ainsi que l'entièreté du personnel est ignoble, sans compter l'accueil qui reste a désirer ! aucun bonjour et personne peu agréable

cette enseigne est définitivement pas la pour donner un coup de main ni pour vous trouver un emploi elle est juste la pour faire jolie !

Ignoble !";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ARRAS-PE";"Aucun";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ARRAS-PE";"J'ai demandé à recevoir mes courriers par voie postale. Cependant en ouvrant mon espace pour mon actualisation,  j'ai découvert qu'il y avait un courrier que l'on m'aurait remis en main propre. Il s'avère que cette affirmation est archi fausse. Arrêtez de raconter des mensonges et faites ce qu'on vous demande.";"1";"il y a 2 ans";"il y a 2 ans";"2021"
