Description;demarche en ligne;compte ou espace personnel;Description_2;Description_3;clusters
j ai ete contactee par une conseillere pole emploi d un ton assez agressif qui s etonnait que j envoie des candidatures trop eloigne de mon lieu de residence;1;0;['contacte', 'agress', 'eton', 'eloign', 'resident'];contacte agress eton eloign resident;-1
le justificatif pole emploi a telecharger apres declaration mensuelle ne recapitule plus les heures et les montants declares ;1;0;['justif', 'declar', 'recapitul', 'declar'];justif declar recapitul declar;-1
ma premiere actualisation s est bien deroulee  le service est simple et clair il faut juste avoir un scanner pour pouvoir envoyer  via le site  les bulletins de salaire  au plaisir de refaire on actualisation le mois prochain;1;0;['deroule', 'servic', 'bulletin', 'salair', 'plais', 'refair'];deroule servic bulletin salair plais refair;2
site pole emploi  apres avoir selectionne le document que je souhaite envoyer  j appuie sur valide  le systeme mouline puis m indique que je n ai selectionne aucun document et me l efface  voila une cinquantaine de fois que j essaie en vain  je vais devoir me deplacer  que de temps perdu ;1;0;['selection', 'docu', 'appui', 'system', 'moulin', 'selection', 'docu', 'effac', 'cinquantain', 'vain'];selection docu appui system moulin selection docu effac cinquantain vain;-1
contexte d envoie   je peux seulement selectionner actualisation   changement de situation  impossible d envoyer mes documents pour finaliser l inscription;1;0;['context', 'selection', 'docu'];context selection docu;-1
pole emploi qui refuse trops souvent des pdf sous pretexte qu ils sont trops lourd  c est inadmissible    je connais tres bien internet  c est possible  a bon entendeur  cordialement;1;0;['trop', 'pdf', 'pretext', 'trop', 'lourd', 'inadmissibl', 'internet', 'entendeur'];trop pdf pretext trop lourd inadmissibl internet entendeur;1
coordonnees employeurs cesu non enregistrees et non preremplies par pole emploi lors des  actualisations mensuelles ;1;0;['employeur', 'enregistre', 'prerempl'];employeur enregistre prerempl;2
voila plus de 6 mois que je suis inscrit comme demandeur d emploi  durant ces 6 mois j ai enchaine les demandes de justificatifs  les refus et de nombreuses explications fumeuses quant aux raisons qui font que je ne suis toujours pas indemnise  ces conseillers indemnisation doivent probablement avoir trop de dossier a gerer  mais la legerete avec laquelle ils repondent est scandaleuse  je plains les personnes vulnerables ou en difficulte sociale qui doivent affronter ce broyeur social  si j avais fait preuve d autant de legerete dans mon emploi prive  les consequences auraient ete graves et je n aurais pas tenu un mois  bon courage a tous ceux dont la situation est complexe  hors du standard   ;1;0;['inscrit', 'enchain', 'justif', 'nombreux', 'fumeux', 'raison', 'indemnis', 'indemnis', 'probabl', 'dossi', 'legeret', 'repondent', 'scandal', 'plain', 'person', 'vulner', 'affront', 'broyeur', 'legeret', 'grav', 'tenu', 'courag', 'hor', 'standard'];inscrit enchain justif nombreux fumeux raison indemnis indemnis probabl dossi legeret repondent scandal plain person vulner affront broyeur legeret grav tenu courag hor standard;2
intermittante en cdi  je n ai pas travaille en decembre mais il est impossible de mettre 0h dans ma declaration  ;0;1;['intermitt', 'cdi', '0h', 'declar'];intermitt cdi 0h declar;1
dans ce nouveau fonctionnement on ne peut plus telecharger son attestation d actualisation  c est un detail important pour eviter de gacher du papier et de l encre    ou est la demarche ecologique  ;1;1;['attest', 'gach', 'encre', 'demarch', 'ecolog'];attest gach encre demarch ecolog;-1
bonjour   voila un peu moins de 3 mois que je suis au chomage et je n ai toujours pas eu d entretien telephonique ni de rendez vous ni de mail de ma conseillere pole emploi   le probleme est que je souhaite integrer une formation  qui m a ete recommande par une branche specifique de pole emploi  a laquelle j ai ete admis   on me demande desormais de prendre contact avec la dite conseillere pour suivre les demarche d inscription  la formation demarrant dans moins de 15 jours   il serait tres appreciable que pour un service sense aider a un retour a l emploi et a la formation  qu il y ai plus de reactivite  inferieur a 2 semaines serait le minimum de la decence  concernant certains sujets urgents  plutot que de seulement envoyer des notifications de rendez vous pour dans 2 mois   cordiamement ;0;1;['chomag', 'integr', 'format', 'recommand', 'branch', 'specif', 'admis', 'contact', 'demarch', 'format', 'demarr', 'appreci', 'servic', 'sens', 'format', 'reactivit', 'inferieur', 'decenc', 'urgent', 'cordiam'];chomag integr format recommand branch specif admis contact demarch format demarr appreci servic sens format reactivit inferieur decenc urgent cordiam;1
je souhaite transmettre un document autre qu un document relatif a l actualisation de ma situation  c est le seul choix que l on me propose pour joindre un document a mon dossier  mon document est systematiquement refuse car il ne correspond pas a un document d actualisation de ma situation  votre site internet pole emploi n est pas concu pour que je puisse vous transmettre un document pourtant necessaire a l etude de mes droits  quand je viens en agence  on me dit que dans la mesure ou aucun document ne m est demande sur mon espace  je ne peux deposer aucun document papier  quand j envoie un message a mon conseiller indemnisation  on me repond certes en 24h mais systematiquement a cote de la plaque et sans aucune consideration de ma situation  cette reponse ne m apporte donc absolument rien  j ai la sensation que l agent se debarrasse du mail pour realiser les resultats statistiques demandes par sa hierarchie  par pitie  a toutes les personnes qui travaillent dans les services publics a quelque niveau que ce soit jusqu a nos elus les plus hauts places  considerez les gens a qui vous vous adressez  ce type de reponse est honteux  dans service public  on trouve bien le mot service  or  aucune solution  aucun service n est propose  rendez le service que les citoyens sont en droit de recevoir  et faites le de maniere humaine  merci de m avoir lue ;1;1;['docu', 'docu', 'docu', 'dossi', 'docu', 'docu', 'internet', 'concu', 'docu', 'etud', 'agenc', 'docu', 'docu', 'indemnis', 'cert', '24h', 'plaqu', 'repons', 'apport', 'sensat', 'agent', 'debarr', 'statist', 'hierarch', 'pit', 'person', 'travaillent', 'servic', 'elus', 'haut', 'plac', 'consid', 'repons', 'servic', 'servic', 'servic', 'servic', 'citoyen', 'lu'];docu docu docu dossi docu docu internet concu docu etud agenc docu docu indemnis cert 24h plaqu repons apport sensat agent debarr statist hierarch pit person travaillent servic elus haut plac consid repons servic servic servic servic citoyen lu;-1
pole emploi a plus d un mois de retard sur le paiement de mes allocations  et cette situation dure depuis plusieurs mois  leurs services sont injoignable  autant le 3949 ou aucun conseiller n est joignable  que le conseiller referent qui ne repond a aucun mail  plusieurs reclamations ont ete envoyees  mais a chaque fois une reponse ubuesque a ete apportee   il faut appeler le 3949  ou encore  veuillez prendre contact avec votre conseiller referent   alors qu aucun ne repond   ces retard de paiement entrainent des frais chaque mois  et la situation n avance pas ;0;1;['retard', 'pai', 'alloc', 'servic', 'injoign', '3949', 'joignabl', 'reclam', 'envoye', 'repons', 'ubuesqu', 'apporte', '3949', 'contact', 'retard', 'pai', 'entrainent', 'frais'];retard pai alloc servic injoign 3949 joignabl reclam envoye repons ubuesqu apporte 3949 contact retard pai entrainent frais;3
la procedure d inscription au pole emploi en ligne est tres bien faite et simple  globalement  entre toutes les interfaces en ligne que j ai pu utiliser  ameli  impots  urssaf     et avec l aide de france connect  nos services publics digitalises sont bien penses et agreables a utiliser  merci car c est un enorme boulot  ;1;0;['procedur', 'global', 'interfac', 'amel', 'impot', 'urssaf', 'connect', 'servic', 'digitalis', 'boulot'];procedur global interfac amel impot urssaf connect servic digitalis boulot;0
j ai suivi la nouvelle procedure sans probleme car elle est tres lisible  mais a mon grand etonnement  si les dates de travail etaient bonnes  les montant enregistres ne correspondaient pas a mes documents  edites par un autre organisme public  le guso  et il n y avait aucun moyen de les rectifier  j ai depose une reclamation car je ne pouvais joindre personne au telephone ni me deplacer car j etais malade  sans reponse rapide et la date limite approchant  j ai du terminer la procedure de declaration avec les chiffres pre enregistres et donc faire une declaration sur l honneur contenant des chiffres errones   il y a la un gros dysfonctionnement ;1;1;['procedur', 'lisibl', 'eton', 'docu', 'edit', 'guso', 'rectifi', 'reclam', 'person', 'malad', 'repons', 'approch', 'procedur', 'declar', 'declar', 'honneur', 'conten', 'erron'];procedur lisibl eton docu edit guso rectifi reclam person malad repons approch procedur declar declar honneur conten erron;3
suite a plusieurs entretiens avec un conseiller de pole emploi  celui ci m a clairement dit que je ne pouvait pas faire mon metier sans meme s informer sur celui ci   je suis specialise depuis 15 ans en renovation du bati ancien et construction durable en cabinet d architecture  je viens de terminer une remise a niveau en bim  selon mon conseiller je dois chercher dans un  bureau d etude qui fait de la plomberie ou dans le beton arme sous pretexte qu il y a des offres  or je ne suis pas specialise dans ces domaines  et cela n a rien a voir avec mes competences   ca fait des annees que j entend ce discours a chaque passage chez pole emploi  il serait temps de faire des agences par specialite comme le font les agences d interim   au passage vos prestataires  c est pareil  meconnaissance du metier mais quand on leur demande des  conseils  ils ne savent pas quoi repondre   cordialement ;0;1;['specialis', 'renov', 'construct', 'durabl', 'cabinet', 'architectur', 'remis', 'bim', 'selon', 'bureau', 'etud', 'plomber', 'beton', 'arme', 'pretext', 'offre', 'specialis', 'domain', 'entend', 'discour', 'passag', 'agenc', 'specialit', 'agenc', 'interim', 'passag', 'prestatair', 'pareil', 'meconnaiss', 'savent'];specialis renov construct durabl cabinet architectur remis bim selon bureau etud plomber beton arme pretext offre specialis domain entend discour passag agenc specialit agenc interim passag prestatair pareil meconnaiss savent;2
bonjour  lors de l actualisation  il nous est demande si l on est alle en formation  j ai repondu  oui  car j etais fait 1 5 jours de formation sur une thematique precise et technique afin de maintenir mes connaissances  type de formation que je suis amenee a refaire  or il n est pas precise qu il ne faut cocher  oui  qu a partir de 40h  si j ai bien compris   en conclusion  j ai eu pas mal de souci  car il a ete considere que j avais une activite et donc que je ne pouvais pas percevoir mes allocations alors que  1  je payais moi meme cette formation  non eligible cpf  2  elle etait tres courte  il a fallu l aide de ma conseillere pour annuler la formation  rejeter les documents telecharges   ;1;0;['format', 'format', 'themat', 'mainten', 'format', 'amene', 'refair', '40h', 'compr', 'conclus', 'souc', 'percevoir', 'alloc', 'pai', 'format', 'eligibl', 'cpf', 'court', 'fallu', 'format', 'docu', 'telecharg'];format format themat mainten format amene refair 40h compr conclus souc percevoir alloc pai format eligibl cpf court fallu format docu telecharg;1
madame  monsieur   veuillez accepter d avance mes remerciements pour votre comprehension  sinon votre ecoute   ce n est pas mon  ressenti  mais  bel et bien  mon veritable vecu en ligne  sur le site du pole emploi  parce qu aucun creneau horaire ne demeure disponible je ne suis plus recu en agence  alors que je n entends pas bien par telephone  parce que je n ai un bon appareil  ni un bon reseau ou une bonne audition  malheureusement et  malgre moi   j en suis donc desole   sincerement   un minuscule quinquagenaire;0;1;['creneau', 'horair', 'demeur', 'agenc', 'entend', 'appareil', 'reseau', 'audit', 'desol', 'sincer', 'minuscul', 'quinquagenair'];creneau horair demeur agenc entend appareil reseau audit desol sincer minuscul quinquagenair;2
j ai transmis deux fois un bulletin de salaire a pole  emploi  qui le refuse par deux fois  sans explication    j envoie donc un e mail a mon  conseiller indemnisation  en demandant pourquoi ce bulletin est refuse    il me repond qu il l est car il manque une page a ce bulletin de salaire  or  il ne manque aucune page a ce bulletin de salaire  toutes les informations figurent sur la meme page    j ignore quoi faire de plus  j ai transmis les documents necessaires et je ne recois aucune explication utile ;1;1;['bulletin', 'salair', 'e', 'indemnis', 'bulletin', 'bulletin', 'salair', 'bulletin', 'salair', 'figurent', 'ignor', 'docu', 'util'];bulletin salair e indemnis bulletin bulletin salair bulletin salair figurent ignor docu util;2
je n arrete pas de rechercher  d analyser des offres  je postule aux offres en fonction de mes competences et de mes experiences  souvent  les offres proposees par le pole emploi arrivent apres que j ai deja postule sur ces meme entreprises  j attendrais donc un travail de complementarite  appui de candidature   seconde chance de repostuler    de prouver ma  motivation pour le poste deja convoite  ;1;0;['analys', 'offre', 'offre', 'offre', 'propose', 'arrivent', 'complementarit', 'appui', 'second', 'repostul', 'prouv', 'convoit'];analys offre offre offre propose arrivent complementarit appui second repostul prouv convoit;-1
madame  monsieur   veuillez accepter d avance mes remerciements pour votre comprehension  sinon votre ecoute  ce n est toujours pas mon  ressenti  mais  bel et bien  mon veritable vecu decrit ci dessous  le site du pole emploi ne cesse de m exasperer  notamment des messages d erreur quotidiens  comme celui ci dessous et  pour n importe quelle raison  service indisponible nous vous prions de nous excuser pour ce desagrement et vous invitons a vous connecter ulterieurement   j en suis donc desole   sincerement   un minuscule quinquagenaire;1;0;['decr', 'dessous', 'cess', 'exasper', 'quotidien', 'dessous', 'servic', 'indisponibl', 'prion', 'desagr', 'inviton', 'connect', 'ulterieur', 'desol', 'sincer', 'minuscul', 'quinquagenair'];decr dessous cess exasper quotidien dessous servic indisponibl prion desagr inviton connect ulterieur desol sincer minuscul quinquagenair;3
un jour les assedic spectacle ont decide de changer l interface utilisateur pour l actualisation des intermittents  ils ont pris le loisir   certainement pour nous aider  de pre remplir les attestation fournit par les employeurs  aem   malheureusement plus de 80  des informations se revelent inexactes  il faut desormais passe plus d une heure pour remplir 9 jours de travail    quand sera t il pour les mois ou l on travaille 17 jours    de plus  la ou il suffisait d une feuille pour faire un recapitulatif de la declaration faite  maintenant il faut 4 feuilles pour 9 jours de travail  je m apprete a acheter une ramette de papier ainsi qu une cartouche d imprimante pour le mois prochain qui contiendra 17 jours de travail  merci de preserver les forets francaise  ;1;1;['assedic', 'interfac', 'intermittent', 'lois', 'attest', 'employeur', 'aem', '80', 'revelent', 'inexact', '9', '17', 'recapitul', 'declar', '9', 'appret', 'achet', 'ramet', 'cartouch', 'contiendr', '17', 'preserv', 'foret', 'francais'];assedic interfac intermittent lois attest employeur aem 80 revelent inexact 9 17 recapitul declar 9 appret achet ramet cartouch contiendr 17 preserv foret francais;2
je connaissais le site des offres d emploi de pole emploi il y a quelques annees  aujourd hui  je suis tres surprise de l evolution du site qui est simple et surtout clair dans son utilisation ;1;0;['offre', 'evolu'];offre evolu;4
visite sur le site de pole emplois et mon compte   site optimal  tres facile a utiliser  je le recomande vivement;1;0;['visit', 'compt', 'optimal', 'recomand', 'viv'];visit compt optimal recomand viv;-1
bonjour je suis depuis plusieurs mois dans l impossibilite d aller sur le site pole emploie via mon pc et personne n est capable de m apporter une reponse claire  pour m actualiser je suis oblige de passer par mon telephone  mais je ne peux change mon cv et mes objectifs parce que c est trop petit pour moi  ;1;1;['impossibilit', 'pc', 'person', 'capabl', 'apport', 'repons', 'object'];impossibilit pc person capabl apport repons object;-1
ca fait presque 18 mois que je suis au chomage  je n ai jamais vu de conseiller   par contre je recois plein de mail deconnecte de la realite   comme si j avais encore 20 ans et etait sans diplome   faites travailler des humains et pas des ai    elles sont nulles pour comprendre la realite  ;1;0;['18', 'chomag', 'deconnect', 'null'];18 chomag deconnect null;-1
madame  monsieur   veuillez accepter d avance mes remerciements pour votre comprehension  sinon votre ecoute   ce n est pas du tout mon  ressenti  mais mon veritable vecu  confirme  notamment  par le message ci dessous et  en ligne  sur le site du pole emploi  pole emploi accueil pole emploi service indisponible nous vous prions de nous excuser pour ce desagrement et vous invitons a vous connecter ulterieurement  si vous le souhaitez vous pouvez acceder a votre espace personnel   2018 pole emploi  tous droits reserves    j en suis donc desole   sincerement   un minuscule quinquagenaire;1;0;['confirm', 'dessous', 'servic', 'indisponibl', 'prion', 'desagr', 'inviton', 'connect', 'ulterieur', 'personnel', '2018', 'reserv', 'desol', 'sincer', 'minuscul', 'quinquagenair'];confirm dessous servic indisponibl prion desagr inviton connect ulterieur personnel 2018 reserv desol sincer minuscul quinquagenair;-1
suite fin de missions interim en decembre 2022  prise de contact avec pole emploi  avec  ma  conseillere et via mon espace  debut janvier 2023 pour transmettre les justificatifs en vue de leur etude et indemnisation mensuelle  le 23 janvier 2023  j apprends  parce que je telephone au 3949 et que j attends 20 minutes  qu il me faudra attendre quelques semaines   je ne vis pas d amour et d eau fraiche  helas  defaut de communication gravissimes ;1;0;['interim', 'contact', 'justif', 'etud', 'indemnis', '23', 'apprend', '3949', 'attend', 'amour', 'eau', 'fraich', 'hel', 'defaut', 'gravissim'];interim contact justif etud indemnis 23 apprend 3949 attend amour eau fraich hel defaut gravissim;3
le site de pole emploi est tres complique d utilisation avec des termes tres normes  par exemple  pour signaler que nous allons effectuer une pmsmp  cela n existe pas en ces termes  ll a fallu que j aie un echange avec ma conseillere pour savoir ou l indiquer dans mon espace   a la fin de la journee tout allait bien car j ai passe 30 mn en echange telephonique avec ma conseillere afin qu elle m explique le langage informatique et le fonctionnement de ce site   pour des services publics plus proches  plus simples et plus efficaces  il faut juste embaucher plus d agents en cdi et non en cdd   ce qui est le cas  qu ils ne se sentent pas aussi precaires et demunis que nous  afin de favoriser le contact humain et eviter des problemes informatiques qui font perdre du temps et de l energie a tout le monde  je sais bien que cette information ne sera ni remontee ni ne changera les choses  il est quand meme juste de le signaler  merci;1;0;['norm', 'allon', 'pmsmp', 'll', 'fallu', 'allait', 'mn', 'langag', 'servic', 'simpl', 'efficac', 'agent', 'cdi', 'cdd', 'sentent', 'precair', 'demun', 'favoris', 'contact', 'energ', 'remonte', 'chang'];norm allon pmsmp ll fallu allait mn langag servic simpl efficac agent cdi cdd sentent precair demun favoris contact energ remonte chang;1
bonjour  suite a conversation telephonique avec un conseiller pole emploi  joint au 3949 apres une multitudes de choix demandes par l assistant vocal      impossible  comme demande par le conseiller  de communiquer via le site l acte de deces de mon conjoint  en vous remerciant pour votre attention ;1;0;['joint', '3949', 'multitud', 'vocal', 'communiqu', 'acte', 'dec', 'conjoint', 'remerci'];joint 3949 multitud vocal communiqu acte dec conjoint remerci;-1
pole emploi   manque de communication  a mon dernier rendez vous avec mon conseiller il etait convenu que je me reinscrive a adecco pour reprendre un poste a l entreprise ou je travaillais avant  mais que d ici fin fevrier ou mars le temps que je trouve une place en creche pour mon fils   comme convenu mon conseiller me confirme qu il m enleve tous les rendez vous physiques avec pole emploi et que je dois lui telephoner des que je debute  la tour de mon ordinateur tombe en panne  impossible de lire mes mails mais bon je ne m inquiete pas plus que cela  j ai touche mon indemnisation chomage   je decide de me rendre a cash converters pour me racheter une tour pas trop chere  je me connecte au pole emploi et je decouvre que l on ma radie 15 jours apres la date de mon rendez vous precedent  motif   un autre conseiller qui a pas pris soin de consulter mon conseiller personnel ma inscrit a un atelier  pour y faire quoi    alors on me radie au 9 01 2023  ils voient leur erreur  ils me reinscrivent au 10 01 2023 et m enlevent 10 jours d indemnites  soit 400 euros sur 1200 euros   une fois le loyer de 700 euros paye pour un logement ou rien n est au normes  il va me rester 100 euros  ouais je suis riche  vive la france  ;0;1;['convenu', 'reinscriv', 'adecco', 'crech', 'fil', 'convenu', 'confirm', 'enlev', 'debut', 'tour', 'pann', 'inquiet', 'indemnis', 'chomag', 'cash', 'converter', 'rachet', 'tour', 'cher', 'connect', 'decouvr', 'soin', 'personnel', 'inscrit', 'ateli', '9', '01', 'voient', 'reinscrivent', '01', 'enlevent', 'indemnit', '400', 'euros', '1200', 'euros', '700', 'euros', 'pay', 'log', 'norm', '100', 'euros', 'ouais', 'rich', 'viv'];convenu reinscriv adecco crech fil convenu confirm enlev debut tour pann inquiet indemnis chomag cash converter rachet tour cher connect decouvr soin personnel inscrit ateli 9 01 voient reinscrivent 01 enlevent indemnit 400 euros 1200 euros 700 euros pay log norm 100 euros ouais rich viv;3
les services publics sont censes etre au service du public et adaptes au besoin de chacun selon sa situation  chomeur de longue duree  je percois une allocation solidarite et je ne peux subvenir qu a des besoins les plus rudimentaires  d autant plus qu aucune reevaluation par rapport a l inflation n a ete propose pour aider les plus precaires   dans ce contexte pole emploi  vient de deployer une nouvelle mise a jour de son application mobile incompatible avec la generation de telephone comme celui dont je dispose  samsung j1 2016  et je ne peux plus utiliser les services du pole emploi sur mon telephone mobile  l etat participe donc a l obsolescence programmee en mettant a l ecart de ses services les personnes qui sont les plus precaires et ne beneficient pas des equipements numeriques derniers cris   l etat envisage t il de donner des bons d achat en telephonie portable pour permettre aux plus precaires d acheter un nouveau telephone pour permettre une egalite d acces a ses services numeriques  ;1;0;['servic', 'servic', 'selon', 'dure', 'percois', 'alloc', 'solidarit', 'subven', 'besoin', 'rudimentair', 'reevalu', 'inflat', 'precair', 'context', 'vient', 'deploi', 'mobil', 'incompatibl', 'gener', 'dispos', 'samsung', 'j1', '2016', 'servic', 'mobil', 'obsolescent', 'programme', 'ecart', 'servic', 'person', 'precair', 'beneficient', 'equip', 'numer', 'derni', 'cris', 'envisag', 'achat', 'portabl', 'permettr', 'precair', 'achet', 'permettr', 'egalit', 'servic', 'numer'];servic servic selon dure percois alloc solidarit subven besoin rudimentair reevalu inflat precair context vient deploi mobil incompatibl gener dispos samsung j1 2016 servic mobil obsolescent programme ecart servic person precair beneficient equip numer derni cris envisag achat portabl permettr precair achet permettr egalit servic numer;0
pole emploi est beaucoup trop administratif  aucune alerte pour nous dire qu il faut envoyer les bulletins de salaire lors de la reprise d un travail  sincerement j ai ete lachee tout le long de mon inscription par votre lourdeur administrative et le manque de confiance que vous m avez temoignee  je ne suis pas une profiteuse  je regrette que vous ne prevoyez pas lors de l inscription un rendez vous obligatoire avec un conseiller qui nous remettrait un feuillet avec le mode operatoire des consignes a tenir  principalement pour des personnes comme moi  aucunement habituees a vos pratiques ;0;1;['administr', 'alert', 'bulletin', 'salair', 'sincer', 'lache', 'lourdeur', 'administr', 'temoigne', 'profit', 'prevoi', 'remettr', 'feuillet', 'mod', 'operatoir', 'consign', 'ten', 'person', 'habitue', 'pratiqu'];administr alert bulletin salair sincer lache lourdeur administr temoigne profit prevoi remettr feuillet mod operatoir consign ten person habitue pratiqu;-1
en fait  la nouvelle presentation du site pole emploi change mon approche mon approche de cette administration qui  depuis une certaine epoque jusqu a tres recemment  etait une labyribthe nebuleuse pour moi  je n arrive presqu a rien faire par internet  j avais besoin d aller sur place pour tout faire  parfois je passais des journees entieres  au bureau de pole emploi  d ailleurs tous les agents de la maison de l emploi de ma ville me connaissaient  c etait mon bureau  les usagers pensaient que j y travaillais et venaient parfois le demander conseil    mais avec l ergonomie actuelle du site  si l on sait lire  apres avoir suivi la video explicative  on peut faire tout ce dont un demandeur d emploi a besoin directement par internet chez soi ou partout a partir de son portable connecte   on peut prendre rendez vous directement avec son conseiller ou lui ecrire  on est sur d avoir quelqu un en ligne par le numero 3949 directement a partir du site  on peut envoyer des fichiers et surtout recevoir tous ses courriers dans sa boite personnelle automatique du moment que l on reste inscrit comme demandeur d emploi  c est genial   toutes les demarches concernant ma formation  nous les avons faites  ma conseillere et moi  a partir du site en echangeant des courriers et des mails  nous nous sommes tres peu vus  et je suis alle voir l organisme de formation   je felicite les programmeurs derriere cette transformation et les efforts de pole emploi pour s ouvrir encore des usagers   juste une chose  mettre un lien vers les organismes de retraite et de la securite sociale au cas ou car je n ai pas vu des liens vers ces sites   merci ;0;1;['approch', 'approch', 'administr', 'epoqu', 'recent', 'labyribth', 'nebul', 'presqu', 'internet', 'entier', 'bureau', 'agent', 'maison', 'bureau', 'usager', 'ergonom', 'actuel', 'video', 'internet', 'soi', 'partout', 'portabl', 'connect', 'ecrir', '3949', 'courri', 'personnel', 'inscrit', 'genial', 'demarch', 'format', 'courri', 'vus', 'format', 'felicit', 'programmeur', 'derrier', 'transform', 'effort', 'usager', 'lien', 'retrait', 'securit', 'lien'];approch approch administr epoqu recent labyribth nebul presqu internet entier bureau agent maison bureau usager ergonom actuel video internet soi partout portabl connect ecrir 3949 courri personnel inscrit genial demarch format courri vus format felicit programmeur derrier transform effort usager lien retrait securit lien;-1
une nouvelle forme d actualisation mensuelle a vu le jour pour les demandeurs d emploi sur le site de pole emploi  dans cette nouvelle forme  prejudiciable au demandeur d emploi  le telechargement du justificatif  preuve donc de la realisation de cette demarche obligatoire  ne fait plus apparaitre ni les periodes  ni les montants ni les noms des employeurs que nous avons declare pour le mois  aussi  le salarie inscrit a pole emploi et declarant des contrats courts  ne dispose plus d aucun justificatif detaille pour defendre ses droits en cas de litige ou autre bug informatique ;1;0;['prejudici', 'telecharg', 'justif', 'demarch', 'apparaitr', 'employeur', 'declar', 'inscrit', 'declar', 'contrat', 'court', 'dispos', 'justif', 'detaill', 'defendr', 'litig', 'bug'];prejudici telecharg justif demarch apparaitr employeur declar inscrit declar contrat court dispos justif detaill defendr litig bug;3
j ai du recommencer a zero la procedure pour me reinscrire  je pense qu il faudrait une procedure simplifiee en cas d oubli ;1;0;['recommenc', 'procedur', 'reinscrir', 'procedur', 'simplifie'];recommenc procedur reinscrir procedur simplifie;-1
j ai repondu a une offre d emploi que m a communique pole emploi mais le formulaire propose ne comportait pas de barre pour faire defiler la page et afficher le bouton de validation  ;1;0;['offre', 'formulair', 'barr', 'defil', 'bouton'];offre formulair barr defil bouton;-1
tres bonne impression vis a vis de formalite  des conseils  des assistantes sociales aimables et competants  le pole emploi m offre plusieurs opportunites pour pouvoir m integrer dans un metier ou formation  professionnelle  beaucoup de competences et comprehension de leurs salaries  ainsi des bonnes explications pour m aider  vu ma situation actuelle ils ont essaye de m orienter pour faciliter mes demarches  j attends de l aide et aussi des informations utiles de la part d equipe de mobilite de st gaudens et j espere de pouvoir profiter des services de  pole emploi  securite sociale st gaudens   assistance sociale  formation professionnelle;1;0;['impress', 'formalit', 'aimabl', 'compet', 'offre', 'opportunit', 'integr', 'format', 'actuel', 'orient', 'demarch', 'attend', 'util', 'equip', 'st', 'gauden', 'profit', 'servic', 'securit', 'st', 'gauden', 'format'];impress formalit aimabl compet offre opportunit integr format actuel orient demarch attend util equip st gauden profit servic securit st gauden format;1
excellent service par mail   toujours eu reponse a mes questions dans le temps communique et facile a prendre en mains et un stress de moins  et du temps gagne par rapport au telephone et au deplacement   cordialement ;1;0;['excellent', 'servic', 'repons', 'main', 'stress'];excellent servic repons main stress;4
le long de trente annees professionnelles   j ai connu sept periodes d inactivite  l outil 2 0 pour s actualiser  simplifie cette demarche mensuelle    les presentations  data  precedentes    semblaient confuses  mais vraiment novatrices    peu a peu  l ui  l ux  et les matrices    ont uvre vers cette efficace charpente ;1;1;['trent', 'sept', 'inactivit', 'demarch', 'sembl', 'confus', 'novatric', 'ui', 'ux', 'matric', 'uvre', 'charpent'];trent sept inactivit demarch sembl confus novatric ui ux matric uvre charpent;1
la version recente de l actualisation de pole empoi est tres facile a utiliser  claire et  ergonomique  securisante par son recapitulatif avant validation merci pole emploi;1;0;['recent', 'empoi', 'ergonom', 'securis', 'recapitul'];recent empoi ergonom securis recapitul;1
le nouveau service de declaration n est pas fonctionnelle  il nous faut a chaque fois cliquer pour controler car il n y a pas les quatre informations essentielles  employeur  dates a dates  heures  brut   le fait que l on nous demande d arrondir les heures a l inferieur nous fait perdre des heures chaque mois ;1;0;['servic', 'declar', 'fonctionnel', 'quatr', 'essentiel', 'employeur', 'arrond', 'inferieur'];servic declar fonctionnel quatr essentiel employeur arrond inferieur;2
la premiere fois que j ai ete au chomage  c etait en 2014  j ai trouve les demarches d inscription a pole emploi assez claires et pratiques  mais c etait aussi un peu succinct  je creais ma premiere entreprise  et ce n etait pas super facile de decrire mon  projet de retour a l emploi   en 2021  rebelotte  nouvelle inscription a pe  apres un parcours d entrepreneur puis de salarie de nouveau  et licencie a cause du covid   je suis retourne sur le site de pole emploi pour m inscrire  et la   j ai ete bluffe du niveau de connaissance de mon parcours  ils savaient tout  je n ai jamais rien cache de mes revenus d activite  en provenance de entreprises que j ai creees  qui venaient completer l are pendant la periode de demarrage   et les questions etaient plus fines  notamment sur le projet de retour a l emploi  mais aussi sur l experience passe  pour construire le cv   le site etait plus moderne  tres fluide  toujours un peu encombre  mais pole emploi offre un grand panel d aides  en rendez vous  j ai trouve en 2021 des equipes avec le meme etat d esprit qu en 2014  tourne vers l ecoute et l aide   pole emploi aide ceux qui le veulent a lancer leur entreprise  donc a creer des emplois  c est plutot malin    et le monde entier nous envie ce service public la  a perenniser donc ;0;1;['chomag', '2014', 'demarch', 'clair', 'pratiqu', 'succinct', 'decrir', 'rebelott', 'entrepreneur', 'licenc', 'covid', 'bluff', 'sav', 'cach', 'revenus', 'proven', 'cree', 'demarrag', 'construir', 'modern', 'fluid', 'encombr', 'offre', 'panel', 'equip', 'esprit', '2014', 'veulent', 'lanc', 'malin', 'enti', 'servic', 'perennis'];chomag 2014 demarch clair pratiqu succinct decrir rebelott entrepreneur licenc covid bluff sav cach revenus proven cree demarrag construir modern fluid encombr offre panel equip esprit 2014 veulent lanc malin enti servic perennis;3
