Description;accueil;Description_2;Description_3;clusters
inscription a pole emploi apres rupture conventionnelle dans la fpt  26 ans de carriere publique   projet de creation d entreprise commerciale dans le domaine de decoration de prestige  accueil tres enrichissant avec une conseillere de pole emploi ;1;['conventionnel', 'fpt', '26', 'commercial', 'decor', 'prestig', 'enrich'];conventionnel fpt 26 commercial decor prestig enrich;2
devant conjuguer le quotidien avec un handicap  j ai fait valoir mes droits au pole emploi  resultat   400 euros en moins pour vivre  dans le cas present avec des charges de 800 euros pour logement  electricite  eau  assurance  il reste 50 euros par semaine pour se nourrir  mettre du carburant et a peine participer aux besoins de mon fils  dans un contexte d inflation permanente  d un cote tout augmente et de l autre tout se reduit dans une societe ou le service public est en en general un repondeur a options  impossible de prendre un rdv avec un conseiller aupres de pole emploi  aucun creneau physique  telephonique ou visio  consultation pour ma retraite impossible  mon numero de securite sociale qui fonctionne parfaitement pour le tresor public par exemple ne convient pas  dans cette societe anxiogene ou l on se voit couler et chaque jour descendre un peu plus bas   il semble que tout tend a nous faire disparaitre   ;1;['conjugu', 'quotidien', 'handicap', 'valoir', '400', 'euros', 'charg', '800', 'euros', 'log', 'electricit', 'eau', 'assur', '50', 'euros', 'nourr', 'carbur', 'besoin', 'fil', 'context', 'inflat', 'permanent', 'augment', 'reduit', 'servic', 'repondeur', 'option', 'rdv', 'creneau', 'visio', 'retrait', 'securit', 'tresor', 'convient', 'anxiogen', 'voit', 'coul', 'descendr', 'tend', 'disparaitr'];conjugu quotidien handicap valoir 400 euros charg 800 euros log electricit eau assur 50 euros nourr carbur besoin fil context inflat permanent augment reduit servic repondeur option rdv creneau visio retrait securit tresor convient anxiogen voit coul descendr tend disparaitr;3
c est simple  inscrit depuis septembre 2021 comme demandeur d emploi  j ai recu 1 convocation par un intervenant decouvrant mon dossier  puis plus rien     j ai sollicite des rendez vous pour des projets professionnels  mais  la  encore    j ai suivi une formation de fin mai 22 a fin aout 22  et la  menace de resiliation     que dois je faire pour attirer votre attention    du moins  vous amener a m aider a retrouver un emploi    meme si je ne reste pas inactif car je reste en activite  en qualite d interimaire  ce n est pas une solution pour moi  j attends un appui actif de la part de vos conseillers  eres  qui sont censes  es  s employer a cette tache   cordialement;1;['inscrit', 'convoc', 'interven', 'decouvr', 'dossi', 'format', '22', '22', 'resili', 'attir', 'amen', 'inact', 'interimair', 'attend', 'appui', 'actif', 'ere', 'tach'];inscrit convoc interven decouvr dossi format 22 22 resili attir amen inact interimair attend appui actif ere tach;-1
etant licencie depuis le 09 11 2022  1er rendez vous pour creer le dossier avec un conseiller tres professionnel  il m a ete octroye un conseiller financier peu professionnel    entre le 1er appel pour me dire que je ne veux pas lui transmettre certains documents  le 2ieme appel ou il me reclame certains documents avant meme d avoir pris le temps de lire le courriel que je lui ai fait parvenir  je me presente en date du 15 fevrier 2023  dossier toujours en etude  a l agence pour prendre rendez vous avec mon conseiller financier car j ai plusieurs questions   l on precise qu il va me recontacter par telephone  j ai juste recu un courriel en me disant que mon dossier est complet mais toujours pas de reponses a mes questions  comment faire   qui peut repondre a mes questions  j ai fait la demande pour changer de conseiller   on me la refuse  cordialement ;1;['licenc', '09', '11', 'dossi', 'octroy', 'financi', 'docu', '2iem', 'reclam', 'docu', 'courriel', 'parven', 'dossi', 'etud', 'agenc', 'financi', 'recontact', 'courriel', 'dossi', 'repons'];licenc 09 11 dossi octroy financi docu 2iem reclam docu courriel parven dossi etud agenc financi recontact courriel dossi repons;-1
bonjour   au sujet de vos ateliers la fiche a remplir est certes une bonne chose mais les livrets d atelier qui etaient remis a chaque atelier entre 2012 et 2015 etaient bien ils meriteraient certes d etre remis a jour  mais surtout mis en ligne sur votre site internet en complement des video et des ateliers actuel   cordialement;1;['cert', 'livret', 'ateli', 'rem', 'ateli', '2012', '2015', 'merit', 'cert', 'rem', 'internet', 'compl', 'video', 'actuel'];cert livret ateli rem ateli 2012 2015 merit cert rem internet compl video actuel;-1
madame  monsieur   veuillez accepter d avance mes remerciements pour votre comprehension et votre ecoute   ce n est toujours pas mon  ressenti  mais  bel et bien  mon veritable vecu  decrit ci dessous  il m est  fort  dommage que des agents du pole emploi de tours nord me parlent  gratuitement  sechement  j en suis donc desole   sincerement   un quinquagenaire qui n en a l air;1;['decr', 'dessous', 'agent', 'tour', 'nord', 'parlent', 'gratuit', 'sech', 'desol', 'sincer', 'quinquagenair', 'air'];decr dessous agent tour nord parlent gratuit sech desol sincer quinquagenair air;-1
je suis inscrite chez pole emploi et j aimerais faire une formation donc pole emploi m a demande de suivre activ crea  pour voir si la formation en question est bien ce qu  il me faut  depuis le 12 janvier j ai fini activ crea et cela fait plus d un mois que ma conseillere me dit qu elle n a pas recu le bilan  je trouve cela tres long  et quand j envoie des mails a la personne d activ crea  plus precisement a semafor  pour savoir ou en est mon bilan  je n ai aucune reponse  ;1;['inscrit', 'format', 'format', 'person', 'semafor', 'repons'];inscrit format format person semafor repons;0
pole emploi est un service super qui repond aux attentes de nos recherches d emploi et formation et bien plus pour tout autre projet ;1;['servic', 'format'];servic format;0
cette prestation est totalement inutile  les ateliers optionnels n ont pas lieu   les ateliers obligatoires  que dire   ce sont les meme que les ateliers a la carte  qui au passage etaient mieux quand ils etaient organises par  pole emploi directement en agence   l espace  coworking  le nouveau nom pour designer une salle informatique des plus banales  les meme qu au lycee il y a 20 ans  meme pas de webcam pour les personnes qui doivent suivre en visio  quand celle ci est ouverte  durant la prestation je n ai pas pu l utiliser  car fermee  les evenements entreprises  que dire   le 1er la consultation de l imt  les autres des forums   dans mon secteur les entreprises ne vont jamais dans les forums  je travaille dans l architecture   rien pour nous aider sur le portfolio  qui dans mon domaine est aussi important que le cv   bref une prestation qui n accel r rien du tout   cordialement ;1;['optionnel', 'passag', 'agenc', 'coworking', 'design', 'sall', 'banal', 'lyce', 'webcam', 'person', 'visio', 'ouvert', 'ferme', 'even', 'imt', 'forum', 'forum', 'architectur', 'portfolio', 'accel', 'r'];optionnel passag agenc coworking design sall banal lyce webcam person visio ouvert ferme even imt forum forum architectur portfolio accel r;1
bonjour   j avais une conseillere attribuee  mon dernier contact avec elle date de decembre 2022  la semaine derniere  je tente de la joindre sans succes  en allant sur mon espace je m apercois que j ai change de conseillere   a aucun moment  je n ai ete informee de ce changement  cerise sur le gateau  celle qui m a ete attribuee est absente  je ne sais pour quel motif  ca ne me regarde pas et elle n y peut rien      du coup  j ai besoin d etre conseillee rapidement et je n ai pas d interlocuteur privilegie  qui connait ma situation     il me semble que quand on parle de social et d accompagnement a l emploi  il est primordial d avoir un contact vers qui se tourner et que ce contact connaisse un minimum notre dossier   ah oui  et impossible de prendre rdv en ligne ou en agence   ;1;['attribue', 'contact', 'succ', 'allant', 'apercois', 'informe', 'ceris', 'gateau', 'attribue', 'absent', 'regard', 'conseille', 'interlocuteur', 'privileg', 'primordial', 'contact', 'contact', 'dossi', 'ah', 'rdv', 'agenc'];attribue contact succ allant apercois informe ceris gateau attribue absent regard conseille interlocuteur privileg primordial contact contact dossi ah rdv agenc;-1
pole emploi   aucune reponse aux annonces ou je postule  envoi d offre qui ne correspondent pas a mon cv  aucun rdv avec le conseiller et si je le contacte c est une autre personne qui repond  pas d accompagnement au projet professionnel ;1;['repons', 'offre', 'correspondent', 'rdv', 'contact', 'person'];repons offre correspondent rdv contact person;-1
je me suis rendu a pole emploi pour faire enregistrer mon attestation unedic et eventuellement voir ma conseillere    vu que la dame de l accueil a juste scanne les feuilles  j aurais pu le faire de chez moi  encore un deplacement inutile  on m a demande mon mot de passe que je ne connais pas de tete  la personne l a donc reinitialise pour avoir acces a mon espace depuis l agence   sauf qu en rentrant chez moi plus aucun mot de passe ne fonctionne et la plateforme indique  service indisponible veuillez nous excuser pour blabla      depuis 24h    j ai aussi tente d appeller le service technique   15mn d attente   en resume  en me rendant a pole emploi  j ai perdu l acces a mon compte a un instant crucial puisque j ai besoin de produire des documents pour mon centre de formation   toujours au top les services de ce pays ;1;['attest', 'unedic', 'eventuel', 'tet', 'person', 'reinitialis', 'agenc', 'plateform', 'servic', 'indisponibl', 'blabl', '24h', 'servic', '15mn', 'resum', 'compt', 'instant', 'crucial', 'produir', 'docu', 'format', 'top', 'servic', 'pay'];attest unedic eventuel tet person reinitialis agenc plateform servic indisponibl blabl 24h servic 15mn resum compt instant crucial produir docu format top servic pay;3
je travaillais depuis 21 ans dans le notariat quand j ai eu envie de changer d air  les idees a l epoque  je n en manquais pas  2009   mais par manque de preparation  trop de confiance en moi certainement  je n ai fait que couler     alors  surtout  meme en  pensant pouvoir faire   concentrez vous sur un metier  et pendant que vous etes encore au travail  profitez des week ends pour faire un saut en immersion  c est un conseil   ne jamais partir et se dire que tout va bien aller  surtout quand on ne sait pas ou l on va  et attention a l age  dites vous qu a 45 ans  sauf bien des exceptions   vous ne serez pas embauche pour un metier valorisant  malgre votre experience  il est rare de trouver un emploi satisfaisant  on se retrouve dans la survie  pas dans l envie  alors oui  on peut changer de metier  mais avec beaucoup de preparation en amont     pole emploi pourra vous aider en ce sens  dommage que je n aie pas eu l intelligence de faire appel a eux quand il le fallait ;1;['21', 'notariat', 'air', 'ide', 'epoqu', '2009', 'prepar', 'coul', 'concentr', 'profit', 'week', 'end', 'saut', 'immers', '45', 'except', 'valoris', 'rar', 'satisfais', 'surv', 'prepar', 'amont', 'intelligent'];21 notariat air ide epoqu 2009 prepar coul concentr profit week end saut immers 45 except valoris rar satisfais surv prepar amont intelligent;-1
de l adolescence a mes premieres annees adulte  j entendais des critiques sur les administrations et les fonctionnaires    aujourd hui  j ai 60 ans  et inscrite a pole  emploi  plaisir 78370  depuis fevrier 2022   j ai constate en 1 annee tous les services a disposition  la progression constante du site internet  la qualite de service telephonique  sauf 1 seule et unique fois    la qualite d ecoute  la bienveillance  l accompagnement   a l antenne pe  78370   j ai eu des rendez vous physiques   ces experiences m ont toujours aide dans mes reflexions et remonte mon moral au plus bas  situation tres differente pour une amie inscrite a pe montrouge 92120        sur ces 20 dernieres annees  toutes entreprises confondues  privees et publiques   il n y a aucune entreprise privee   services  payants et tres chers pour service minimum ou inexistant  malgre ma fidelite  qui m a donne autant de satisfaction   l antenne de plaisir devrait attirer votre attention sur sa gestion a 360  degres de ses inscrits     je me souviens egalement d un probleme fiscal en 2003 avec la perception d issy les moulineaux   meme qualite de service que pe plaisir   des ambassadeurs de l administration  les administrations francaises coutent tres cher aux contribuables  mais je pense qu elles peuvent eviter des chutes physiques et morales  et meme sauver des vies  l ethique des entreprises privees est a revoir majoritairement  et les administrations devraient etre plus considerees  les hopitaux en premiere ligne      elles peuvent largement etre une source d inspiration pour les entreprises privees afin d augmenter   la satisfaction client    merci a pole emploi plaisir  78370 ;1;['adolescent', 'premier', 'adult', 'entend', 'critiqu', 'administr', 'fonctionnair', '60', 'inscrit', 'plais', '78370', 'servic', 'progress', 'const', 'internet', 'servic', 'uniqu', 'anten', '78370', 'reflex', 'remont', 'moral', 'ami', 'inscrit', 'montroug', '92120', 'dernier', 'confondu', 'prive', 'prive', 'servic', 'pai', 'cher', 'servic', 'inexist', 'fidelit', 'satisfact', 'anten', 'plais', 'attir', 'gestion', '360', 'degr', 'inscrit', 'souvien', 'fiscal', '2003', 'percept', 'issy', 'moulineau', 'servic', 'plais', 'ambassadeur', 'administr', 'administr', 'francais', 'coutent', 'cher', 'contribu', 'chut', 'moral', 'sauv', 'vi', 'ethiqu', 'prive', 'revoir', 'majoritair', 'administr', 'considere', 'hopital', 'larg', 'sourc', 'inspir', 'prive', 'augment', 'satisfact', 'plais', '78370'];adolescent premier adult entend critiqu administr fonctionnair 60 inscrit plais 78370 servic progress const internet servic uniqu anten 78370 reflex remont moral ami inscrit montroug 92120 dernier confondu prive prive servic pai cher servic inexist fidelit satisfact anten plais attir gestion 360 degr inscrit souvien fiscal 2003 percept issy moulineau servic plais ambassadeur administr administr francais coutent cher contribu chut moral sauv vi ethiqu prive revoir majoritair administr considere hopital larg sourc inspir prive augment satisfact plais 78370;3
je demissionne de mon travail du a differents conflits   sachant que la rupture conventionnelle existe mais impossible a appliquer ou j etais   je sais que j aurai 120 jours de carence due a ma demission  je travaille en interim   horaires lundi a vendredi 6h00 a 13h30   je m inscris a pole emploi et la on me propose un contrat de professionnalisation dans  l entreprise que je viens de quitter  la blague   on me pose aussi un 1er rdv le matin  j appelle durant ma pause mais il me faut mon identifiant que je ne possede pas  alors je vais sur le site mais pour l activer il faut l entretien obligatoire   l apres midi  ils sont fermes   mon compte enfin active   je decale mon rdv  que j annulerai aussi  j envoie mes fiches de paie et autres papiers  demandes  et rebelote on me redemande les memes fiches de paie et on me colle un 3eme rdv du matin   ras le bol   je ferme mon compte pole emploi  c est meme indique que je serai radie si je cloture  et la je recois 15 jours apres un courrier avertissement avant sanction   vive la france   ca fait juste 25 ans que je travaille ;1;['demission', 'conflit', 'conventionnel', '120', 'carenc', 'du', 'demiss', 'interim', 'horair', 'lund', 'vendred', '6h00', '13h30', 'inscris', 'contrat', 'professionnalis', 'quitt', 'blagu', 'rdv', 'paus', 'identifi', 'possed', 'ferm', 'compt', 'decal', 'rdv', 'pai', 'rebelot', 'redemand', 'pai', 'coll', '3em', 'rdv', 'ras', 'bol', 'ferm', 'compt', 'clotur', 'courri', 'avert', 'sanction', 'viv'];demission conflit conventionnel 120 carenc du demiss interim horair lund vendred 6h00 13h30 inscris contrat professionnalis quitt blagu rdv paus identifi possed ferm compt decal rdv pai rebelot redemand pai coll 3em rdv ras bol ferm compt clotur courri avert sanction viv;3
cet organisme est non seulement incapable de repondre  apres plus de dix mois d attente  a un probleme qu ils ont eux memes engendre  mais ils sont en plus malhonnetes en recuperant deux fois ce trop verse  par huissier et par echeancier     tout en m ayant pourtant assure que cela serait soi disant gele le temps du recours   honteux et un mepris total qui n est vraiment pas digne d un service public  j ai repris un emploi mais pas grace a eux et je n ai pas une connaissance autour de moi que cet organisme ait pu aider   avec tous ces retours negatifs concernant pole emploi je ne comprends pas qu aucunes mesures ne soient prises   travaillant desormais pour un service client  heureusement que nous les traitons avec plus de respect et en recherchant au plus vite une solution    bon courage a tous ceux qui se battent au jour le jour pour obtenir une reponse  une formation  une indemnisation    j ai tellement d exemples negatifs    ;1;['dix', 'engendr', 'malhonnet', 'recuper', 'huissi', 'echeanci', 'assur', 'soi', 'gel', 'recour', 'mepr', 'dign', 'servic', 'repr', 'autour', 'pris', 'servic', 'traiton', 'respect', 'courag', 'battent', 'repons', 'format', 'indemnis', 'exempl'];dix engendr malhonnet recuper huissi echeanci assur soi gel recour mepr dign servic repr autour pris servic traiton respect courag battent repons format indemnis exempl;-1
bonjour  je tiens a signaler le comportement deplace et injurieux de cet employe irrespectueux  il parle en faisant son monologue   aucun echange aucune ecoute ;1;['injuri', 'irrespectu', 'monologu'];injuri irrespectu monologu;-1
avant de me voir notifier une reconnaissance en qualite de travailleuse handicapee  j ai recu un accompagnement par pole emploi sur le plan professionnel sans rencontrer d obstacle malgre une prise en charge medicale compliquee   maintenant que je suis beaucoup mieux accompagnee sur le plan medical  c est l accompagnement sur le plan professionnel  et donc cap emploi via pole emploi  qui devient complique       a bientot 40 ans  j aimerais sincerement pouvoir mener ma vie comme une personne lambda sans difficulte particuliere  vais je pouvoir y arriver un jour    et avant la retraite  j apprecierai meme si j ignore si je pourrais en profiter un jour    ;1;['notifi', 'reconnaiss', 'handicape', 'plan', 'obstacl', 'medical', 'complique', 'accompagne', 'plan', 'medical', 'plan', 'cap', 'bientot', '40', 'sincer', 'person', 'lambd', 'retrait', 'appreci', 'ignor', 'profit'];notifi reconnaiss handicape plan obstacl medical complique accompagne plan medical plan cap bientot 40 sincer person lambd retrait appreci ignor profit;3
j ai fait une precedente demande de retraite en 2018 a l age de 62 ans  refusee  manque de trimestres   la prise en charge par pole emploi jusqu a 67 ans a ete acceptee  en fevrier 2022   j ai ete convoquee a pole emploi pour apprendre a rediger un cv  percutant    a 66 ans      je ne me suis pas presentee a cette formation pour raison de suspicion de covid  excusee par mail   j ai eu une sanction   la suppression des indemnites   viree comme une malpropre   j ai effectue une nouvelle demande de retraite en septembre 2022 pour debut fevrier 2023  ca s est bien passe  le dossier etant deja bien avance ;1;['retrait', '2018', '67', 'accepte', 'convoque', 'apprendr', 'redig', 'percut', '66', 'presente', 'format', 'suspicion', 'covid', 'excuse', 'sanction', 'suppress', 'indemnit', 'vire', 'malpropr', 'retrait', 'dossi'];retrait 2018 67 accepte convoque apprendr redig percut 66 presente format suspicion covid excuse sanction suppress indemnit vire malpropr retrait dossi;3
bonjour   je tenais a remercier une conseillere pour sa reactivite quant a ma validation d abondement pour ma formation afpa de 8 mois suite a mon souhait de reconversion  elle s est pliee en 4 afin de trouver une solution urgente  ma conseillere atitree me donnait aucun retour  je n etais pas informee de ses absences  aucun vrai relai n avait pris la suite et ma formation commencais des le lundi suivant  je me suis presentee sur place afin de faire valider les choses dans la journee  elle a ete reactive  a fait appel a sa hierarchie et m a recontacte dans la journee pour me confirmer la validation de cet abondement ainsi que mon entree en formation    c est important de dire quand ca va pas mais egalement quand nous trouvons des personnes efficaces et qui sont impliquees et consciencieuse dans leur metier  encore un grand merci a cette conseillere de clichy sous bois ;1;['ten', 'remerci', 'reactivit', 'abond', 'format', 'afpa', 'souh', 'reconvers', 'plie', 'urgent', 'atitre', 'informe', 'absenc', 'rel', 'format', 'lund', 'presente', 'reactiv', 'hierarch', 'recontact', 'confirm', 'abond', 'entre', 'format', 'trouvon', 'person', 'efficac', 'implique', 'conscienci', 'clichy', 'bois'];ten remerci reactivit abond format afpa souh reconvers plie urgent atitre informe absenc rel format lund presente reactiv hierarch recontact confirm abond entre format trouvon person efficac implique conscienci clichy bois;-1
desagreable car on ne se sent pas aider    mais plutot surveille  ce qui cause des angoisses    vous posez des questions sans jamais avoir de reponse clair  on vous inscrit a des tonnes d atelier ou d outil qui sont tous des copier coller avec des methode pour enfant de 6 ans    meme s il y a du monde pour ecouter  il n entendent pas ce que vous dites   ;1;['surveil', 'pos', 'repons', 'inscrit', 'ton', 'ateli', 'copi', 'coll', 'entendent'];surveil pos repons inscrit ton ateli copi coll entendent;-1
il est impossible de faire quoi que ce soit sur le site de pole emploi  tout bug et est fait expres pour decourager ceux qui veulent travailler ou s en sortir   c est aberrant de perdre autant de temps  un peu d efficacite ne ferait pas de mal    il y en a qui veulent travailler ;1;['bug', 'expre', 'decourag', 'veulent', 'aberr', 'efficacit', 'veulent'];bug expre decourag veulent aberr efficacit veulent;-1
bonjour   j ai voulu  dans le cadre de ma recherche de formation en comptabilite  prendre rendez vous afin d obtenir les conseils necessaires dans le choix de ma formation  mon choix n est effectivement pas simple a prendre etant donne differents criteres a prendre en compte dont   le lieu de formation  le niveau de formation  le choix des differents etablissements etc  effectivement sur le site pole emploi dans l onglet  formations  il y a un grand nombre de propositions qui me laissent perplexe vis a vis de la decision que je devrais prendre pour mon avenir  le probleme est qu apres avoir voulu prendre un rendez vous en face a face avec un conseiller  cela n a pas pu se faire pour cause de    aucun creneau disponible   les autres moyens mis a disposition sont egalement non  disponibles au moment ou j en ai eu le plus besoin   merci de bien vouloir mettre en place des solutions adequates vis a vis des besoins des autres personnes qui sont dans ma situation   cordialement ;1;['format', 'comptabilit', 'format', 'effect', 'criter', 'compt', 'format', 'format', 'etabl', 'effect', 'onglet', 'format', 'laissent', 'perplex', 'decis', 'aven', 'fac', 'fac', 'creneau', 'disponibl', 'vouloir', 'solut', 'adequat', 'besoin', 'person'];format comptabilit format effect criter compt format format etabl effect onglet format laissent perplex decis aven fac fac creneau disponibl vouloir solut adequat besoin person;0
je suis tres decu de pole emploi  mes caces 1 3 5   j ai du les payer moi meme car pole emploi n avait plus d argent  on arrivait a la fin de l annee  j ai reclame ma fimo fcos   j attends ;1;['cac', 'pai', 'argent', 'arriv', 'reclam', 'fimo', 'fcos', 'attend'];cac pai argent arriv reclam fimo fcos attend;2
zero pointe pour les conseillers de cette agence  on doit deviner ce qu il faut comme documents pour que notre dossier avance  on nous dit qu il manque des documents mais lorsqu on va sur notre espace personnel  aucun document n est en demande  je me suis inscrite fin janvier  j ai travaille 20 ans dans la meme boite avec un salaire de plus de 2800 eur brut et aujourd hui  nous sommes fin mars on m octroie genereusement 2 89 eur par jour d indemnites et ce a compter de fin fevrier alors que mes jours de conges avaient ete pris avant mon licenciement   on me donne 1 mois de carence d entree  la blague  le pire  c est que ca ne choque personne chez pole emploi   mon conseiller me demande toujours une attestation modifiee sans expliquer clairement ce qui ne va pas sur la precedente  j ai demande un rendez vous et on m a repondu que cela ne ferai pas avancer le dossier  alors  on ne communique que par mail  c est tellement plus simple pour eux  ils sont tranquilles derriere leur ecran  pour avoir un retour  j ai du ouvrir une reclamation   mais c est quoi cette administration  je ne suis pas ravie d etre au chomage et en plus d etre dans l incapacite de vivre avec moins de 80 eur par mois   j ai ete affectee a cette agence alors qu une autre est bien plus proche de chez moi  c est vraiment du m importe quoi ;1;['point', 'agenc', 'devin', 'docu', 'dossi', 'docu', 'lorsqu', 'personnel', 'docu', 'inscrit', 'salair', '2800', 'eur', 'octroi', 'gener', '89', 'eur', 'indemnit', 'compt', 'cong', 'licenci', 'carenc', 'entre', 'blagu', 'choqu', 'person', 'attest', 'modifie', 'dossi', 'tranquill', 'derrier', 'ecran', 'reclam', 'administr', 'rav', 'chomag', 'incapacit', '80', 'eur', 'affecte', 'agenc'];point agenc devin docu dossi docu lorsqu personnel docu inscrit salair 2800 eur octroi gener 89 eur indemnit compt cong licenci carenc entre blagu choqu person attest modifie dossi tranquill derrier ecran reclam administr rav chomag incapacit 80 eur affecte agenc;-1
j ai etait suivie par plusieurs organismes pour qu ils sachent ma situation et m orienter vers un parcours professionnel  les conseilleres qui m ont suivi ont tout fait pour que je puisse faire ma formation  mais a chaque fois elles me dirigeaient vers pole emploi car lui seul pouvait financer ma formation  une conseillere de pole emploi m envoie chez educ et formation  durant 4 mois nous travaillons sur 1 ou plusieurs projets professionnels  alors que je savais ce que je voulais faire  on nous dit ce que l on veut faire  puis on nous explique les differents demarches   qu est ce qu il faut pour y acceder   des simulations d embauches sont fait entre nous candidats avec l aide du formateur et aussi avec des entreprises   cela a ete benefique pour moi  le recruteur m a encouragee dans mon projet  patissiere    j ai pu faire 2 semaines de stages  mais malheureusement  pour continuer je dois integrer un etablissement  inbp  avec une formation sur 6 mois et c est un cout que seul pole emploi peut financer  le departement ne peut pas  apres plusieurs rendez vous  ma derniere conseillere a tout simplement refuse et m a dit de voir un autre etablissement  greta de rouen  formation sur 1 an   en plus qui est plus loin pour y aller  cependant ma vie de famille ne me le permet pas et le cout du trajet non plus  je suis decue car des personnes on pu faire cette formation mais moi  non  pretextant que je pouvais abandonner a tout moment  or cela fait plusieurs annees que je dis  aux differentes conseilleres qui m ont suivie mon desir pour ce projet  en vain  je ne baisse pas les bras il y a d autres moyens pour que je continue   un parcours du combattant mais c est un defi  que je veux realiser ;1;['sachent', 'orient', 'format', 'dirig', 'financ', 'format', 'educ', 'format', 'travaillon', 'sav', 'demarch', 'simul', 'benef', 'recruteur', 'encourage', 'patissier', 'integr', 'etabl', 'inbp', 'format', 'cout', 'financ', 'etabl', 'gret', 'rouen', 'format', 'cepend', 'famill', 'cout', 'trajet', 'person', 'format', 'pretext', 'abandon', 'des', 'vain', 'baiss', 'bras', 'combatt', 'def'];sachent orient format dirig financ format educ format travaillon sav demarch simul benef recruteur encourage patissier integr etabl inbp format cout financ etabl gret rouen format cepend famill cout trajet person format pretext abandon des vain baiss bras combatt def;0
bonjour  je sors de mon rdv pole emploi pour une future formation  je suis tombe sur une excellente conseillere qui a ete impliquee et qui a su me diriger pour mon projet  je suis ravis;1;['sor', 'rdv', 'futur', 'format', 'excellent', 'implique', 'dirig', 'rav'];sor rdv futur format excellent implique dirig rav;0
lors du precedent rdv  on m a indique que je serai mis en relation avec un psychologue du travail afin de parler d une vae  or  pendant ce rdv du 28 03  il m a ete dit qu il n y avait pas de trace de demande  qu un psychologue du travail realise plutot des bilans de competences que des vae et qu il fallait que je contacte l afpa  ce que pole emploi ne pouvait pas faire pour moi   j avais aussi des questions sur mon statut qui venait de changer mais aucune n a trouve de reponse  enfin  ce rdv a dure 10 minutes  alors que j habite a 20 minutes  pour seulement ressortir avec une synthese de 5 lignes ;1;['rdv', 'psychologu', 'va', 'rdv', '03', 'trac', 'psychologu', 'va', 'contact', 'afpa', 'repons', 'rdv', 'habit', 'ressort', 'synthes'];rdv psychologu va rdv 03 trac psychologu va contact afpa repons rdv habit ressort synthes;-1
bonjour  je suis tres content des services de pole emploi  nous avons des possibilites d utiliser les ordinateurs pour declarer notre situation de recherche d emploi  les agents sont tres disponible pour nous aider a faire nos declarations mensuelles  merci ;1;['content', 'servic', 'possibilit', 'declar', 'agent', 'declar'];content servic possibilit declar agent declar;-1
j ai traverse ce mois ci une epreuve tres difficile la seule qui a su me comprendre me conseiller et m orienter c est ma conseillere du pole emplois excellent service toujours a l ecoute pour nous soutenir c est formidable car dans mon combat je me sentais epaule par ma conseillere attitree et je l en remercie infiniment je regrette qu il soit interdit de cite son nom prenom car elle ce dois de recevoir tout les merites bravo et merci et d autant plus que j ai retrouve du travail que j aime faire dans ma filiere a moi les cantines  merci merci a vous madame  une maman solo;1;['travers', 'epreuv', 'orient', 'excellent', 'servic', 'souten', 'formid', 'combat', 'epaul', 'attitre', 'infin', 'interd', 'cit', 'prenom', 'merit', 'filier', 'cantin', 'maman', 'solo'];travers epreuv orient excellent servic souten formid combat epaul attitre infin interd cit prenom merit filier cantin maman solo;-1
bonjour  je depends de pole emploi issoire aujourd hui et cela fait la quatrieme fois quand je remplis ma feuille de renouvellement  soit j ai des problemes pour la mettre dans mon dossier informatique car depassant la taille du fichier 5 mo   c est a dire pas grand chose  soit je suis oblige d aller a l agence le deposer puis comme les deux dernieres fois on me renvoie un message me demandant de me representer pour presenter les documents originaux      alors que j avais fait les photocopies bien sur  ce que je leur ai dit c est que quand vous avez l ass et pas forcement de moyens de vous deplacer comme moi  car j habite a 20 km en campagne d issoire   la ville ou je suis rattache    ca m oblige a trouver un covoiturage  souvent payant d ailleurs  et aller me presenter a pole emploi  tout ca pour 30 secondes pour regarder mes papiers originaux et me dire   vous auriez pu nous les envoyer c etait pas le probleme lol   voila on marche sur la tete  il faudrait simplement ouvrir les fichiers en word ou docks pour qu on puisse les remplir proprement au lieu de les mettre en pdf a imprimer   les gens non plus n ont pas forcement une imprimante ni l argent pour imprimer des papiers  je le rappelle  notez le   cordialement;1;['depend', 'issoir', 'quatriem', 'renouvel', 'dossi', 'depass', 'taill', 'mo', 'agenc', 'dernier', 'renvoi', 'represent', 'docu', 'original', 'photocop', 'ass', 'habit', 'km', 'campagn', 'issoir', 'rattach', 'covoiturag', 'pai', 'second', 'regard', 'original', 'lol', 'tet', 'word', 'dock', 'propr', 'pdf', 'argent'];depend issoir quatriem renouvel dossi depass taill mo agenc dernier renvoi represent docu original photocop ass habit km campagn issoir rattach covoiturag pai second regard original lol tet word dock propr pdf argent;3
bonjour    je n ose raconter l experience que j ai depuis 4 ans avec le pole emploi de pantin  une honte  aucun appel aucun suivi aucun rdv acune prise en compte de ma reconversion aucune mise a jour de mon dossier   en reconversion j attends depuis 6 mois mes droits pour lesquels j ai cotiser   je suis a bout  ;1;['ose', 'racont', 'pantin', 'rdv', 'acun', 'compt', 'reconvers', 'dossi', 'reconvers', 'attend', 'lesquel'];ose racont pantin rdv acun compt reconvers dossi reconvers attend lesquel;-1
