Description;telephone;Description_2;Description_3;clusters
super service   bravo les gars  le service est rapide  les agents gentils  les procedures sont tres simplifies  bravo recommencez super;1;['servic', 'servic', 'agent', 'gentil', 'procedur', 'recommenc'];servic servic agent gentil procedur recommenc;0
ca fait trois mois que je suis inscrite a pole emploi et j essaie d avoir un rdv avec ma conseiller pour m aider dans une reconversion professionnel  pas possible de prendre rdv en ligne car   il n y a pas de creneaux disponibles    j ai essaye de parler avec d autres services  mais rien  il faut attendre que ca soit eux qui fassent la convocation  et bien sur  un rdv fixe a sa convenance  pas possible de  parler pour trouver un bon horaire et jour pour tous le deux parties    un jour  ils m appellent et je ne peux rejoindre le telephone  je recois automatiquement un avis de radiation  j ai du de justifier pour ne pas perdre l aide  finalement j ai reussi a avoir un rdv pour aujourd hui  j ai arrange mon agenda  fait appel a l aide pour garder les enfants  car c est mercredi      et voila  il arrive a l heure convenu et ils n appellent pas    ce genre de processus est absolument degradant envers les gens  il transmet le message que les chomeurs  que nous n avons rien a faire  doivent etre a la disponibilite complete des services publics  etre   sage   sur menace de nous enlever le pain  et mendier pour recevoir ce qui est de notre droit  car c est un service que nous avions tous paye  pas une aumone ;1;['inscrit', 'rdv', 'reconvers', 'rdv', 'creneau', 'disponibl', 'servic', 'fassent', 'convoc', 'rdv', 'fix', 'conven', 'horair', 'part', 'appellent', 'rejoindr', 'rdv', 'arrang', 'agend', 'appel', 'gard', 'mercred', 'convenu', 'appellent', 'processus', 'degrad', 'enver', 'transmet', 'disponibilit', 'servic', 'enlev', 'pain', 'mendi', 'servic', 'pay', 'aumon'];inscrit rdv reconvers rdv creneau disponibl servic fassent convoc rdv fix conven horair part appellent rejoindr rdv arrang agend appel gard mercred convenu appellent processus degrad enver transmet disponibilit servic enlev pain mendi servic pay aumon;1
c est aberrant  on ne peut plus signaler d erreurs dans les employeurs et les situations connues de pole emploi lors de la declaration mensuelle  j ai perdu 1h a telephoner etc a cause de doublons dans mes employeurs    et en cesu desormais  impossible de ne pas effectuer d heures chez un particulier qui n en fait pas la demande  il faudra desormais demander une attestation employeur a chaque interruption d un chantier  revenez a l ancien systeme  je vous prie ;1;['aberr', 'employeur', 'declar', '1h', 'doublon', 'employeur', 'attest', 'employeur', 'interrupt', 'chanti', 'reven', 'system', 'pri'];aberr employeur declar 1h doublon employeur attest employeur interrupt chanti reven system pri;1
bonjour  sur le papier pole emploi  la mission locale est censee nous aider pour mettre en place nos projets professionnels  ou nous accompagner a nous reinserer dans le monde du travail  mais dans la realite c est tout autre   pour mon cas j ai toujours voulu devenir ingenieur informaticien   je n ai pas eu un cursus scolaire incroyable  au vu de mon orientation non choisie  et de mon milieu social  a la sortie de l ecole j ai rejoint la mission locale avec un projet bien en tete  devenir informaticien technicien  j ai perdu 4 ans  essayant de me balader un peu partout sans savoir comment m aider   pour ce qui est de pole emploi  cet organisme ne nous accompagne pas dans nos demandes de projets professionnels  et n est pas competent pour ca  parce que leur unique but est de nous fourguer toujours dans les memes secteurs d activites peu attrayants  ou de remplir les demandes d employeur en remplissant des quotas n ayant aucun rapport avec nos demandes ou nos competences   donc je suis oblige de me former par moi meme  l etiquette cliche du faignant qui ne veut pas travailler est tres facile a donner afin de ne pas trouver de vraies solutions   a l heure actuelle  j ai 29 ans  je suis sans emplois  sans bac   si je pouvais trouver un cursus qui me permettrait de trouver une formation en lien avec mes recherches  afin de sortir enfin de cet engrenage je le ferais  sauf que je n ai rien trouve qui puisse m aider dans mon parcours   je serais meme capable de demenager a l autre bout de la france   j ai l impression que des que nous sommes sorties du systeme scolaire sans etre formees  cela scelle un peu notre avenir  puisqu il est presque impossible de rejoindre des centres de formation  parce que soit nous n avons pas les diplome  soit nous n avons pas d argent   les valeurs de la republique sont un peu ecornees    j ai le meme retour avec un ami qui aimerait devenir boulanger  donc qui est bien moins ambitieux que moi  mais les resultats sont les memes ;1;['cense', 'reinser', 'deven', 'ingenieur', 'informaticien', 'cursus', 'scolair', 'orient', 'milieu', 'ecol', 'rejoint', 'tet', 'deven', 'informaticien', 'technicien', 'balad', 'partout', 'competent', 'uniqu', 'but', 'fourgu', 'secteur', 'attrai', 'employeur', 'quot', 'etiquet', 'clich', 'faign', 'vrai', 'solut', 'actuel', '29', 'bac', 'cursus', 'permettr', 'format', 'lien', 'engrenag', 'capabl', 'demenag', 'impress', 'system', 'scolair', 'forme', 'scel', 'aven', 'puisqu', 'rejoindr', 'format', 'argent', 'valeur', 'republ', 'ecorne', 'ami', 'deven', 'boulang', 'ambiti'];cense reinser deven ingenieur informaticien cursus scolair orient milieu ecol rejoint tet deven informaticien technicien balad partout competent uniqu but fourgu secteur attrai employeur quot etiquet clich faign vrai solut actuel 29 bac cursus permettr format lien engrenag capabl demenag impress system scolair forme scel aven puisqu rejoindr format argent valeur republ ecorne ami deven boulang ambiti;1
suite a une erreur de declaration du a un site pour le moins confus  j ai contacte via le 3949 un conseiller  plateforme herault   voici le resultat de mon contact telephonique   l accueil a ete mauvais  la personne a hausse le ton pendant la conversation et n a fait preuve d aucune patience  c est un service public de tres mauvaise qualite  cette conseillere devrait sans aucun doute changer d actite professionnelle ;1;['declar', 'confus', 'contact', '3949', 'plateform', 'herault', 'voic', 'contact', 'mauv', 'person', 'hauss', 'patienc', 'servic', 'actit'];declar confus contact 3949 plateform herault voic contact mauv person hauss patienc servic actit;0
  demande rqth a la mdph en 2015  retour du dossier a poleemploi  avec avis vers orientation prof  par capemploi  et rqth valide 5 ans    ce type de dossier repasse par poleemploi pour etre adresse a capemploi  theoriquement  au bout de 5 ans  par ou passe ce dossier   mystere   les problemes     la conseillere pole emploi a  sedimente  le dossier   il n a jamais ete transmis de suite a capemploi  elle ne savait pas quoi en faire  et n a pas demande autour d elle  surrealiste    au bout de plusieurs tentatives je parviens a joindre capemploi  serveurs vocaux c est super      ou on m apprend que je dois attendre qu on me contacte  plusieurs mois etant passe  j insiste aupres de polemploi  ou  on  decouvre que le dossier n a jamais ete transmis    re attente apres capemploi  4 mois  au final  plus d un an entre demande mdph et prise en charge capemploi toulouse  aucune transparence  etat du dossier  depositaire en cours  etc    idem au bout de 5 ans  personne ne sait qui m a en charge  je suis encore convoque par les ordis de capemploi et polemploi a la fois  situation qui a dure un an et demi  avec divers avis de radiations  ateliers tjs les memes par x referents et intervenants differents etc  ubuesque ;1;['rqth', 'mdph', '2015', 'dossi', 'poleemploi', 'orient', 'prof', 'capemploi', 'rqth', 'dossi', 'rep', 'poleemploi', 'capemploi', 'theoriqu', 'dossi', 'myster', 'sediment', 'dossi', 'capemploi', 'sav', 'autour', 'surreal', 'tentat', 'parvien', 'capemploi', 'serveur', 'vocal', 'apprend', 'contact', 'insist', 'polemploi', 'decouvr', 'dossi', 're', 'capemploi', 'mdph', 'capemploi', 'toulous', 'transparent', 'dossi', 'depositair', 'idem', 'person', 'convoqu', 'ordis', 'capemploi', 'polemploi', 'dem', 'diver', 'radiat', 'tj', 'x', 'interven', 'ubuesqu'];rqth mdph 2015 dossi poleemploi orient prof capemploi rqth dossi rep poleemploi capemploi theoriqu dossi myster sediment dossi capemploi sav autour surreal tentat parvien capemploi serveur vocal apprend contact insist polemploi decouvr dossi re capemploi mdph capemploi toulous transparent dossi depositair idem person convoqu ordis capemploi polemploi dem diver radiat tj x interven ubuesqu;-1
apres la perte de mon emploi  pole emploi me demande un document intitule  chomage indemnise   regularisation de carriere   a obtenir aupres de la cnav  la cnav ne connait pas ce document  ne propose aucune option sur le site pour le demander  meme le mot  chomage  n existe pas dans les options  je suis oblige de constituer une demande avec un faux motif pour reclamer ce document  sans garantie de l obtenir  je ne parle meme pas des messages impossibles a envoyer car il faut ecrire avec des caracteres non accentues  c est une honte administratif qui me prive de mes droits au chomage ;1;['docu', 'intitul', 'chomag', 'indemnis', 'cnav', 'cnav', 'docu', 'option', 'chomag', 'option', 'constitu', 'reclam', 'docu', 'garant', 'ecrir', 'caracter', 'accentu', 'administr', 'chomag'];docu intitul chomag indemnis cnav cnav docu option chomag option constitu reclam docu garant ecrir caracter accentu administr chomag;1
pole emploi est clairement un  multivers    j ai passe 1h au telephone avec des conseillers  me redirigeant sans cesse vers d autres conseillers et services en me repetant   ah bah on ne peut rien faire je vais vous diriger vers quelqu un d autre   et aucune solution apportees   on m a meme  donne le numero direct de la maintenance de la plateforme   un grand n importe quoi   les conseillers ecoutent  seulement  la moitie du probleme rencontre   soit ils vous laissent dans la panade soit vous dirigent vers des services qui n ont aucun rapport  avec votre probleme   en 1h j ai ete redirige  vers 7 conseillers   seule 1 conseillere a reussi a me donner la solution a mon probleme  les services publics se degradent et l inefficacite des personnes recrutees est aberrante  ce sont clairement des personnes qui ne veulent pas travailler qui prennent la place de personnes motivees  1 7 c est clairement une mauvaise moyenne    1 probleme   6 conseillers inefficaces   1h de perte de temps  pourtant j estime m exprimer correctement ;1;['multiver', '1h', 'redirig', 'cess', 'servic', 'repet', 'ah', 'bah', 'dirig', 'apporte', 'mainten', 'plateform', 'ecoutent', 'moit', 'laissent', 'panad', 'dirigent', 'servic', '1h', 'redirig', 'servic', 'degradent', 'inefficacit', 'person', 'recrute', 'aberr', 'person', 'veulent', 'prennent', 'person', 'motive', 'moyen', 'inefficac', '1h', 'estim', 'exprim'];multiver 1h redirig cess servic repet ah bah dirig apporte mainten plateform ecoutent moit laissent panad dirigent servic 1h redirig servic degradent inefficacit person recrute aberr person veulent prennent person motive moyen inefficac 1h estim exprim;2
42 ans  2 enfants en bas age  infirmiere en cours de separation   travaille au meme endroit que mon ex mari  je me fais licencier apres quelques mois sans solde  et une erreur de date de reprise de mon employeur     resultat  je me retrouve avec quasi rien  garde alternee  route sainte anne  baie mahaut pour l ecole 4 fois par jour   mon ex mari est devenu un mur et en colere  1ere rencontre avec pole emploi de saint francois   wouah en pleur  je me presente et a ma grande surprise j ai ete accueillie avec beaucoup de bienveillance et d ecoute et surtout une reactivite envers mon dossier et les droit   un grand merci pour m avoir fait respirer un peu  puis apres j ai a faire a ma conseillere qui est une personne vraiment sympathique avec qui je me suis sentie tout de suite a l aise   nous faisons le point  puis  de mon cote je cherche des alternative de travail  ne pouvant plus exercer ce metier pour cause d horaires decales   je suis seule en guadeloupe sans famille pour m epauler  je suis quemqu un qui ne lache rien  cortiquee  et malgre le fait que tout le personnel a vraiment ete bienveillant  empathique et reactif envers mes dossiers nombreux tel d aide sociale  je me trouve desormais devant le fait que si je n arrive pas avec des questions reponses    il ne se passe rien    fouille internet de ma part et je suis decue du systeme qui fait que pour mon cas j aurais pu beneficier de l aide de l adie avec un super projet  rdv pris papier ok etc  mais la il  manque un garant obligatoire et la la colere l incomprehension je n en ai pas  pas de famille et les proches ont peur a cause de la vie d aujourd hui   bref tous mes espoirs sont tombes a l eau  je suis en mode survie avec une voiture qui va bientot casser  pas d aide    avec une aide  de la croix rouge pour me nourrir ainsi que mes enfants    j arrive a la fin     pas d aide pour le transport routier  essence etc  pas d aide pour faire des photocopies tout simplement  j en suis au point ou je n ai plus de liquide sur moi carte bloquee et loyer pas paye  ah noel approche;1;['42', 'infirmier', 'separ', 'endroit', 'ex', 'licenci', 'sold', 'employeur', 'quas', 'gard', 'alterne', 'rout', 'saint', 'bai', 'mahaut', 'ecol', 'ex', 'mur', 'coler', '1er', 'saint', 'francois', 'wouah', 'pleur', 'reactivit', 'enver', 'dossi', 'respir', 'person', 'sympath', 'ais', 'faison', 'altern', 'exerc', 'horair', 'decal', 'guadeloup', 'famill', 'epaul', 'quemqu', 'lach', 'cortique', 'personnel', 'empath', 'reactif', 'enver', 'dossi', 'tel', 'repons', 'fouill', 'internet', 'system', 'adi', 'rdv', 'ok', 'coler', 'incomprehens', 'famill', 'peur', 'espoir', 'tomb', 'eau', 'mod', 'surv', 'voitur', 'bientot', 'cass', 'croix', 'roug', 'nourr', 'transport', 'routi', 'essenc', 'photocop', 'liquid', 'bloque', 'pay', 'ah', 'noel', 'approch'];42 infirmier separ endroit ex licenci sold employeur quas gard alterne rout saint bai mahaut ecol ex mur coler 1er saint francois wouah pleur reactivit enver dossi respir person sympath ais faison altern exerc horair decal guadeloup famill epaul quemqu lach cortique personnel empath reactif enver dossi tel repons fouill internet system adi rdv ok coler incomprehens famill peur espoir tomb eau mod surv voitur bientot cass croix roug nourr transport routi essenc photocop liquid bloque pay ah noel approch;1
comme je suis orientee vers cap emploi car handie je n ai pas d aide d un conseiller pole emploi et ne peux pas changer de conseiller car un seul conseiller cap emploi  et il ne connait rien aux demarches  cela fait 6 mois qu il ne comprend pas les demarches et me donne des informations fausses ou exige de moi des actions que je ne peux pas faire par epuisement et handicap ou parce que n a pas de raison d etre et ne peut pas etre fait dans la situation  avec preuve a l appui  pour des demandes de financement  et il me redemande sans cesse les memes actions dont je lui explique ne pas pouvoir les faire   ensuite il s est trompe dans des demarches aupres de l agefiph ce qui a fait que je n ai pas eu de financements  il me dit avoir affirme des choses dont je sais que c est faux    je n ai pas recu l aif pour  refus d utiliser le cpf  alors que le compte cpf ne peut pas etre utilise pour ma formation et que normalement ca n empeche pas l aif de pouvoir etre utilisee  il m a fait signer des choses pour faire a ma place des choses  mais c est uniquement les actions ou j aurais voulu avoir du pouvoir decisionnel  notamment sur les descriptions de mes projets pour les demandes de financement et pour savoir ce qu il se passe  mais pour le reste il n est pas present  j ai depuis mai bataille pour des financements mais quand il m a dit de mettre un devis pour formation sur mon compte sans me dire de demander a l organisme de le mettre via kairos  il m a dit que ca allait de l envoyer en mettant le document dans n importe quelle case de document  et je viens  par moi meme de comprendre qu il ne fallait pas faire cela  et donc qu il ne m a pas indiquee comme en formation  mais j ai fait tout ce que j ai pu pour avoir des informations   c est un enfer  je n ai personne a qui parler  les personnes du 3949 ne peuvent pas aider  je suis dans une situatation surreelle dont mes aidants medico sociaux sont choques sur la violence institutionnelle et le deni de droits   c est un enfer ;1;['oriente', 'cap', 'hand', 'cap', 'demarch', 'demarch', 'epuis', 'handicap', 'appui', 'financ', 'redemand', 'cess', 'tromp', 'demarch', 'agefiph', 'financ', 'affirm', 'aif', 'cpf', 'compt', 'cpf', 'format', 'empech', 'aif', 'utilise', 'decisionnel', 'descript', 'financ', 'bataill', 'financ', 'format', 'compt', 'kairos', 'allait', 'docu', 'docu', 'indique', 'format', 'enfer', 'person', 'person', '3949', 'surreel', 'medico', 'choqu', 'violenc', 'institutionnel', 'den', 'enfer'];oriente cap hand cap demarch demarch epuis handicap appui financ redemand cess tromp demarch agefiph financ affirm aif cpf compt cpf format empech aif utilise decisionnel descript financ bataill financ format compt kairos allait docu docu indique format enfer person person 3949 surreel medico choqu violenc institutionnel den enfer;1
j ai travaille pour une societe qui dissimulait des travailleurs  la societe avait une combine pour ne payer que 2 3 du salaires des salaries  le reste etait comble par pole emploi  le salarie n etait declare que 50h par mois  ce qui permettait de conserver le chomage   en moyenne 10 salaries par ans dans l entreprise etaient sous ce statut  une fraude imposee aux salaries entrant dans l entreprise   pour l entreprise une economie substantielle a laquelle j ai participe bon gres mal gre en tant que salarie  par la case prud homme j ai fait requalifier mon poste et ainsi l employeur a du me verser mes salaires   a la suite de ca  j ai tente de denoncer la fraude a pole emploi  j avais un dossier de plusieurs centaines de pages demontrant la fraude  pour moi ainsi que pour les autres    un dossier en or pour pole emploi et l occasion de requalifier en cdi l ensemble des travailleurs pas voie de justice   qu a fait pole emploi   rien  j ai passe un an envoyer mon dossier a toutes les spheres de pole emploi  la partie fraude en premier  mais jamais pole emploi n a voulu de mes pieces   je me suis donc rendu a mon agence  leur expliquant la situation  ils ont d ailleurs pu confronter mes pieces avec leur base de donnees devant moi et oui la fraude apparaissait comme evidente   mon dossier a donc ete envoye au service fraude par mon agence pe     le service fraude a retourne la clefs usb avec tout le dossier a mon agence pe en leur disant qu ils ne pouvaient pas ouvrir de clefs usb pour des raisons de securite   voila  la societe n a jamais ete condamnee alors qu elle a fraude massivement mais pe est plus occupe a faire baisser artificiellement les chiffres du chomage   merci pe  ;1;['dissimul', 'travailleur', 'combin', 'pai', 'salair', 'combl', 'declar', '50h', 'conserv', 'chomag', 'moyen', 'fraud', 'impose', 'entrant', 'substantiel', 'gre', 'gre', 'prud', 'homm', 'requalifi', 'employeur', 'salair', 'denonc', 'fraud', 'dossi', 'centain', 'demontr', 'fraud', 'dossi', 'occas', 'requalifi', 'cdi', 'ensembl', 'travailleur', 'justic', 'dossi', 'spher', 'fraud', 'agenc', 'confront', 'fraud', 'apparaiss', 'dossi', 'servic', 'fraud', 'agenc', 'servic', 'fraud', 'clef', 'usb', 'dossi', 'agenc', 'clef', 'usb', 'raison', 'securit', 'condamne', 'fraud', 'massiv', 'occup', 'baiss', 'artificiel', 'chomag'];dissimul travailleur combin pai salair combl declar 50h conserv chomag moyen fraud impose entrant substantiel gre gre prud homm requalifi employeur salair denonc fraud dossi centain demontr fraud dossi occas requalifi cdi ensembl travailleur justic dossi spher fraud agenc confront fraud apparaiss dossi servic fraud agenc servic fraud clef usb dossi agenc clef usb raison securit condamne fraud massiv occup baiss artificiel chomag;1
bonjour   en date du 03 janvier 2022 a 12h59  j ai eu une conversation telephonique avec un odieux personnage du pole emploi choisy le roi  je tiens a preciser a cette personne visiblement mal dans sa peau qu elle n est pas tenue de venir travailler si c est pour afficher son ennui et son irritabilite au  boulot   dans ce cas il serait  plus que  judicieux de laisser votre place a quelqu un d autre  ce qui vient d arriver est inadmissible   vous etes  et je pese mes mots  une honte  apprenez a vous adresser correctement aux gens  vous n avez aucun larbins ici bas    cdt;1;['03', '12h59', 'odieux', 'personnag', 'choisy', 'roi', 'person', 'visibl', 'peau', 'tenu', 'ennui', 'irritabilit', 'boulot', 'judici', 'vient', 'inadmissibl', 'pes', 'appren', 'larbin', 'cdt'];03 12h59 odieux personnag choisy roi person visibl peau tenu ennui irritabilit boulot judici vient inadmissibl pes appren larbin cdt;1
depuis le mois d avril 2022 j ai sollicite plusieurs fois un rendez vous avec ma conseillere sans succes a la date actuelle   je lui ai envoye des mails  je suis allee a l agence pour demander le rendez vous personnellement  les agents m ont ecoute et m ont promis de lui passer ma solicitude    mais pas de rendez vous ni d appel telephonique de sa part  j ai le status rqth depuis octobre 2021  la personne responsable dans ma ville m a envoye a pole emploi solliciter un conseiller caf  la personne responsable m a indique ne pas pouvoir m ecouter sans autorisation de ma conseillere     et ma conseillere ne repond pas a mes mails   et j ai besoin  de travailler  merci;1;['succ', 'actuel', 'agenc', 'personnel', 'agent', 'prom', 'solicitud', 'appel', 'status', 'rqth', 'person', 'respons', 'caf', 'person', 'respons', 'autoris'];succ actuel agenc personnel agent prom solicitud appel status rqth person respons caf person respons autoris;0
la nouvelle interface de declaration mensuelle pole emploi a une ergonomie completement ratee  anxiogene  qui prend plus de temps a remplir que precedemment sans apporter plus d information  et pousse a l erreur par de nombreux defauts   trop de pages  de boutons en cascade  de champs de saisie disperses et peu lisibles   et il faut meme faire des fausses declarations pour completer le formulaire  information confirmee par un conseiller pole emploi consulte par telephone    pour une micro entreprise sans activite ni chiffre d affaire  je dois declarer mensuellement 1h de travail et 1 euro de revenu  avec aucune de possibilite de joindre de fichier de declaration urssaf sur cette page  je dois aller le faire a part dans  mes echanges    autre gros defaut du site de pole emploi   pas d envoi systematique des courriers sur l adresse courriel personnelle de l usager  il faut se rendre sur leur site pour etre certain de ne rien rater  quelle serait notre vie s il fallait visiter tous nos comptes d administrations  de prestataires  d employeurs  de sante  de fournisseurs de services et d energies pour relever notre courrier chez eux   tous ces organismes envoient au minimum un avis dans la boite courriel personnelle de leur interlocuteur  pole emploi est le seul organisme a imposer de relever les courriers dans son interface web  c est injustifie ;1;['interfac', 'declar', 'ergonom', 'rate', 'anxiogen', 'apport', 'pouss', 'defaut', 'bouton', 'cascad', 'dispers', 'lisibl', 'declar', 'formulair', 'confirme', 'micro', 'affair', 'declar', '1h', 'declar', 'urssaf', 'defaut', 'courri', 'courriel', 'personnel', 'usag', 'rat', 'visit', 'compt', 'administr', 'prestatair', 'employeur', 'sant', 'fournisseur', 'servic', 'energ', 'courri', 'envoient', 'courriel', 'personnel', 'interlocuteur', 'impos', 'courri', 'interfac', 'web', 'injustif'];interfac declar ergonom rate anxiogen apport pouss defaut bouton cascad dispers lisibl declar formulair confirme micro affair declar 1h declar urssaf defaut courri courriel personnel usag rat visit compt administr prestatair employeur sant fournisseur servic energ courri envoient courriel personnel interlocuteur impos courri interfac web injustif;1
ca fait 2 mois que je ne peux pas faire une declaration de situation sur le site internet de pole emploi  au telephone  quand j arrive a les joindre  ils m incitent a faire une fausse declaration   de declarer 1 heure de travail pour les lignes d employeurs qui bloquent la page  ou de declarer les heures travaillees sur un faux employeur qui bloque ma page aussi  j ai contacte un conseiller juridique et l urssaf   ils me deconseille de le faire car c est une raison de radiation   faire une fausse declaration  et pole emploi  ou leur logiciel  pourra me radier automatiquement puisque ca ne correspond pas aux declarations faites par mes employeurs enregistres pas l urssaf  alors apres pour revenir en tant que demandeur d emploi dans leur logiciel  ca va etre mission impossible   faire une demande de mediateur  passer devant un tribunal administratif  etc   ;1;['declar', 'internet', 'incitent', 'declar', 'declar', 'employeur', 'bloquent', 'declar', 'employeur', 'contact', 'jurid', 'urssaf', 'deconseil', 'declar', 'radi', 'declar', 'employeur', 'urssaf', 'reven', 'mediateur', 'tribunal', 'administr'];declar internet incitent declar declar employeur bloquent declar employeur contact jurid urssaf deconseil declar radi declar employeur urssaf reven mediateur tribunal administr;1
apres plusieurs appels aupres du 3949  on me dit systematiquement qu il est impossible de repondre a mes questions  je suis travailleur frontalier habitant en france sur le point de demissionner pour creer une entreprise     et que je dois m orienter vers un conseiller indemnisation  mais comme je ne suis pas inscrite a pole emploi  je ne peux pas avoir cette personne en ligne mais uniquement par mail   on me demande donc d aller sur le site et de trouver le lien  nous contacter   sauf que ce lien n oriente absolument pas vers une adresse mail mais vers d autres situations qui ne correspondent pas a la mienne ni a mes questions  je rappelle le 3949    desoles mais on ne peut rien pour vous  pourtant j avais des questions tres importantes pour ma situation   un grand merci a pole emploi pour son aide ;1;['appel', '3949', 'travailleur', 'frontali', 'habit', 'demission', 'orient', 'indemnis', 'inscrit', 'person', 'lien', 'contact', 'lien', 'orient', 'correspondent', 'mien', '3949', 'desol'];appel 3949 travailleur frontali habit demission orient indemnis inscrit person lien contact lien orient correspondent mien 3949 desol;0
demarche pretendument simplifiee en realite plus compliquee et beaucoup plus intrusive  je suis autoentrepreneuse et auteure et je rencontre de nombreux problemes avec le nouveau formulaire     il ne prend pas en compte les revenus d auteur  et ses particularites  comme la declaration automatique par les editeurs a l urssaf limousin  un autre organisme que l urssaf  les cotisations sociales differentes des autoentrepreneurs et directement prelevees par les editeurs  soit non payees en differe      tout cela se fait evidemment au detriment des auteurs  qui risquent notamment d etre preleves deux fois des cotisations sociales    en tant qu autoentrepreneur  on peut parfois ne rien gagner certains mois  meme si on a travaille  prospection  compta  administratif      activites non remuneratrices   le nouveau formulaire refuse qu on mette qu on a travaille 0h dans le mois  mais si on met qu on a travaille un certain nombre d heures sans remuneration  en toute honnetete  cela arrive   comment est calcule le tarif horaire par pole emploi   en negatif   est ce ce type de revenus qui sera calcule pour nos retraites futures   et pourquoi nous demander le nombre de jours  en plus des heures travaillees   en quoi cette information est utile a pole emploi   a quoi va t elle leur servir  et comment cela va t il etre utilise dans le calcul des indemnites et des retraites   je me pose des questions sur ce nouveau systeme  qui arrive curieusement en meme temps que la reforme des retraites  pourquoi on nous demande tant de choses qui n etaient pas demandees avant   pourquoi ce nouveau formulaire est presente comme une simplification alors qu il rend l actualisation beaucoup plus complexe   pourquoi ce nouveau formulaire n a pas ete accompagne d explications et de transparence   pourquoi certains cas particuliers sont tout simplement ignores   les conseillers contactes n ont pas su m eclairer ni m aider a remplir le formulaire  je soupconne qu ils soient aussi perdus que moi   ;1;['demarch', 'pretendu', 'simplifie', 'complique', 'intrus', 'autoentrepren', 'auteur', 'formulair', 'compt', 'revenus', 'auteur', 'particularit', 'declar', 'editeur', 'urssaf', 'limousin', 'urssaf', 'autoentrepreneur', 'preleve', 'editeur', 'paye', 'differ', 'detr', 'auteur', 'risquent', 'prelev', 'autoentrepreneur', 'prospect', 'compt', 'administr', 'remuner', 'formulair', '0h', 'remuner', 'honnetet', 'tarif', 'horair', 'revenus', 'retrait', 'futur', 'util', 'serv', 'indemnit', 'retrait', 'system', 'curieux', 'reform', 'retrait', 'demande', 'formulair', 'formulair', 'transparent', 'ignor', 'contact', 'eclair', 'formulair', 'soupcon', 'perdus'];demarch pretendu simplifie complique intrus autoentrepren auteur formulair compt revenus auteur particularit declar editeur urssaf limousin urssaf autoentrepreneur preleve editeur paye differ detr auteur risquent prelev autoentrepreneur prospect compt administr remuner formulair 0h remuner honnetet tarif horair revenus retrait futur util serv indemnit retrait system curieux reform retrait demande formulair formulair transparent ignor contact eclair formulair soupcon perdus;1
j ai 39 ans et je tiens a temoigner qu en 20 ans pole emploi ex anpe a refuse toutes mes demandes de formation et ne m a jamais rien propose d autre  me laissant totalement au chomage  de plus j ai egalement ete victime de tentative de piratage et phishing et vols sur mon compte bancaire a cause d annonces frauduleuses qu ils laissaient deliberement courir sur leur site durant plus d une decennie  je me suis aussi senti humilie par certains conseillers de chez eux ou de divers organismes qui ne m ont pas ecoute et m ont meme traite de mytho et toujours dit  non  sans jamais avoir meme a se justifier et qu ils m ont impose notamment  activ projet   qui ont toujours aide a  ameliorer  mon cv vide pour la france     et qui ont non seulement denigre mes competences et refuse toute aide mais egalement harcele de rdv inutiles en me faisant tourner dans des quartiers mal frequentes et eloignes de chez moi afin de me decourager et degouter et afin de me faire craquer pour que je signe de fausses declarations comme quoi je ne desirais plus chercher d emploi ni me former ou bien refusais des offres lamentables payees au smic pour un niveau d etude bac  4   leurs employes ne sont pas controles  et ecrivent ce qui leur plait dans votre dossier auquel vous n avez pas acces  et inventent meme des lois et regles qui n existent pas pour justifier leurs refus d aide a la formation et ensuite nient tout en bloc si vous parlez avec eux au telephone  ils m ont aussi impose des enquetes metiers et a faire et refaire absolument pour rien  cet organisme sert a verser le chomage ou controler  plus ou moins car les profiteurs profitent et ceux qui en ont besoin sont radies  les droits au rsa pour uniques roles et services offerts   ne parlons pas des bogues informatiques ou encore des fonctionnalites defaillantes et de leurs tres facheuses consequences  l afpa pendant des annees me sort que leurs sessions de formation sont completes le jour meme de leur ouverture sur leur site  fou ;1;['39', 'temoign', 'ex', 'anpe', 'format', 'chomag', 'victim', 'tentat', 'piratag', 'phishing', 'vol', 'compt', 'bancair', 'fraudul', 'deliber', 'decen', 'humil', 'diver', 'mytho', 'impos', 'vid', 'denigr', 'harcel', 'rdv', 'quarti', 'frequent', 'eloign', 'decourag', 'degout', 'craqu', 'declar', 'des', 'offre', 'paye', 'smic', 'etud', 'bac', 'ecrivent', 'plait', 'dossi', 'auquel', 'inventent', 'lois', 'existent', 'format', 'nient', 'bloc', 'parl', 'impos', 'enquet', 'refair', 'chomag', 'profiteur', 'profitent', 'rad', 'rsa', 'uniqu', 'rol', 'servic', 'offert', 'parlon', 'bogu', 'fonctionnalit', 'defaill', 'facheux', 'afpa', 'session', 'format', 'ouvertur', 'fou'];39 temoign ex anpe format chomag victim tentat piratag phishing vol compt bancair fraudul deliber decen humil diver mytho impos vid denigr harcel rdv quarti frequent eloign decourag degout craqu declar des offre paye smic etud bac ecrivent plait dossi auquel inventent lois existent format nient bloc parl impos enquet refair chomag profiteur profitent rad rsa uniqu rol servic offert parlon bogu fonctionnalit defaill facheux afpa session format ouvertur fou;1
